id,fold,label,text1,text2
neu_wpair-50000-15544,4,neu,conceivable,historians
neu_wpair-50000-15545,5,neu,improvements,tall
neu_wpair-50000-15546,6,neu,relief,atlanta
neu_wpair-50000-15547,7,neu,minded,respond
neu_wpair-50000-15548,8,neu,warns,terrace
neu_wpair-50000-15549,9,neu,1902,rothschild
neu_wpair-50000-15550,0,neu,hercules,pfeiffer
neu_wpair-50000-15551,1,neu,retained,empires
neu_wpair-50000-15552,2,neu,dim,indignation
neu_wpair-50000-15553,3,neu,moat,considers
neu_wpair-50000-15554,4,neu,watersports,brand
neu_wpair-50000-15555,5,neu,incredibly,cyberspace
neu_wpair-50000-15556,6,neu,compulsive,tinos
neu_wpair-50000-15557,7,neu,careful,scarlet
neu_wpair-50000-15558,8,neu,coma,stallions
neu_wpair-50000-15559,9,neu,web,broadcast
neu_wpair-50000-15560,0,neu,morning,basilica
neu_wpair-50000-15561,1,neu,awareness,21
neu_wpair-50000-15562,2,neu,tractor,imagined
neu_wpair-50000-15563,3,neu,citation,stalagmites
neu_wpair-50000-15564,4,neu,tending,calamity
neu_wpair-50000-15565,5,neu,tow,primarily
neu_wpair-50000-15566,6,neu,worksharing,suggested
neu_wpair-50000-15567,7,neu,faces,quoting
neu_wpair-50000-15568,8,neu,bare,est
neu_wpair-50000-15569,9,neu,pausing,enhanced
neu_wpair-50000-15570,0,neu,unsavory,merged
neu_wpair-50000-15571,1,neu,agenda,1907
neu_wpair-50000-15572,2,neu,mahal,informed
neu_wpair-50000-15573,3,neu,rabbis,permissible
neu_wpair-50000-15574,4,neu,hmos,loses
neu_wpair-50000-15575,5,neu,graph,drastically
neu_wpair-50000-15576,6,neu,plundered,colors
neu_wpair-50000-15577,7,neu,bundle,melt
neu_wpair-50000-15578,8,neu,manipulation,easiest
neu_wpair-50000-15579,9,neu,uphill,coaching
neu_wpair-50000-15580,0,neu,russian,demon
neu_wpair-50000-15581,1,neu,carry,hinder
neu_wpair-50000-15582,2,neu,licensed,nonsense
neu_wpair-50000-15583,3,neu,sudden,controlling
neu_wpair-50000-15584,4,neu,blackmail,enormously
neu_wpair-50000-15585,5,neu,markets,rickety
neu_wpair-50000-15586,6,neu,sleek,international
neu_wpair-50000-15587,7,neu,hung,noticed
neu_wpair-50000-15588,8,neu,stiff,keyes
neu_wpair-50000-15589,9,neu,terrified,bonnie
neu_wpair-50000-15590,0,neu,koreans,mineral
neu_wpair-50000-15591,1,neu,grabbed,heat
neu_wpair-50000-15592,2,neu,pension,certificate
neu_wpair-50000-15593,3,neu,ceremonies,assassination
neu_wpair-50000-15594,4,neu,chains,2008
neu_wpair-50000-15595,5,neu,count,narrowly
neu_wpair-50000-15596,6,neu,guarding,masculine
neu_wpair-50000-15597,7,neu,texoma,accessible
neu_wpair-50000-15598,8,neu,calif,atlas
neu_wpair-50000-15599,9,neu,releasing,ordering
neu_wpair-50000-15600,0,neu,disbursing,boiled
neu_wpair-50000-15601,1,neu,presidential,police
neu_wpair-50000-15602,2,neu,onion,judah
neu_wpair-50000-15603,3,neu,metabolife,bayliss
neu_wpair-50000-15604,4,neu,tenant,flared
neu_wpair-50000-15605,5,neu,sabah,ratings
neu_wpair-50000-15606,6,neu,sepulcher,student
neu_wpair-50000-15607,7,neu,scarcely,licensed
neu_wpair-50000-15608,8,neu,trite,satisfactory
neu_wpair-50000-15609,9,neu,mastery,wings
neu_wpair-50000-15610,0,neu,lewis,mortgage
neu_wpair-50000-15611,1,neu,27,diminished
neu_wpair-50000-15612,2,neu,ourselves,connections
neu_wpair-50000-15613,3,neu,cartoons,amy
neu_wpair-50000-15614,4,neu,socialized,ina
neu_wpair-50000-15615,5,neu,diagnose,submission
neu_wpair-50000-15616,6,neu,glue,spy
neu_wpair-50000-15617,7,neu,drafting,tranquillity
neu_wpair-50000-15618,8,neu,reveals,discrepancies
neu_wpair-50000-15619,9,neu,depending,heating
neu_wpair-50000-15620,0,neu,additive,manufacturing
neu_wpair-50000-15621,1,neu,pharmaceutical,bomb
neu_wpair-50000-15622,2,neu,atlanta,personality
neu_wpair-50000-15623,3,neu,1885,absent
neu_wpair-50000-15624,4,neu,printed,fed
neu_wpair-50000-15625,5,neu,khalili,classification
neu_wpair-50000-15626,6,neu,printing,shellfish
neu_wpair-50000-15627,7,neu,basically,dod
neu_wpair-50000-15628,8,neu,pundit,israelis
neu_wpair-50000-15629,9,neu,fuller,lush
neu_wpair-50000-15630,0,neu,uh,civilians
neu_wpair-50000-15631,1,neu,47,ribbons
neu_wpair-50000-15632,2,neu,continual,advent
neu_wpair-50000-15633,3,neu,9x,claim
neu_wpair-50000-15634,4,neu,repaired,constituency
neu_wpair-50000-15635,5,neu,neolithic,doric
neu_wpair-50000-15636,6,neu,ministry,feminists
neu_wpair-50000-15637,7,neu,brookings,tragedies
neu_wpair-50000-15638,8,neu,hadn,answer
neu_wpair-50000-15639,9,neu,preserve,35
neu_wpair-50000-15640,0,neu,bullfights,hospitalization
neu_wpair-50000-15641,1,neu,sugarcane,soufriyre
neu_wpair-50000-15642,2,neu,niche,hatch
neu_wpair-50000-15643,3,neu,persecution,insure
neu_wpair-50000-15644,4,neu,bliss,announcements
neu_wpair-50000-15645,5,neu,strength,doj
neu_wpair-50000-15646,6,neu,allah,messages
neu_wpair-50000-15647,7,neu,shawls,constitutional
neu_wpair-50000-15648,8,neu,frederick,limbs
neu_wpair-50000-15649,9,neu,sha,appearances
neu_wpair-50000-15650,0,neu,similarity,cabbage
neu_wpair-50000-15651,1,neu,roosevelt,foundation
neu_wpair-50000-15652,2,neu,grassmarket,crafty
neu_wpair-50000-15653,3,neu,swordsman,overworked
neu_wpair-50000-15654,4,neu,cypresses,investigate
neu_wpair-50000-15655,5,neu,win,cedar
neu_wpair-50000-15656,6,neu,tear,sermon
neu_wpair-50000-15657,7,neu,neurotic,schooled
neu_wpair-50000-15658,8,neu,refusing,session
neu_wpair-50000-15659,9,neu,confined,mintie
neu_wpair-50000-15660,0,neu,infantry,postmaster
neu_wpair-50000-15661,1,neu,finance,independent
neu_wpair-50000-15662,2,neu,bash,using
neu_wpair-50000-15663,3,neu,deserved,excerpt
neu_wpair-50000-15664,4,neu,emperor,elections
neu_wpair-50000-15665,5,neu,sociology,synagogues
neu_wpair-50000-15666,6,neu,shuffled,workshared
neu_wpair-50000-15667,7,neu,shall,busy
neu_wpair-50000-15668,8,neu,dash,unfortunately
neu_wpair-50000-15669,9,neu,beef,melancholy
neu_wpair-50000-15670,0,neu,reunited,unforeseen
neu_wpair-50000-15671,1,neu,hamilton,lyndon
neu_wpair-50000-15672,2,neu,subsection,innovation
neu_wpair-50000-15673,3,neu,convicted,concert
neu_wpair-50000-15674,4,neu,tile,miscellaneous
neu_wpair-50000-15675,5,neu,gephardt,files
neu_wpair-50000-15676,6,neu,ridiculously,godfrey
neu_wpair-50000-15677,7,neu,trip,evidently
neu_wpair-50000-15678,8,neu,local,priors
neu_wpair-50000-15679,9,neu,keswick,frivolous
neu_wpair-50000-15680,0,neu,exceeded,phenomena
neu_wpair-50000-15681,1,neu,turnover,gogh
neu_wpair-50000-15682,2,neu,refusing,carbon
neu_wpair-50000-15683,3,neu,oct,sandwiches
neu_wpair-50000-15684,4,neu,hustled,calm
neu_wpair-50000-15685,5,neu,pleaded,hang
neu_wpair-50000-15686,6,neu,groceries,corresponding
neu_wpair-50000-15687,7,neu,maid,cheaper
neu_wpair-50000-15688,8,neu,either,unwilling
neu_wpair-50000-15689,9,neu,emilia,popeye
neu_wpair-50000-15690,0,neu,clue,distorted
neu_wpair-50000-15691,1,neu,cultivate,guitar
neu_wpair-50000-15692,2,neu,constituted,fighter
neu_wpair-50000-15693,3,neu,yo,cripple
neu_wpair-50000-15694,4,neu,requiring,realignment
neu_wpair-50000-15695,5,neu,businessman,chau
neu_wpair-50000-15696,6,neu,assessed,smell
neu_wpair-50000-15697,7,neu,roseanne,branch
neu_wpair-50000-15698,8,neu,rusty,evacuated
neu_wpair-50000-15699,9,neu,marco,buffer
neu_wpair-50000-15700,0,neu,gloom,csa
neu_wpair-50000-15701,1,neu,mask,jahangir
neu_wpair-50000-15702,2,neu,earthly,believing
neu_wpair-50000-15703,3,neu,inquire,diaries
neu_wpair-50000-15704,4,neu,endure,intimate
neu_wpair-50000-15705,5,neu,researchers,baked
neu_wpair-50000-15706,6,neu,didion,extravagant
neu_wpair-50000-15707,7,neu,dalt,weather
neu_wpair-50000-15708,8,neu,irresponsible,messed
neu_wpair-50000-15709,9,neu,semantic,intrinsic
neu_wpair-50000-15710,0,neu,dcs,alternatives
neu_wpair-50000-15711,1,neu,shock,judgmental
neu_wpair-50000-15712,2,neu,midnight,adjusting
neu_wpair-50000-15713,3,neu,cityhall,bork
neu_wpair-50000-15714,4,neu,fabric,fridge
neu_wpair-50000-15715,5,neu,canyon,omission
neu_wpair-50000-15716,6,neu,jardin,emotionally
neu_wpair-50000-15717,7,neu,apt,louvre
neu_wpair-50000-15718,8,neu,julie,resolved
neu_wpair-50000-15719,9,neu,hastings,deauville
neu_wpair-50000-15720,0,neu,mandrakes,reportable
neu_wpair-50000-15721,1,neu,allies,traders
neu_wpair-50000-15722,2,neu,assert,poll
neu_wpair-50000-15723,3,neu,robin,cheat
neu_wpair-50000-15724,4,neu,concerts,11am
neu_wpair-50000-15725,5,neu,lamb,prince
neu_wpair-50000-15726,6,neu,2018,109
neu_wpair-50000-15727,7,neu,sustainable,brilliant
neu_wpair-50000-15728,8,neu,discipline,teaches
neu_wpair-50000-15729,9,neu,expansive,alleyways
neu_wpair-50000-15730,0,neu,teen,detector
neu_wpair-50000-15731,1,neu,fruits,kwanzaa
neu_wpair-50000-15732,2,neu,advantage,ridge
neu_wpair-50000-15733,3,neu,programs,supervised
neu_wpair-50000-15734,4,neu,detention,assassination
neu_wpair-50000-15735,5,neu,barracks,maintained
neu_wpair-50000-15736,6,neu,presents,briefing
neu_wpair-50000-15737,7,neu,giovanni,madame
neu_wpair-50000-15738,8,neu,spectacular,philips
neu_wpair-50000-15739,9,neu,employees,ferdinand
neu_wpair-50000-15740,0,neu,serbs,adventurous
neu_wpair-50000-15741,1,neu,weather,fruit
neu_wpair-50000-15742,2,neu,calligraphy,lime
neu_wpair-50000-15743,3,neu,forest,pee
neu_wpair-50000-15744,4,neu,entourage,arabs
neu_wpair-50000-15745,5,neu,apologized,laureate
neu_wpair-50000-15746,6,neu,preventative,loving
neu_wpair-50000-15747,7,neu,unpredictable,pick
neu_wpair-50000-15748,8,neu,floyd,rests
neu_wpair-50000-15749,9,neu,menace,sha
neu_wpair-50000-15750,0,neu,generalized,borderline
neu_wpair-50000-15751,1,neu,depart,brittany
neu_wpair-50000-15752,2,neu,clocktower,stretch
neu_wpair-50000-15753,3,neu,agony,unfamiliar
neu_wpair-50000-15754,4,neu,local,accumulates
neu_wpair-50000-15755,5,neu,oxides,locomotives
neu_wpair-50000-15756,6,neu,tomatoes,mares
neu_wpair-50000-15757,7,neu,ve,negotiate
neu_wpair-50000-15758,8,neu,april,outfit
neu_wpair-50000-15759,9,neu,masterpiece,recordings
neu_wpair-50000-15760,0,neu,consists,happier
neu_wpair-50000-15761,1,neu,recycles,ism
neu_wpair-50000-15762,2,neu,fiberglass,relentless
neu_wpair-50000-15763,3,neu,management,musical
neu_wpair-50000-15764,4,neu,nervous,inflow
neu_wpair-50000-15765,5,neu,disposed,researcher
neu_wpair-50000-15766,6,neu,tax,rabbis
neu_wpair-50000-15767,7,neu,defined,addicted
neu_wpair-50000-15768,8,neu,gallant,drown
neu_wpair-50000-15769,9,neu,permission,onofrio
neu_wpair-50000-15770,0,neu,nean,reached
neu_wpair-50000-15771,1,neu,revive,awakened
neu_wpair-50000-15772,2,neu,retained,troupe
neu_wpair-50000-15773,3,neu,fujiwara,affinity
neu_wpair-50000-15774,4,neu,repeats,hospitality
neu_wpair-50000-15775,5,neu,fena,declined
neu_wpair-50000-15776,6,neu,stays,domes
neu_wpair-50000-15777,7,neu,armistice,abundant
neu_wpair-50000-15778,8,neu,sectors,accepted
neu_wpair-50000-15779,9,neu,face,appropriated
neu_wpair-50000-15780,0,neu,implicit,columns
neu_wpair-50000-15781,1,neu,post,playgrounds
neu_wpair-50000-15782,2,neu,basque,negotiation
neu_wpair-50000-15783,3,neu,spicy,bourgeois
neu_wpair-50000-15784,4,neu,beheaded,kissed
neu_wpair-50000-15785,5,neu,facilitate,chimneys
neu_wpair-50000-15786,6,neu,cappella,nash
neu_wpair-50000-15787,7,neu,predecessor,laughter
neu_wpair-50000-15788,8,neu,handy,various
neu_wpair-50000-15789,9,neu,self,sri
neu_wpair-50000-15790,0,neu,stonework,similar
neu_wpair-50000-15791,1,neu,ahead,funeral
neu_wpair-50000-15792,2,neu,shrewd,smuggle
neu_wpair-50000-15793,3,neu,commercially,fool
neu_wpair-50000-15794,4,neu,wheelchair,graduation
neu_wpair-50000-15795,5,neu,hinges,aragon
neu_wpair-50000-15796,6,neu,quarterback,gonna
neu_wpair-50000-15797,7,neu,hideyoshi,rating
neu_wpair-50000-15798,8,neu,retreated,scam
neu_wpair-50000-15799,9,neu,conference,algebra
neu_wpair-50000-15800,0,neu,proves,barbecue
neu_wpair-50000-15801,1,neu,peacefully,adherence
neu_wpair-50000-15802,2,neu,variables,quotation
neu_wpair-50000-15803,3,neu,lakeside,timbered
neu_wpair-50000-15804,4,neu,cornstarch,federalism
neu_wpair-50000-15805,5,neu,pra,theories
neu_wpair-50000-15806,6,neu,prudent,vila
neu_wpair-50000-15807,7,neu,designation,drawing
neu_wpair-50000-15808,8,neu,course,maid
neu_wpair-50000-15809,9,neu,canoeing,met
neu_wpair-50000-15810,0,neu,chania,incredulous
neu_wpair-50000-15811,1,neu,packers,trailing
neu_wpair-50000-15812,2,neu,lovely,hardknott
neu_wpair-50000-15813,3,neu,nations,placing
neu_wpair-50000-15814,4,neu,carlos,critique
neu_wpair-50000-15815,5,neu,silently,antechamber
neu_wpair-50000-15816,6,neu,hannah,technological
neu_wpair-50000-15817,7,neu,christie,embarrass
neu_wpair-50000-15818,8,neu,dialect,racquetball
neu_wpair-50000-15819,9,neu,sampled,cars
neu_wpair-50000-15820,0,neu,skeleton,item
neu_wpair-50000-15821,1,neu,leads,robe
neu_wpair-50000-15822,2,neu,capabilities,emanuele
neu_wpair-50000-15823,3,neu,immediate,fraud
neu_wpair-50000-15824,4,neu,translation,dhs
neu_wpair-50000-15825,5,neu,mughal,undergone
neu_wpair-50000-15826,6,neu,hoops,crashes
neu_wpair-50000-15827,7,neu,122,facade
neu_wpair-50000-15828,8,neu,anticipation,lc
neu_wpair-50000-15829,9,neu,ncaa,scowl
neu_wpair-50000-15830,0,neu,trianon,complex
neu_wpair-50000-15831,1,neu,thousands,even
neu_wpair-50000-15832,2,neu,nypd,transmit
neu_wpair-50000-15833,3,neu,taut,volumes
neu_wpair-50000-15834,4,neu,laughing,earnhardt
neu_wpair-50000-15835,5,neu,sesame,advocates
neu_wpair-50000-15836,6,neu,chile,grain
neu_wpair-50000-15837,7,neu,dreadful,dedicated
neu_wpair-50000-15838,8,neu,bi,attendees
neu_wpair-50000-15839,9,neu,goes,juanito
neu_wpair-50000-15840,0,neu,compelled,dotted
neu_wpair-50000-15841,1,neu,wallpaper,fhwa
neu_wpair-50000-15842,2,neu,immortality,admiration
neu_wpair-50000-15843,3,neu,odyssey,oldest
neu_wpair-50000-15844,4,neu,curriculum,pounding
neu_wpair-50000-15845,5,neu,70,reverse
neu_wpair-50000-15846,6,neu,pine,2008
neu_wpair-50000-15847,7,neu,montego,1885
neu_wpair-50000-15848,8,neu,progressives,vulnerability
neu_wpair-50000-15849,9,neu,chang,bse
neu_wpair-50000-15850,0,neu,dangerously,contributes
neu_wpair-50000-15851,1,neu,factors,myriad
neu_wpair-50000-15852,2,neu,veterans,farrakhan
neu_wpair-50000-15853,3,neu,impact,posters
neu_wpair-50000-15854,4,neu,grain,deity
neu_wpair-50000-15855,5,neu,collin,continue
neu_wpair-50000-15856,6,neu,systematically,rajasthan
neu_wpair-50000-15857,7,neu,rigidly,root
neu_wpair-50000-15858,8,neu,delegating,dioxide
neu_wpair-50000-15859,9,neu,viking,precious
neu_wpair-50000-15860,0,neu,grandeur,gauve
neu_wpair-50000-15861,1,neu,resistant,meats
neu_wpair-50000-15862,2,neu,mortal,khan
neu_wpair-50000-15863,3,neu,illusion,requirements
neu_wpair-50000-15864,4,neu,doc,discussing
neu_wpair-50000-15865,5,neu,thesis,quarter
neu_wpair-50000-15866,6,neu,presided,rebs
neu_wpair-50000-15867,7,neu,lawyer,informative
neu_wpair-50000-15868,8,neu,ornamented,incompetent
neu_wpair-50000-15869,9,neu,therapy,veteran
neu_wpair-50000-15870,0,neu,evaluating,muffler
neu_wpair-50000-15871,1,neu,format,shortages
neu_wpair-50000-15872,2,neu,steeple,27
neu_wpair-50000-15873,3,neu,stonework,bungalows
neu_wpair-50000-15874,4,neu,shores,joyce
neu_wpair-50000-15875,5,neu,cod,means
neu_wpair-50000-15876,6,neu,schumer,disturbing
neu_wpair-50000-15877,7,neu,rolling,permissible
neu_wpair-50000-15878,8,neu,logic,encouraged
neu_wpair-50000-15879,9,neu,minimum,wrapped
neu_wpair-50000-15880,0,neu,directly,undercover
neu_wpair-50000-15881,1,neu,subgroups,disks
neu_wpair-50000-15882,2,neu,discouraged,embargo
neu_wpair-50000-15883,3,neu,besar,mitzpe
neu_wpair-50000-15884,4,neu,kidder,arranging
neu_wpair-50000-15885,5,neu,1519,reviving
neu_wpair-50000-15886,6,neu,rolls,palladian
neu_wpair-50000-15887,7,neu,if,finland
neu_wpair-50000-15888,8,neu,sha,emphasizes
neu_wpair-50000-15889,9,neu,curve,infested
neu_wpair-50000-15890,0,neu,meaning,administering
neu_wpair-50000-15891,1,neu,absorption,emissions
neu_wpair-50000-15892,2,neu,archaic,retreat
neu_wpair-50000-15893,3,neu,discrepancies,merrion
neu_wpair-50000-15894,4,neu,bedesten,overboard
neu_wpair-50000-15895,5,neu,crooks,switching
neu_wpair-50000-15896,6,neu,catering,cooling
neu_wpair-50000-15897,7,neu,capita,railways
neu_wpair-50000-15898,8,neu,vomited,ballsbridge
neu_wpair-50000-15899,9,neu,union,hum
neu_wpair-50000-15900,0,neu,hyde,barro
neu_wpair-50000-15901,1,neu,casualty,didion
neu_wpair-50000-15902,2,neu,haute,garnier
neu_wpair-50000-15903,3,neu,maintained,cantonese
neu_wpair-50000-15904,4,neu,worsened,stairways
neu_wpair-50000-15905,5,neu,duly,enriched
neu_wpair-50000-15906,6,neu,selects,measure
neu_wpair-50000-15907,7,neu,wolfe,alexandria
neu_wpair-50000-15908,8,neu,exposures,pioneers
neu_wpair-50000-15909,9,neu,contributed,rennie
neu_wpair-50000-15910,0,neu,staging,slide
neu_wpair-50000-15911,1,neu,bustling,appetite
neu_wpair-50000-15912,2,neu,distribute,monastic
neu_wpair-50000-15913,3,neu,revealed,delayed
neu_wpair-50000-15914,4,neu,salle,visas
neu_wpair-50000-15915,5,neu,internal,funders
neu_wpair-50000-15916,6,neu,trulli,safire
neu_wpair-50000-15917,7,neu,format,azur
neu_wpair-50000-15918,8,neu,preparation,impairment
neu_wpair-50000-15919,9,neu,bologna,tone
neu_wpair-50000-15920,0,neu,knowledgeable,mitchell
neu_wpair-50000-15921,1,neu,job,motions
neu_wpair-50000-15922,2,neu,abe,onslaught
neu_wpair-50000-15923,3,neu,rooney,giza
neu_wpair-50000-15924,4,neu,mercedes,daycare
neu_wpair-50000-15925,5,neu,crocodile,elaborately
neu_wpair-50000-15926,6,neu,common,oblivious
neu_wpair-50000-15927,7,neu,disbursing,schooled
neu_wpair-50000-15928,8,neu,ply,gottlieb
neu_wpair-50000-15929,9,neu,starved,oxides
neu_wpair-50000-15930,0,neu,requires,impending
neu_wpair-50000-15931,1,neu,trace,announced
neu_wpair-50000-15932,2,neu,strangers,taxpayer
neu_wpair-50000-15933,3,neu,alfama,poultry
neu_wpair-50000-15934,4,neu,technologically,wallpaper
neu_wpair-50000-15935,5,neu,scheduling,independence
neu_wpair-50000-15936,6,neu,polish,sikhs
neu_wpair-50000-15937,7,neu,roots,teenager
neu_wpair-50000-15938,8,neu,gaming,wishing
neu_wpair-50000-15939,9,neu,correspondence,esthonia
neu_wpair-50000-15940,0,neu,712,eleanor
neu_wpair-50000-15941,1,neu,talked,recording
neu_wpair-50000-15942,2,neu,leonardo,kayaking
neu_wpair-50000-15943,3,neu,slab,calle
neu_wpair-50000-15944,4,neu,devise,chariot
neu_wpair-50000-15945,5,neu,provocative,embarrassed
neu_wpair-50000-15946,6,neu,whitney,staged
neu_wpair-50000-15947,7,neu,inventive,seas
neu_wpair-50000-15948,8,neu,167,branded
neu_wpair-50000-15949,9,neu,lakers,fridge
neu_wpair-50000-15950,0,neu,rugged,saturn
neu_wpair-50000-15951,1,neu,problem,fpas
neu_wpair-50000-15952,2,neu,paints,dazed
neu_wpair-50000-15953,3,neu,holden,consists
neu_wpair-50000-15954,4,neu,destiny,fit
neu_wpair-50000-15955,5,neu,youngest,poland
neu_wpair-50000-15956,6,neu,gutenberg,wal
neu_wpair-50000-15957,7,neu,announcements,transporting
neu_wpair-50000-15958,8,neu,sidebar,millennia
neu_wpair-50000-15959,9,neu,lake,reputedly
neu_wpair-50000-15960,0,neu,aurangzeb,sexually
neu_wpair-50000-15961,1,neu,showroom,organizing
neu_wpair-50000-15962,2,neu,radios,redone
neu_wpair-50000-15963,3,neu,ornamented,apartments
neu_wpair-50000-15964,4,neu,persona,combining
neu_wpair-50000-15965,5,neu,fuck,vernon
neu_wpair-50000-15966,6,neu,crafts,recalls
neu_wpair-50000-15967,7,neu,wjc,counter
neu_wpair-50000-15968,8,neu,vulnerabilities,cellar
neu_wpair-50000-15969,9,neu,destroyed,did
neu_wpair-50000-15970,0,neu,immature,extravaganza
neu_wpair-50000-15971,1,neu,disagrees,evoked
neu_wpair-50000-15972,2,neu,designate,battles
neu_wpair-50000-15973,3,neu,prosecuted,lopez
neu_wpair-50000-15974,4,neu,muster,legendary
neu_wpair-50000-15975,5,neu,royalties,scenes
neu_wpair-50000-15976,6,neu,happy,1931
neu_wpair-50000-15977,7,neu,category,budgets
neu_wpair-50000-15978,8,neu,kirby,advertisers
neu_wpair-50000-15979,9,neu,inputs,admissions
neu_wpair-50000-15980,0,neu,inhospitable,progressing
neu_wpair-50000-15981,1,neu,11am,savoie
neu_wpair-50000-15982,2,neu,press,sprang
neu_wpair-50000-15983,3,neu,fervor,sanction
neu_wpair-50000-15984,4,neu,hospitalization,macroeconomics
neu_wpair-50000-15985,5,neu,conscious,borne
neu_wpair-50000-15986,6,neu,kaufman,objected
neu_wpair-50000-15987,7,neu,gear,burma
neu_wpair-50000-15988,8,neu,harvested,spill
neu_wpair-50000-15989,9,neu,give,hilly
neu_wpair-50000-15990,0,neu,themed,a2
neu_wpair-50000-15991,1,neu,tibetan,fella
neu_wpair-50000-15992,2,neu,ricky,plummeted
neu_wpair-50000-15993,3,neu,genres,elicit
neu_wpair-50000-15994,4,neu,bartolome,hamilcar
neu_wpair-50000-15995,5,neu,fiction,booster
neu_wpair-50000-15996,6,neu,parliament,pure
neu_wpair-50000-15997,7,neu,sole,emblem
neu_wpair-50000-15998,8,neu,30pm,flops
neu_wpair-50000-15999,9,neu,subjective,ambassadors
neu_wpair-50000-16000,0,neu,brutally,sprung
neu_wpair-50000-16001,1,neu,serbia,mouth
neu_wpair-50000-16002,2,neu,stranded,definite
neu_wpair-50000-16003,3,neu,haul,nil
neu_wpair-50000-16004,4,neu,biology,badge
neu_wpair-50000-16005,5,neu,fundamentals,latinos
neu_wpair-50000-16006,6,neu,explored,attendance
neu_wpair-50000-16007,7,neu,whore,consulate
neu_wpair-50000-16008,8,neu,component,quieter
neu_wpair-50000-16009,9,neu,steady,vehicle
neu_wpair-50000-16010,0,neu,seals,writers
neu_wpair-50000-16011,1,neu,spying,serbian
neu_wpair-50000-16012,2,neu,unsatisfactory,chooses
neu_wpair-50000-16013,3,neu,brothers,duly
neu_wpair-50000-16014,4,neu,decade,dyson
neu_wpair-50000-16015,5,neu,rode,patriotic
neu_wpair-50000-16016,6,neu,rh,smoothed
neu_wpair-50000-16017,7,neu,oddly,rewarded
neu_wpair-50000-16018,8,neu,destined,bell
neu_wpair-50000-16019,9,neu,float,hide
neu_wpair-50000-16020,0,neu,extracurricular,reproductive
neu_wpair-50000-16021,1,neu,entrusted,chopped
neu_wpair-50000-16022,2,neu,receives,chew
neu_wpair-50000-16023,3,neu,trustees,conjuring
neu_wpair-50000-16024,4,neu,punished,destiny
neu_wpair-50000-16025,5,neu,enthusiastic,consistently
neu_wpair-50000-16026,6,neu,regulation,aside
neu_wpair-50000-16027,7,neu,waitin,202
neu_wpair-50000-16028,8,neu,doubling,temple
neu_wpair-50000-16029,9,neu,1872,173
neu_wpair-50000-16030,0,neu,rivers,record
neu_wpair-50000-16031,1,neu,scottish,about
neu_wpair-50000-16032,2,neu,fading,ought
neu_wpair-50000-16033,3,neu,lyndon,meals
neu_wpair-50000-16034,4,neu,reincarnation,google
neu_wpair-50000-16035,5,neu,maker,mouths
neu_wpair-50000-16036,6,neu,scrutinized,back
neu_wpair-50000-16037,7,neu,guy,displayed
neu_wpair-50000-16038,8,neu,zeal,1000
neu_wpair-50000-16039,9,neu,sliding,bazaar
neu_wpair-50000-16040,0,neu,noble,penal
neu_wpair-50000-16041,1,neu,erisa,essentially
neu_wpair-50000-16042,2,neu,purposely,lojack
neu_wpair-50000-16043,3,neu,arrive,wonders
neu_wpair-50000-16044,4,neu,couple,spite
neu_wpair-50000-16045,5,neu,promenade,spices
neu_wpair-50000-16046,6,neu,ltcm,passive
neu_wpair-50000-16047,7,neu,fertile,animated
neu_wpair-50000-16048,8,neu,1962,princess
neu_wpair-50000-16049,9,neu,tied,poo
neu_wpair-50000-16050,0,neu,zero,platoon
neu_wpair-50000-16051,1,neu,palestinians,supervisors
neu_wpair-50000-16052,2,neu,rents,liters
neu_wpair-50000-16053,3,neu,opposition,grimace
neu_wpair-50000-16054,4,neu,assures,postcard
neu_wpair-50000-16055,5,neu,hands,finger
neu_wpair-50000-16056,6,neu,showing,preoccupied
neu_wpair-50000-16057,7,neu,introduces,dom
neu_wpair-50000-16058,8,neu,agenda,passenger
neu_wpair-50000-16059,9,neu,spectator,strikingly
neu_wpair-50000-16060,0,neu,cursing,frenchman
neu_wpair-50000-16061,1,neu,langdale,malls
neu_wpair-50000-16062,2,neu,seventy,complaints
neu_wpair-50000-16063,3,neu,equivalent,represented
neu_wpair-50000-16064,4,neu,foster,sagittarius
neu_wpair-50000-16065,5,neu,south,bookshops
neu_wpair-50000-16066,6,neu,heater,rained
neu_wpair-50000-16067,7,neu,grunt,exit
neu_wpair-50000-16068,8,neu,bork,gear
neu_wpair-50000-16069,9,neu,frederick,emerald
neu_wpair-50000-16070,0,neu,blow,etc
neu_wpair-50000-16071,1,neu,petra,infancy
neu_wpair-50000-16072,2,neu,wink,weary
neu_wpair-50000-16073,3,neu,feb,hud
neu_wpair-50000-16074,4,neu,disturbing,thirteen
neu_wpair-50000-16075,5,neu,finnegan,domino
neu_wpair-50000-16076,6,neu,weaving,stopped
neu_wpair-50000-16077,7,neu,guillaume,hilarious
neu_wpair-50000-16078,8,neu,durable,screened
neu_wpair-50000-16079,9,neu,rats,waco
neu_wpair-50000-16080,0,neu,biking,attendees
neu_wpair-50000-16081,1,neu,dispatch,seeker
neu_wpair-50000-16082,2,neu,darwinian,fwi
neu_wpair-50000-16083,3,neu,nineteenth,depression
neu_wpair-50000-16084,4,neu,oxford,death
neu_wpair-50000-16085,5,neu,pittsburgh,strung
neu_wpair-50000-16086,6,neu,goodbye,pennies
