id,fold,topic,label,text1,text2
wiqa-574-12-p,6,dishwasher,else,more dishes being cleaned,The letter stays inside the envelope
wiqa-1856-13-p,7,dishwasher,else,more force available,LESS rust forming
wiqa-1212-8-p,8,plant crops,else,less seeds are sown into the ground,MORE sugar and oxygen being produced
wiqa-650-7-p,9,kidney,else,kidney filters the blood,more heat is trapped in the atmosphere
wiqa-448-0-p,0,perspiration,else,it is hot outside,more eggs are hatched
wiqa-262-6-p,1,sedimentary rock,else,More minerals in the rocks had dissolved,MORE oil arriving at gas stations
wiqa-595-0-p,2,dishwasher,else,The pipes are clean,more caterpillar eats and grows
wiqa-1414-1-p,3,lungs,else,pure oxygen is breathed for medical purposes,adult frog lays egg into water
wiqa-1217-3-p,4,volcanic eruption,else,the magma levels underground are low,a STRONGER electromagnet
wiqa-1549-0-p,5,bird's nest,else,less leaves fall on the ground,more energy storage
wiqa-841-4-p,6,auditory,else,cochlea vibrates more,MORE rabbits
wiqa-1408-0-p,7,oil heating,else,the temperature varies often very close to the temperature the thermostat is set for,less pressure pushes up inside the volcano
wiqa-254-8-p,8,sedimentary rock,else,the sediments become cemented together,less acid rain enters the atmosphere
wiqa-1789-8-p,9,rain,else,less water condenses,less air enters the lungs
wiqa-478-7-p,0,human,else,people choose to remain celibate,the water will release free oxygen
wiqa-486-10-p,1,blood,else,toxins get eliminated,the bees make more hexagonal cylinders
wiqa-719-12-p,2,oil heating,else,less heat for the house,LESS recyling
wiqa-1128-9-p,3,virus,else,less virus enter cell,the remains decompose less
wiqa-1348-4-p,4,plant crops,else,more seeds aren't fertilized,"The inner ear bones move more, more information reaches the cochlea"
wiqa-1955-1-p,5,the greenhouse effect,else,the population increases and more human activity occurs,MORE butterflies
wiqa-824-6-p,6,human,else,less women available,MORE bad effects of pollution
wiqa-1382-7-p,7,acid rain,else,less acidic rain created,there are more adult frogs
wiqa-362-9-p,8,coal-powered electricity,else,more heat generated,LESS or SMALLER caverns
wiqa-1571-1-p,9,erosion by ocean,else,the tide recedes,MORE/LARGER caverns
wiqa-1110-1-p,0,liver,else,the person drinks a lot of water,more food is being eaten
wiqa-1874-4-p,1,recycling,else,more items are collected,pressure is builds up in lava chamber
wiqa-229-11-p,2,rain,else,there is no sun out,LESS pancakes
wiqa-796-5-p,3,white dwarf,else,the star is larger,more plants decay in the sediment
wiqa-2029-7-p,4,hibernation,else,less digestion,HELPING the dishwasher to clean better
wiqa-346-1-p,5,plant crops,else,the irrigation system is kept in good condition,less writing utensils available
wiqa-2088-11-p,6,coal-powered electricity,else,less heat connected to boiler,My carbon dioxide stops
wiqa-15-0-p,7,lungs,else,a breathing tube is inserted into the lungs,a GREATER volcanic eruption
wiqa-2013-10-p,8,bird,else,Females will not hatch more chicks,LESS fish
wiqa-483-5-p,9,rabbit,else,female rabbits becomes pregnant,there is less money for environmental issues
wiqa-185-4-p,0,volcano,else,the volcano has less pressure,more owls track rodents
wiqa-1175-12-p,1,recycling,else,more items to breakdown into small parts,HURTING the DNA to replicate properly
wiqa-56-4-p,2,oxygen,else,more hemoglobin in blood,MORE plants
wiqa-1674-6-p,3,mountain,else,less tectonic plate movement,more force is exerted
wiqa-50-1-p,4,acid rain,else,less rainwater carrying chemicals,the pancreas working SOFTER
wiqa-903-14-p,5,igneous rock,else,less magma exists,MORE erosion by the ocean
wiqa-872-12-p,6,liver,else,the blood hasn't been pumped to liver,less evaporating water is collected in the process
wiqa-2097-0-p,7,rain,else,the water is no able to condensate,more material becomes other products
wiqa-1669-4-p,8,photosynthesis,else,more chlorophyll absorbs the sun's energy,the inner core is smaller
wiqa-1804-10-p,9,kidney,else,less waste is expelled,it's easier for the post office
wiqa-1815-12-p,0,photosynthesis,else,the glucose levels go up,LESS or SLOWER weathering occurring
wiqa-305-5-p,1,echolocation,else,bats produce less tones,more water directed to plates
wiqa-17-8-p,2,lungs,else,the person may take deeper breaths,There will be much less impurity for the filter to catch
wiqa-990-4-p,3,snow,else,Less water droplets turn into ice crystals,oxygen in the air is absorbed
wiqa-1075-13-p,4,insulin,else,your body will have less energy,the pancreas working SOFTER
wiqa-120-5-p,5,mitosis,else,more centrioles separation,MORE minerals forming
wiqa-453-1-p,6,flashlight,else,the batteries are good,the sediment is located on more sloping slopes
wiqa-1332-1-p,7,volcano,else,there is more magma to cool,less bile is created
wiqa-1571-12-p,8,erosion by ocean,else,fewer rocks broken off of cliffs,MORE or LARGER caverns
wiqa-1560-0-p,9,plant,else,more seeds are planted in the spring,more rocks break from the pressure
wiqa-1922-7-p,0,pancake,else,using the right amount of milk,the liver having to work SOFTER
wiqa-1481-0-p,1,butterfly,else,less food available,MORE rain
wiqa-1040-13-p,2,global warming,else,more heat occurs,blood is filtered through liver
wiqa-455-3-p,3,frog,else,there is good food supply for frogs,less food production occurs
wiqa-908-10-p,4,seed dispersal,else,seeds will be taken less far,less light will make its way to planets
wiqa-1544-11-p,5,butterfly,else,more caterpillars  will emerge,MORE or FASTER weathering occurring
wiqa-2049-2-p,6,frog,else,I usually see plenty of frogs,MORE sound being detected
wiqa-542-13-p,7,bee hive,else,there are fewer bees,there are fewer miners
wiqa-2103-5-p,8,gasoline,else,More oil is pumped from the ground,more proteins available
wiqa-20-1-p,9,echolocation,else,the cave is cold,more air travels to the windpipe
wiqa-1927-10-p,0,pancake,else,the pancakes might be unpalatable,the water heats more slowly
wiqa-90-4-p,1,acid rain,else,coal mines are closed,less moisture is released from pores
wiqa-1334-13-p,2,volcano,else,Less pressure occurs,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-1165-8-p,3,fish,else,more fry become adult,LESS or SMALLER nests
wiqa-693-6-p,4,rain,else,less water in the air forms a cloud,there is no movement under the surface
wiqa-47-7-p,5,skateboard,else,the skateboard slows down,MORE igneous rock forming
wiqa-1613-8-p,6,tree rings,else,the rings are already formed,Trucks deliver oil and puts them in the holding tank
wiqa-270-3-p,7,lungs,else,production of air is increased by plants and trees,a person eats more regularly and consistently
wiqa-1086-2-p,8,gasoline,else,more oil is discovered,LESS plants
wiqa-346-7-p,9,plant crops,else,an irriagation system is set up,MORE power produced by the steam engine
wiqa-1651-1-p,0,water,else,during Winter,MORE proteins being synthesized
wiqa-1066-1-p,1,mineral,else,there is not much pressure in the volcano so less magma rises,more oxygen for blood vessels
wiqa-55-14-p,2,oxygen,else,more oxygen transported by hemoglobin,the infected bacteria spreads to a person
wiqa-654-3-p,3,auditory,else,the ears are less protected,more air is pulled into the lungs
wiqa-1332-9-p,4,volcano,else,less pressure is created,less wax will be stored
wiqa-1929-2-p,5,insulin,else,blood sugar drops lower,more tadpoles hatch
wiqa-1738-2-p,6,blood,else,the liver is not funtcioning correctly,less oxygen in bloodstream occurs
wiqa-2104-11-p,7,gasoline,else,less oil is pumped,the egg will be quickly fertilized
wiqa-1875-7-p,8,recycling,else,more items re collected,less pollen falls off the bee
wiqa-1877-10-p,9,recycling,else,more items can't be collected,the wound will heal faster
wiqa-1666-2-p,0,photosynthesis,else,more sunny days,MORE seed dispersal
wiqa-2106-11-p,1,gasoline,else,less oil sent to truck,if precipitations increase
wiqa-190-11-p,2,volcano,else,there will be more magma pushed upwards,pen goes to paper
wiqa-96-10-p,3,oil heating,else,oil travels from tank,not as much oxygen is transferred to red blood cells
wiqa-1188-5-p,4,fossilization,else,more animals die in the water,more turned into aluminum
wiqa-4-10-p,5,mineral,else,there will be fewer crystals formed,more seeds are carried by the wind
wiqa-1182-9-p,6,gasoline,else,more gasline can be loaded onto trucks,more insulin is released into the body
wiqa-576-5-p,7,dishwasher,else,less soap is used,a GREATER greenhouse effect
wiqa-709-5-p,8,electromagnet,else,more electric current,More nectar is available to the bees
wiqa-2028-0-p,9,hibernation,else,during Marathon,LARGER mountains
wiqa-386-4-p,0,boil,else,more bubbles in water,more frogs lay eggs
wiqa-641-3-p,1,coffee,else,a coffee filter is newer and not used,MORE power being generated by the engine
wiqa-254-9-p,2,sedimentary rock,else,a big rock forms,MORE/MORE POWERFUL lightning
wiqa-453-11-p,3,flashlight,else,bright beam of light,increased eating
wiqa-1931-3-p,4,insulin,else,less blood sugar,the star is larger
wiqa-1287-13-p,5,lungs,else,More oxygen gets taken in,MORE fossils forming
wiqa-2104-4-p,6,gasoline,else,more oil is discovered,LESS global warming
wiqa-639-10-p,7,pancake,else,less pancakes cooked,there is no lava in the chamber
wiqa-496-8-p,8,kidney,else,there are no solids to be filtered,HELPING the dishwasher to clean better
wiqa-530-13-p,9,greenhouse gases,else,there are fewer petrol run cars,MORE snow
wiqa-77-0-p,0,lung,else,there air is not breathable,HURTING the squirrels to survive winter
wiqa-1577-7-p,1,erosion by ocean,else,it is less windy,more water drops form
wiqa-2024-11-p,2,hibernation,else,the animal's heart rate does not get slower,windpipe is blocked
wiqa-444-11-p,3,perspiration,else,more cooling occurs,more acid rain falls
wiqa-1739-8-p,4,blood,else,less salts,water heats more
wiqa-227-3-p,5,rain,else,more water in the environment,MORE/FASTER weathering occurring
wiqa-459-3-p,6,frog,else,more tadpoles develop in eggs,less waste being removed from the body
wiqa-162-5-p,7,launching a satelite,else,no date is set to launch the rocket,more eggs hatch to form caterpillars
wiqa-2016-0-p,8,bird,else,less forests in the environment,there will be weaker earthquakes
wiqa-1963-13-p,9,fires affecting animals,else,more animals die from smoke inhalation,you breathe in more air
wiqa-1757-13-p,0,pollination,else,Seeds will stick to more bees,LESS sound being detected
wiqa-787-14-p,1,fossilization,else,fewer animals are covered by sediment,MORE power produced by the steam engine
wiqa-703-8-p,2,sewing machine,else,the motor works at a constant rate,MORE food being digested
wiqa-1195-8-p,3,rock cycle,else,there are more rock variable,Less energy and neutrons are released
wiqa-1992-13-p,4,oil,else,there will be more matter on the sea floor,more children become teenagers
wiqa-1866-12-p,5,virus,else,less cells being damaged,LESS flowers being pollinated
wiqa-280-12-p,6,recycling,else,less aluminum cans being recycled,LESS SEVERE disease occurring
wiqa-1090-6-p,7,igneous rock,else,more magma changes in temperature,LESS electricity being generated
wiqa-906-12-p,8,seed dispersal,else,more seeds get caught in the fur of animals,materials recycled into a new substance
wiqa-1154-9-p,9,lungs,else,more oxygen gets to the bloodstream,MORE seed dispersal
wiqa-737-14-p,0,ice cubes,else,the water will not freeze,there will be less water on earth
wiqa-295-14-p,1,sewing machine,else,less electricity will power machine,less power available
wiqa-1365-0-p,2,dishwasher,else,there are more people,you wll have deeper breaths
wiqa-82-4-p,3,pancreas,else,a person drinks less than they should,less items make it to the recycling plant
wiqa-1305-1-p,4,pumpkin,else,less farmers growing pumpkins,WEAKER echolocation
wiqa-798-3-p,5,white dwarf,else,Less dense material formed the solar system,If oil production increases in the refinery
wiqa-749-9-p,6,coal-powered electricity,else,the water will heat more quickly,MORE sedimentary rock forming
wiqa-865-8-p,7,transport,else,if the pulverizer is working properly,a SMALLER greenhouse effect
wiqa-329-11-p,8,weathering,else,less erosion occurs,a BIGGER cake
wiqa-943-11-p,9,human,else,less woman gives birth to a baby,there is not as much wind
wiqa-1076-2-p,0,insulin,else,during lunch,you get less sleep than you need
wiqa-609-2-p,1,DNA replication,else,There is no human body,MORE electricity being produced
wiqa-1710-9-p,2,mitosis,else,Zygote is healthy,less glucose and oxygen are created
wiqa-248-13-p,3,snow,else,more ice crystals get heavy,MORE cells being damaged
wiqa-1662-8-p,4,rabbit,else,the rabbit population is healthy,The wind and water pick up less sediment
wiqa-960-11-p,5,breathing,else,less oxygen in bloodstream occurs,more droppings
wiqa-1070-7-p,6,mineral,else,atoms condense less,LESS vegetables
wiqa-687-11-p,7,lungs,else,a person will feel light headed,a person's breath becomes more shallow
wiqa-516-7-p,8,butterfly,else,less larvae grow,HURTING the letter to be mailed
wiqa-1219-6-p,9,volcanic eruption,else,pressure under the magma builds up,bark is thickened on the tree rings
wiqa-1623-5-p,0,earthquake,else,more stress is released,MORE clouds forming
wiqa-1069-13-p,1,mineral,else,The amount of minerals increases,bubbles take longer to form
wiqa-1941-10-p,2,fish,else,fewer eggs hatch,MORE coal arriving at the power station
wiqa-104-8-p,3,plant,else,there will be more seeds that fall,less tadpoles grow into young frogs
wiqa-838-11-p,4,auditory,else,the cochlea vibrates more,low water levels in the body
wiqa-1157-13-p,5,fires affecting animals,else,there are fewer fires,less oxygen exits through leaves
wiqa-1295-10-p,6,virus,else,there will be less energy for the virus,MORE POWERFUL hurricanes
wiqa-944-13-p,7,human,else,fertilized egg grows into a fetus,LESS oil arriving at gas stations
wiqa-1927-4-p,8,pancake,else,less salt is used,waste gets eliminated
wiqa-747-9-p,9,recycling,else,less is turned into molten aluminum,LESS wine being produced
wiqa-167-3-p,0,coal power plant,else,the pits are closed,HELPING the letter to be mailed
wiqa-2030-13-p,1,mineral,else,crystals form inside chamber,MORE trees
wiqa-1205-12-p,2,insulin,else,less fat cells,more magma solidifies
wiqa-485-10-p,3,blood,else,waste wont be separated,more air enters the bronchial tissue
wiqa-1703-14-p,4,writing and posting a letter,else,you put more stamps on the front,LESS damage by acid rain
wiqa-2019-9-p,5,sediment,else,more movement along the sloping surface,less magma rises from the earth
wiqa-1889-14-p,6,desalination,else,less water becomes a gas,MORE seed dispersal
wiqa-1517-6-p,7,radioactive atoms,else,more atoms split,Owls sit quietly over the forest
wiqa-384-11-p,8,boil,else,water will boil faster,less rockets are filled with fuel
wiqa-1947-6-p,9,protein synthesis,else,more bases,body performs more angiogenesis
wiqa-1927-0-p,0,pancake,else,someone likes very salty food,less seeds are present
wiqa-366-8-p,1,wind electricity,else,night will fall and wind will not pass as much,more erythrocytes pumped through body
wiqa-1917-11-p,2,pollination,else,fewer bees will reach flowers,lots more people request the flight
wiqa-343-11-p,3,plant crops,else,there will be fewer plants,MORE ice cubes being made
wiqa-1646-3-p,4,mushroom,else,there is a blight on mushrooms,less receptors take over and reproduce
wiqa-786-9-p,5,fossilization,else,fewer animals will be covered in sediment,less oxygen transfers to blood
wiqa-874-0-p,6,acid rain,else,there is more pollution,LESS food being digested
wiqa-1318-3-p,7,cavern,else,more limestone formed,higher temperature used
wiqa-959-1-p,8,breathing,else,a person has an artificial heart,more of the fuel air mixture is injected into the burner
wiqa-1332-3-p,9,volcano,else,the outside temperature is more,MORE clouds forming
wiqa-1194-10-p,0,rock cycle,else,there are less crystals that form,less plants fall into the sediment
wiqa-1388-9-p,1,pancreas,else,the pancreas was removed,more waste is filtered through the kidneys
wiqa-1226-0-p,2,rust,else,the iron is in a dry area,LESS birds
wiqa-1969-11-p,3,auditory,else,The bones in the inner ear move less,LESS rabbits
wiqa-495-6-p,4,kidney,else,If more fluid enters the body,more dense clouds
wiqa-835-12-p,5,radioactive atoms,else,Less isotopes loses atomic particles,Meat production increase means damaging more plant life
wiqa-1715-3-p,6,ice cubes,else,the  freezer is more efficient,MORE solar power being generated
wiqa-1064-3-p,7,green plants,else,the sun is shining more on the plants,HURTING mitosis to proceed normally
wiqa-1788-5-p,8,rain,else,the clouds are less saturated,MORE damage by acid rain
wiqa-349-11-p,9,green plants,else,plants will absorb minerals through their root,LESS birds
wiqa-1093-4-p,0,igneous rock,else,less magma rises,LARGER mountains
wiqa-1783-14-p,1,the greenhouse effect,else,more gases are trapped in the atmosphere,MORE frogs
wiqa-1405-13-p,2,rabbit,else,rabbit feeds from its mother,If the wind speed increases
wiqa-1686-14-p,3,cloud,else,less water vapor forms,MORE minerals forming
wiqa-1784-13-p,4,the greenhouse effect,else,less gas is trapped,LARGER mountains
wiqa-739-5-p,5,ice cubes,else,you fill less trays with water,MORE frogs
wiqa-827-8-p,6,weathering,else,weather is cold enough to freeze water more often,Trucks deliver more oil
wiqa-1285-11-p,7,photosynthesis,else,less glucose available,coal miners will be made unemployed
wiqa-137-0-p,8,icberg,else,more glaciers form,compressing takes more time
wiqa-1525-13-p,9,water cycle,else,more water drops on the earth,Less plant acid is available to dissolve the rocks
wiqa-1944-4-p,0,fish,else,more larvae emerges,use less batter per pancake
wiqa-1271-3-p,1,respiration,else,there is more air needed,MORE plants
wiqa-1764-4-p,2,sediment,else,more water available,more warm water rises from the seas
wiqa-11-0-p,3,evaporation,else,during freezing temps,MORE rain
wiqa-555-13-p,4,oil,else,less remains liquefy,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-226-3-p,5,earthquake,else,cracks are smaller,the ribosome performs more translation
wiqa-801-0-p,6,white dwarf,else,there is more hydrogen in the star,LESS sugar and oxygen being produced
wiqa-164-11-p,7,launching a satelite,else,Costs of launch will be lowered,LESS mold forming on bread
wiqa-1428-4-p,8,steam engine,else,more water vailable,lava is unable to turn into crystal
wiqa-1400-8-p,9,plant,else,more plants grow,More eggs that are incubated will not hatch
wiqa-1312-6-p,0,bee hive,else,the bees do not eat as much,there is no water for the plant to absorb
wiqa-1738-9-p,1,blood,else,the liver will release more urea,less soapy water will spray onto the dishes
wiqa-1039-3-p,2,global warming,else,less carbon dioxide in the atmosphere,rain droplets are formed
wiqa-844-1-p,3,seed dispersal,else,no seeds were disbursed,There are no bats
wiqa-1872-1-p,4,lungs,else,a person is at a lower elevation,Water and spray soap won't reach all items
wiqa-1685-3-p,5,cloud,else,more water vapor condenses,a GREATER negative effect on animals
wiqa-189-5-p,6,volcano,else,more magma rises from deep in the earth,less protection from outside factors
wiqa-1674-1-p,7,mountain,else,more time passed achieved,a greater volume of water is present
wiqa-1547-6-p,8,bird's nest,else,"more leaves, mud, and spider webs are added",there are more factories
wiqa-236-8-p,9,volcanic eruption,else,the volcano has more pressure,LESS frogs
wiqa-447-10-p,0,perspiration,else,person will sweat more,LESS cells being damaged
wiqa-104-6-p,1,plant,else,less seeds falls to the ground,LESS body cooling occurring
wiqa-112-8-p,2,fires affecting animals,else,more animals survive,more aluminum cans are put in recycling bins
wiqa-660-2-p,3,writing and posting a letter,else,you need to write more letters,a STRONGER electromagnet
wiqa-6-12-p,4,mineral,else,more magma get cooled down,less bacteria enters the body
wiqa-1195-6-p,5,rock cycle,else,there is less magma created,More atoms split apart
wiqa-1496-2-p,6,liver,else,blood needs more cleaning,MORE damage by acid rain
wiqa-600-5-p,7,mushroom,else,more spores fall to the ground,more immune system and bacteria react
wiqa-2026-0-p,8,hibernation,else,less food is available,there is less nectar
wiqa-552-8-p,9,oil,else,more remains are liquified,less food reaches the stomach
wiqa-979-13-p,0,dishwasher,else,more water drains out,LESS electricity being produced
wiqa-156-12-p,1,squirrel,else,squirrels need more food,more sweet occurs
wiqa-1264-3-p,2,kidney,else,you eat less,less magma gets to the surface
wiqa-2089-6-p,3,coal-powered electricity,else,more water turned to steam,MORE oxygen being brought to the body
wiqa-1235-0-p,4,respiration,else,more pollution occurs,MORE cells being damaged
wiqa-531-13-p,5,greenhouse gases,else,more carbon dioxide is expelled,less acid in the rain
wiqa-209-6-p,6,valley,else,there is more precipitation in the area,less coal to burn
wiqa-693-2-p,7,rain,else,less water vapor condenses,HURTING the sewing machine to work properly
wiqa-31-11-p,8,seed dispersal,else,more seeds will be eaten,rain droplets are formed inside cloud
wiqa-95-2-p,9,oil heating,else,oil travels from tank,there are fewer fires
wiqa-2025-10-p,0,hibernation,else,the animal's breathing rate does gets slower,blood is pumped to kidney
wiqa-732-14-p,1,coal heating,else,less coal mixes with hot air,there is less heat energy
wiqa-1084-8-p,2,gasoline,else,less oil refined,MORE fossils forming
wiqa-636-9-p,3,pancake,else,there will be more pancakes,air is inhaled through the lung
wiqa-138-7-p,4,icberg,else,less warming temperatures,HELPING the sewing machine to work properly
wiqa-274-6-p,5,lungs,else,less air enters the lungs,LESS birds
wiqa-1019-14-p,6,plant,else,root system is not deep enough,MORE forest formation
wiqa-1921-12-p,7,pollination,else,the pollen doesn't stick to the flower,LESS crops
wiqa-2002-6-p,8,transport,else,miners remove more coal from the mine,MORE POWERFUL hurricanes
wiqa-287-4-p,9,mold,else,the age of the bread increases,MORE recyling
wiqa-1782-5-p,0,the greenhouse effect,else,less gases trap the heat and energy,more alcohol is consumed and turned into waste
wiqa-331-3-p,1,weathering,else,the rocks are covered,a person's breathing is more shallow
wiqa-59-14-p,2,virus,else,more viruses are attached to a cell's surface,more glucose
wiqa-1162-12-p,3,fish,else,fewer fry become adult fish,MORE plants
wiqa-1100-7-p,4,pollution,else,less carbon dioxide occurs,MORE sediment being transported
wiqa-1731-5-p,5,writing and posting a letter,else,write more letters,place soil and water the seed
wiqa-1983-12-p,6,water cycle,else,the cycle becomes more strong,thermostat does not sense tempertaure dorp
wiqa-277-1-p,7,recycling,else,the government is disinterested,more water forms a stream
wiqa-1829-10-p,8,lung,else,the body receives more oxygen,more magma solidifies
wiqa-1968-6-p,9,auditory,else,Something makes a louder sound and makes stronger sound waves,more sulfur oxides are released
wiqa-1735-13-p,0,writing and posting a letter,else,pen goes to paper,MORE sugar and oxygen being produced
wiqa-1546-8-p,1,bird's nest,else,birds environment is too dangerous,more fog is created
wiqa-823-2-p,2,human,else,men and women are segregated,HELPING the animal to hibernate properly
wiqa-92-12-p,3,packing for vacation,else,you will be determine more what you need,MORE damage by acid rain
wiqa-974-7-p,4,weathering,else,More plants grow on the rocks,more steam is available
wiqa-1570-3-p,5,erosion by ocean,else,more strong winds,less coal is mined
wiqa-706-4-p,6,electromagnet,else,a great amount of copper is used,a GREATER greenhouse effect
wiqa-1285-6-p,7,photosynthesis,else,more sunlight occurs,there will be less sediment
wiqa-848-9-p,8,seed dispersal,else,more plants with seeds,less sediment gets dumped into tributaries
wiqa-1388-6-p,9,pancreas,else,pancreas is removed from proteins,Less butterflies emerge from cocoons
wiqa-1304-7-p,0,butterfly,else,more eggs are produced,more absorption of aluminum from the soil
wiqa-1200-6-p,1,water,else,plant is placed in the ground with its roots,LESS SEVERE disease occurring
wiqa-1723-1-p,2,photosynthesis,else,less minerals in the soil,Bats produce a high-pitched tone
wiqa-128-11-p,3,eagle,else,The eagle swoops down,MORE aluminum cans being recycled
wiqa-1608-9-p,4,writing and posting a letter,else,there might be a delay in the letter,the prices of stamps increases
wiqa-157-9-p,5,rust,else,less iron dissolved,LESS clouds forming
wiqa-151-2-p,6,black hole,else,the universe shrinks,moisture is released from pores
wiqa-34-9-p,7,recycling,else,materials going to waste,LESS clouds forming
wiqa-1250-11-p,8,bacteria,else,more bacteria will spread,the ecosystem is less unbalanced
wiqa-995-3-p,9,kidney,else,the body filters urine,there is less amount of sediment created
wiqa-526-4-p,0,coal heating,else,less coal is used,less liver working occurs
wiqa-1343-5-p,1,plant,else,more fruit is produced,LESS recyling
wiqa-1693-6-p,2,bird,else,more birds find mates,more grapes crushed
wiqa-497-12-p,3,liver,else,less fat will be processed,Female rabbit goes full term in her pregnancy
wiqa-1334-0-p,4,volcano,else,there is a great deal of underground activity,MORE fossils forming
wiqa-862-2-p,5,transport,else,there are more coal fields,a smaller amount of water is heated
wiqa-1277-13-p,6,insulin,else,blood sugar levels decrease,a BIGGER cake
wiqa-952-13-p,7,desalination,else,more water reaches a zone already filled with water,LESS or SMALLER mushrooms
wiqa-1465-8-p,8,lungs,else,less trees available,MORE rain
wiqa-1769-1-p,9,lungs,else,a person is very ill,MORE regulation of blood sugar level being needed
wiqa-1-3-p,0,igneous rock,else,more lava rises,a SMALLER white dwarf star
wiqa-190-6-p,1,volcano,else,less magma rises from the earth,roots absorb more water and minerals
wiqa-1732-8-p,2,writing and posting a letter,else,put less letters into an envelope,more water evaporates
wiqa-244-6-p,3,earthquake,else,less rocks rub against each other,Their diaphram moves more
wiqa-725-14-p,4,bird,else,more birds learn to fly,LESS oxygen reaching the body
wiqa-1357-1-p,5,bee hive,else,the bees pass more nectar back and forth,a LARGER white dwarf star
wiqa-1779-1-p,6,the greenhouse effect,else,people heat homes with geothermal power,HURTING the flashlight to work properly
wiqa-1539-13-p,7,butterfly,else,more eggs hatch,more plants die
wiqa-1335-4-p,8,seed dispersal,else,more animals available,more cracks in rocks
wiqa-1166-2-p,9,fish,else,fish are healthy and not overcrowded,LESS sugar and oxygen being produced
wiqa-2082-2-p,0,mountain,else,there is a lot of tectonic activity,too little fertilizer is added
wiqa-1225-0-p,1,rust,else,there is no oxygen in the area,the water molecules slow down more quickly
wiqa-873-10-p,2,liver,else,the energy is no able to be used,there is less heat applied
wiqa-1317-7-p,3,cavern,else,there is more limestone,Sinus' are more inflammed
wiqa-1679-1-p,4,camping,else,you leave your food out more,people will be motivated
wiqa-149-6-p,5,black hole,else,the star burns more,HELPING owls to hunt at night
wiqa-1714-6-p,6,ice cubes,else,more water molecules,If the rain decreases
wiqa-484-4-p,7,rabbit,else,less rabbits mate,you develop more alcoholism
wiqa-1857-0-p,8,dishwasher,else,lesser area available,less gasoline is being produced at the refinery
wiqa-163-8-p,9,launching a satelite,else,widening the body of satellite,rivers and lakes get smaller
wiqa-21-9-p,0,echolocation,else,the bat will know its location,More radiation goes back into space
wiqa-486-14-p,1,blood,else,less blood is cleaned,food is broken down too small
wiqa-567-7-p,2,treating a cut,else,more blood clotting,fewer seeds are dropped off or deposited
wiqa-1733-2-p,3,writing and posting a letter,else,the letter is inserted in the envelope more tightly,You develop more chemical irritation in your kidneys
wiqa-282-3-p,4,stomach,else,person has medical disorder,MORE ice cubes being made
wiqa-1263-14-p,5,kidney,else,Kidney's will be able to process waste less effectively,Adding more rich compost to planting area
wiqa-2033-12-p,6,mineral,else,magma cools more slowly,MORE waste being removed from the body
wiqa-212-10-p,7,valley,else,less/smaller valleys being formed,less lava comes out of the volcano
wiqa-1641-14-p,8,mushroom,else,more Hyphae is created,there is less water that evaporates back into the atmosphere
wiqa-328-1-p,9,respiration,else,there are more trees,the turbine spins less quickly
wiqa-1255-4-p,0,perspiration,else,increased body's temperature,more sounds enter the persons ear
wiqa-395-6-p,1,acid rain,else,there are more industrialised countries,less body cooling occurs
wiqa-37-4-p,2,pollution,else,there are fewer factories,LESS plants
wiqa-1573-6-p,3,erosion by ocean,else,Ocean waves hit land with more energy,LESS aluminum cans being recycled
wiqa-1992-8-p,4,oil,else,less animals will die,more turbine spins
wiqa-1108-5-p,5,liver,else,more blood available,LESS or SMALLER eruptions
wiqa-1601-1-p,6,lung,else,carbon dioxide doesn't enter alveoli,MORE seed dispersal
wiqa-1116-7-p,7,oxygen,else,there are less red blood cells carry oxygen,more oil refined
wiqa-1449-11-p,8,frog,else,less eggs will hatch,the animal can fatten
wiqa-186-2-p,9,volcano,else,there is a large magma chamber that continues to feed the lava,cooler air rises
wiqa-83-1-p,0,steam engine,else,the coal is not useable,isotope turns to a more different element
wiqa-1908-3-p,1,volcano,else,a massive change in the crust has formed,LESS erosion by the ocean
wiqa-1576-1-p,2,erosion by ocean,else,the waves are blocked from reaching the coast,Kidneys produce urine after filtering the blood
wiqa-1398-0-p,3,plant,else,There is no rain,more Hyphae is created
wiqa-1895-10-p,4,butterfly,else,there will be more caterpillars,not growing plants on farms
wiqa-886-2-p,5,photosynthesis,else,there are more clouds,LESS damage by acid rain
wiqa-387-9-p,6,boil,else,less bubbles form,The person might feel light headed
wiqa-1576-5-p,7,erosion by ocean,else,more energy pushes the water and sediment,MORE food being digested
wiqa-793-4-p,8,mountain,else,plates move less often,LESS or LESS POWERFUL lightning
wiqa-1081-1-p,9,seed dispersal,else,there are more animals,more plant flowers
wiqa-1710-6-p,0,mitosis,else,Zygote is flawed,water and sediment are pushed into the coast more
wiqa-551-2-p,1,oil,else,there is an earthquake,a greater amount of water is heated
wiqa-2091-2-p,2,DNA replication,else,more body activity occurs,less nectar is gathered
wiqa-366-9-p,3,wind electricity,else,the spin shaft will turn less,more prey available
wiqa-1063-12-p,4,green plants,else,the glucose levels go down,there will be less matter on the sea floor
wiqa-1564-13-p,5,acid rain,else,more fish are killed,MORE erosion by the ocean
wiqa-948-8-p,6,human,else,the sperm meets the egg,a SMALLER negative effect on animals
wiqa-523-5-p,7,coal heating,else,coal is brought from a coal mine to a boiler,there is less petrol
