id,fold,rel,abbr,label,text1,text2
conet-230346,1,Causes,C,cause,cashing in,profit
conet-16802859,2,HasPrerequisite,HPre,precede,make reservations,eat in restaurant
conet-242290,3,Causes,C,cause,sitting quietly,thoughts clear
conet-243881,4,Causes,C,cause,talking,not listening
conet-231241,5,Causes,C,cause,convicting suspect for crime,innocent to jailed
conet-320994,6,CausesDesire,CD,cause,getting scored on,score home run
conet-16803466,7,HasPrerequisite,HPre,precede,discipline,exercising
conet-16816330,8,HasPrerequisite,HPre,precede,have poles,ski
conet-16810163,9,HasPrerequisite,HPre,precede,remain quiet and attentive,listen
conet-241540,0,Causes,C,cause,seeing band,hear music
conet-16814129,1,HasPrerequisite,HPre,precede,sit down with,read to children
conet-16808925,2,HasPrerequisite,HPre,precede,contact solicitors,institute civil action
conet-16816489,3,HasPrerequisite,HPre,precede,have cigars,smoke
conet-16806387,4,HasPrerequisite,HPre,precede,purchase ticket,go to movie
conet-245552,5,Causes,C,cause,working box office,getting paid
conet-238540,6,Causes,C,cause,making phone call,friendly communication
conet-239670,7,Causes,C,cause,playing game with friends,win game
conet-16815725,8,HasPrerequisite,HPre,precede,get agent,sell new book
conet-320724,9,CausesDesire,CD,cause,feeling cold,start flame or fire
conet-16812650,0,HasPrerequisite,HPre,precede,join orchestra,play harp
conet-319679,1,CausesDesire,CD,cause,black sabbath,play guitar
conet-320691,2,CausesDesire,CD,cause,favor,thank
conet-16818326,3,HasPrerequisite,HPre,precede,have tv and vcr,tape television show
conet-16807483,4,HasPrerequisite,HPre,precede,make sure have enough money,hang out at bar
conet-16798510,5,HasPrerequisite,HPre,precede,protect ears,attend rock concert
conet-320327,6,CausesDesire,CD,cause,desire to party,going out at night
conet-16804093,7,HasPrerequisite,HPre,precede,logic,finding information
conet-16797419,8,HasLastSubevent,HLS,precede,wash dirt from between toes,dry toes
conet-237977,9,Causes,C,cause,looking at clock,finding out time
conet-236061,0,Causes,C,cause,having conversation,getting new ideas
conet-16800364,1,HasPrerequisite,HPre,precede,strong,climb mountain
conet-16820595,2,HasPrerequisite,HPre,precede,prepare for,write story
conet-16794724,3,HasLastSubevent,HLS,precede,attend school,take test
conet-16805884,4,HasPrerequisite,HPre,precede,in play,go on stage
conet-16818116,5,HasPrerequisite,HPre,precede,tools for entering answers,taking examination
conet-321602,6,CausesDesire,CD,cause,interest,watch film
conet-16779467,7,HasFirstSubevent,HFS,precede,find beverage to drink,drink
conet-16813359,8,HasPrerequisite,HPre,precede,organising election,preparing for vote
conet-16803632,9,HasPrerequisite,HPre,precede,eat certain foods,fart
conet-235041,0,Causes,C,cause,going public,embarassment
conet-320555,1,CausesDesire,CD,cause,enjoying people,meet friend
conet-243117,2,Causes,C,cause,striking match,starting fire
conet-232982,3,Causes,C,cause,enjoying company of friends,relax
conet-242729,4,Causes,C,cause,standing up,ability to move
conet-16799364,5,HasPrerequisite,HPre,precede,go to farm market,buy fresh fruits and vegetables
conet-16796848,6,HasLastSubevent,HLS,precede,satisfy appetites with minimum effort,cook tv dinner
conet-16779008,7,HasFirstSubevent,HFS,precede,decide what to buy,buy
conet-229505,8,Causes,C,cause,bathing,skin to have less oil
conet-16796754,9,HasLastSubevent,HLS,precede,read newspaper,throw waay
conet-16810391,0,HasPrerequisite,HPre,precede,wash,look better
conet-16810482,1,HasPrerequisite,HPre,precede,eat less,lose weight
conet-16800432,2,HasPrerequisite,HPre,precede,go on walk,comfort friend
conet-319900,3,CausesDesire,CD,cause,children,view video
conet-16820288,4,HasPrerequisite,HPre,precede,learn how to play game,win baseball game
conet-16798529,5,HasPrerequisite,HPre,precede,get dressed,attend school
conet-16808289,6,HasPrerequisite,HPre,precede,imitate beatles,hear crowd go mad
conet-16781484,7,HasFirstSubevent,HFS,precede,agree to conditions,sign contract
conet-236249,8,Causes,C,cause,having heart attack,fear of death
conet-16819235,9,HasPrerequisite,HPre,precede,appreciation of art,visiting art gallery
conet-16805326,0,HasPrerequisite,HPre,precede,find outhat needs assistance,give assistance
conet-229558,1,Causes,C,cause,becoming more clean,less chance of getting diseased
conet-16813395,2,HasPrerequisite,HPre,precede,acting,pretending
conet-232469,3,Causes,C,cause,eating,decreasing hunger
conet-16814814,4,HasPrerequisite,HPre,precede,put on shoes,run
conet-16801374,5,HasPrerequisite,HPre,precede,step off curb,cross street
conet-16814820,6,HasPrerequisite,HPre,precede,stretches,run
conet-241548,7,Causes,C,cause,seeing band,patting foot with music
conet-319046,8,CausesDesire,CD,cause,advertisement for museum,see exhibits
conet-234290,9,Causes,C,cause,getting onto web,surfing internet
conet-16778937,0,HasFirstSubevent,HFS,precede,undress,become more clean
conet-16812356,1,HasPrerequisite,HPre,precede,now how to play,play baseball
conet-240617,2,Causes,C,cause,reading news,being informed about ongoings
conet-323393,3,CausesDesire,CD,cause,vexatious litigant,listen politely
conet-16779622,4,HasFirstSubevent,HFS,precede,pick up,examine thing
conet-16804712,5,HasPrerequisite,HPre,precede,drink water,get exercise
conet-16811463,6,HasPrerequisite,HPre,precede,keys,move car
conet-16815696,7,HasPrerequisite,HPre,precede,interest,seeing particular program
conet-230391,8,Causes,C,cause,celebrating,hangovers
conet-16807390,9,HasPrerequisite,HPre,precede,good soil and sunshine,growing vegetables
conet-240744,0,Causes,C,cause,reading too much,hurting eyes
conet-16805828,1,HasPrerequisite,HPre,precede,click on explorer,go on internet
conet-240047,2,Causes,C,cause,pleasing parents,content
conet-240356,3,Causes,C,cause,purchasing cellular phone,another product learning curve
conet-323347,4,CausesDesire,CD,cause,uncertainty,determine truth
conet-322838,5,CausesDesire,CD,cause,seeing feeling sad,entertain
conet-16795876,6,HasLastSubevent,HLS,precede,go to school,get degree
conet-16806917,7,HasPrerequisite,HPre,precede,little time,going jogging
conet-16815473,8,HasPrerequisite,HPre,precede,put tape in vcr,see movie
conet-16820197,9,HasPrerequisite,HPre,precede,have plant to water,water plant
conet-16806335,0,HasPrerequisite,HPre,precede,bring money,go to market
conet-16779831,1,HasFirstSubevent,HFS,precede,exercise,get in shape
conet-16811877,2,HasPrerequisite,HPre,precede,judgemental,pass sentence
conet-244692,3,Causes,C,cause,visiting other countries,jet lag
conet-16804749,4,HasPrerequisite,HPre,precede,excercise,get fit
conet-245397,5,Causes,C,cause,watering lawn,mud puddles
conet-16813661,6,HasPrerequisite,HPre,precede,strength,proving physical endurance
conet-16807765,7,HasPrerequisite,HPre,precede,make plan,have fun
conet-16807313,8,HasPrerequisite,HPre,precede,make grocery list,grocery shop
conet-238481,9,Causes,C,cause,making people laugh,happiness
conet-16818228,0,HasPrerequisite,HPre,precede,face,talk to
conet-16815795,1,HasPrerequisite,HPre,precede,know how to type,send e mail
conet-16817782,2,HasPrerequisite,HPre,precede,prepared,take exam
conet-16809143,3,HasPrerequisite,HPre,precede,eager,jump at chance
conet-238382,4,Causes,C,cause,making friends,comfortable communication
conet-237372,5,Causes,C,cause,kissing,like
conet-16803122,6,HasPrerequisite,HPre,precede,do in private,empty bladder
conet-229563,7,Causes,C,cause,becoming more clean,refreshing
conet-16818476,8,HasPrerequisite,HPre,precede,write book,tell many people about
conet-245555,9,Causes,C,cause,working box office,make change
conet-16820545,0,HasPrerequisite,HPre,precede,get computer,write program
conet-16800284,1,HasPrerequisite,HPre,precede,will,cleaning house
conet-319887,2,CausesDesire,CD,cause,cheese sauce,eat vegetables
conet-245342,3,Causes,C,cause,watching tv,get little dumber
conet-16815934,4,HasPrerequisite,HPre,precede,put cup down,set cup on table
conet-319707,5,CausesDesire,CD,cause,boredom,dream
conet-321407,6,CausesDesire,CD,cause,historical curiousity,see artifacts
conet-16811760,7,HasPrerequisite,HPre,precede,have good quality brushes,paint picture
conet-16808701,8,HasPrerequisite,HPre,precede,say hurts feelings,hurt else
conet-16808077,9,HasPrerequisite,HPre,precede,use water,have shower
conet-244343,0,Causes,C,cause,typing,words appear
conet-16820395,1,HasPrerequisite,HPre,precede,should put on mask,wrestle
conet-234696,2,Causes,C,cause,going for run,feeling refreshed
conet-16812413,3,HasPrerequisite,HPre,precede,mix first,play cards
conet-237351,4,Causes,C,cause,kissing,excitement
conet-16795002,5,HasLastSubevent,HLS,precede,communicate,speak
conet-240900,6,Causes,C,cause,remembering phone number,able to ring
conet-234771,7,Causes,C,cause,going for walk,give exercise
conet-240893,8,Causes,C,cause,remembering,smile
conet-16780737,9,HasFirstSubevent,HFS,precede,obtain colorful fabric scraps,make patchwork quilt
conet-237105,0,Causes,C,cause,jumping at chance,opportunity
conet-230595,1,Causes,C,cause,chopping firewood,having more wood to burn
conet-230239,2,Causes,C,cause,buying shirt,losing money
conet-242225,3,Causes,C,cause,sitting on chair,bending legs
conet-321544,4,CausesDesire,CD,cause,increased cash flow,sign contract
conet-320697,5,CausesDesire,CD,cause,fear,calculate things quickly
conet-16805297,6,HasPrerequisite,HPre,precede,setting alarm clock,getting up early
conet-239611,7,Causes,C,cause,playing game,spending time
conet-319941,8,CausesDesire,CD,cause,cold,light fire
conet-16801419,9,HasPrerequisite,HPre,precede,pay barber,cut hair
conet-16813111,0,HasPrerequisite,HPre,precede,following action,playing poker
conet-321480,1,CausesDesire,CD,cause,hunger,spend money
conet-16817933,2,HasPrerequisite,HPre,precede,swear,take oath
conet-16811587,3,HasPrerequisite,HPre,precede,get license,open business
conet-16818536,4,HasPrerequisite,HPre,precede,suspense,telling story
conet-233620,5,Causes,C,cause,flirting,anger
conet-321954,6,CausesDesire,CD,cause,low rates,buy house
conet-244602,7,Causes,C,cause,violence,death
conet-16810307,8,HasPrerequisite,HPre,precede,make bindle,live life of hobo
conet-245427,9,Causes,C,cause,watering plant,will grow
conet-229069,0,Causes,C,cause,adding up numbers,total
conet-16815442,1,HasPrerequisite,HPre,precede,think,see idea become reality
conet-16803942,2,HasPrerequisite,HPre,precede,search everywhere,find information
conet-16805549,3,HasPrerequisite,HPre,precede,shampoo hair,go for haircut
conet-16799560,4,HasPrerequisite,HPre,precede,go shopping,buy small
conet-319022,5,CausesDesire,CD,cause,ability to make music,play piano
conet-16820045,6,HasPrerequisite,HPre,precede,buy tv,watch tv
conet-321710,7,CausesDesire,CD,cause,lack of degree,attend school
conet-16803098,8,HasPrerequisite,HPre,precede,fork,eating noodles
conet-241260,9,Causes,C,cause,running in marathon,extreme exhaustion
conet-322640,0,CausesDesire,CD,cause,reading about exibit,visit museum
conet-16798711,1,HasPrerequisite,HPre,precede,fill bathtub with water,bathe
conet-16818438,2,HasPrerequisite,HPre,precede,caring attitude,teaching other people
conet-16807201,3,HasPrerequisite,HPre,precede,booze,going to restaurant
conet-16779130,4,HasFirstSubevent,HFS,precede,place in washing machine,clean clothes
conet-16802161,5,HasPrerequisite,HPre,precede,wearing socks,dressing nice
conet-240358,6,Causes,C,cause,purchasing cellular phone,bank balance to decrease
conet-16802154,7,HasPrerequisite,HPre,precede,nece clean clothes,dressing nice
conet-16809060,8,HasPrerequisite,HPre,precede,go to recruitment station,join army
conet-16795639,9,HasLastSubevent,HLS,precede,get physical activity,shower hopefully
conet-16814688,0,HasPrerequisite,HPre,precede,use legs,ride bicycle
conet-16796420,1,HasLastSubevent,HLS,precede,make shopping list,check with spouse
conet-245019,2,Causes,C,cause,walking on track edges,increased erosion
conet-241468,3,Causes,C,cause,seat,sit
conet-319204,4,CausesDesire,CD,cause,bad friends,play poker
conet-240912,5,Causes,C,cause,remembering phone number,happiness
conet-16818279,6,HasPrerequisite,HPre,precede,send away,talk with far away
conet-16800238,7,HasPrerequisite,HPre,precede,throw away trash and organize things,clean room
conet-242649,8,Causes,C,cause,stabbing to death,capital punishment
conet-242549,9,Causes,C,cause,socialising,active lifestyle
conet-16795709,0,HasLastSubevent,HLS,precede,go for swim,sweep water out of face
conet-236871,1,Causes,C,cause,improving image,people accept better
conet-245544,2,Causes,C,cause,working,work stress
conet-16801996,3,HasPrerequisite,HPre,precede,clear away clutter,do housework
conet-321945,4,CausesDesire,CD,cause,loving,kiss
conet-16802879,5,HasPrerequisite,HPre,precede,buy food,eat lunch
conet-244478,6,Causes,C,cause,using computer,slothfulness
conet-233442,7,Causes,C,cause,fighting enemy,winning
conet-16780328,8,HasFirstSubevent,HFS,precede,become emotionally overwhelmed,have nervous breakdown
conet-320392,9,CausesDesire,CD,cause,difficulty in affording housing,fight inflation
conet-16820165,0,HasPrerequisite,HPre,precede,glasses,watching tv
conet-16799168,1,HasPrerequisite,HPre,precede,work,building
conet-16810917,2,HasPrerequisite,HPre,precede,encourage potential,make grow
conet-240977,3,Causes,C,cause,resting,being late to work
conet-16810843,4,HasPrerequisite,HPre,precede,recycle garbage,make better world
conet-16810673,5,HasPrerequisite,HPre,precede,avoid being fatty,maintain good health
conet-245496,6,Causes,C,cause,winning baseball game,going to championship
conet-16795398,7,HasLastSubevent,HLS,precede,eat meal,have dessert
conet-229116,8,Causes,C,cause,agreeing with,acceptance
conet-16815676,9,HasPrerequisite,HPre,precede,patience,seeing movie
conet-16804605,0,HasPrerequisite,HPre,precede,take off clothes,get clean
conet-16806141,1,HasPrerequisite,HPre,precede,leave house,go to baseball game
conet-319469,2,CausesDesire,CD,cause,being in play,memorize
conet-16781262,3,HasFirstSubevent,HFS,precede,open umbrella,repair umbrella
conet-321383,4,CausesDesire,CD,cause,heat,bathe
conet-16780923,5,HasFirstSubevent,HFS,precede,choose position,play baseball
conet-320658,6,CausesDesire,CD,cause,falling in mud,become more clean
conet-16799967,7,HasPrerequisite,HPre,precede,know first aid,check vital signs
conet-16808754,8,HasPrerequisite,HPre,precede,knowing subject,illustrating point
conet-16812315,9,HasPrerequisite,HPre,precede,go to baseball diamond,play ball
conet-16798794,0,HasPrerequisite,HPre,precede,wash,become more clean
conet-16801168,1,HasPrerequisite,HPre,precede,take shower,cool off
conet-16812441,2,HasPrerequisite,HPre,precede,learn chess,play chess
conet-321117,3,CausesDesire,CD,cause,good snow,sleigh ride
conet-16804787,4,HasPrerequisite,HPre,precede,study in depth,get good grade
conet-16804899,5,HasPrerequisite,HPre,precede,hire agent,get job
conet-16800882,6,HasPrerequisite,HPre,precede,know strengths,conquer opponent
conet-319096,7,CausesDesire,CD,cause,american eating habits,eat quickly
conet-16812629,8,HasPrerequisite,HPre,precede,take music lessons,play guitar
conet-244592,9,Causes,C,cause,viewing video,popcorn
conet-245662,0,Causes,C,cause,writing poem,emotional experience
conet-16819462,1,HasPrerequisite,HPre,precede,patient,wait turn
conet-16797086,2,HasLastSubevent,HLS,precede,stop bicycle,get off
conet-16802646,3,HasPrerequisite,HPre,precede,aquire cookie,eat cookie
conet-16805173,4,HasPrerequisite,HPre,precede,negotiation,getting contract
conet-230842,5,Causes,C,cause,comforting friend,compassion
conet-16809196,6,HasPrerequisite,HPre,precede,do,jump rope
conet-242474,7,Causes,C,cause,smoking,smell bad
conet-240463,8,Causes,C,cause,reaching impasse,choose way after
conet-233938,9,Causes,C,cause,getting cold,discomfort
conet-231011,0,Causes,C,cause,competing,adrenaline rush
conet-16813520,1,HasPrerequisite,HPre,precede,use fingers,program
conet-16800940,2,HasPrerequisite,HPre,precede,insure there no distractions,contemplate
conet-233664,3,Causes,C,cause,flying in airplane,becoming airsick
conet-243266,4,Causes,C,cause,surfing web,headaches
conet-16810220,5,HasPrerequisite,HPre,precede,ability to percieve sound,listening
conet-322656,6,CausesDesire,CD,cause,really smelly fart,light match
conet-231574,7,Causes,C,cause,crossing street,get ticket for jaywalking
conet-319317,8,CausesDesire,CD,cause,being bored,have friends over
conet-16797267,9,HasLastSubevent,HLS,precede,travel,buy souvenirs
conet-16780251,0,HasFirstSubevent,HFS,precede,put in storage containers,have food
conet-16802579,1,HasPrerequisite,HPre,precede,consider coffee and donut,eat breakfast
conet-16796657,2,HasLastSubevent,HLS,precede,pray,do sign of cross
conet-16813046,3,HasPrerequisite,HPre,precede,participating,playing games
conet-16805082,4,HasPrerequisite,HPre,precede,put on jacket,get warm
conet-237478,5,Causes,C,cause,land,land
conet-16804561,6,HasPrerequisite,HPre,precede,go to jail,get away with crime
conet-16794925,7,HasLastSubevent,HLS,precede,clean,take out trash
conet-16816204,8,HasPrerequisite,HPre,precede,shut up,sit quietly
conet-16817331,9,HasPrerequisite,HPre,precede,read textbook about subject,study for subject
conet-238576,0,Causes,C,cause,making shopping list,might forget at home
conet-16817520,1,HasPrerequisite,HPre,precede,keeping secret,surprising
conet-16808043,2,HasPrerequisite,HPre,precede,wait until you're done driving,have rest
conet-16812751,3,HasPrerequisite,HPre,precede,get practice computer program,play poker
conet-16809289,4,HasPrerequisite,HPre,precede,motivation or youthfulness,jumping up and down
conet-233719,5,Causes,C,cause,following recipe,dinner
conet-16814244,6,HasPrerequisite,HPre,precede,write letters,receive letters
conet-16798978,7,HasPrerequisite,HPre,precede,go to countryside,breathe fresh air
conet-321769,8,CausesDesire,CD,cause,lethargy,satisfy appetites with minimum effort
conet-16781435,9,HasFirstSubevent,HFS,precede,convict criminal of crime,send criminal to prison
conet-320189,0,CausesDesire,CD,cause,depression,write poem
conet-16805446,1,HasPrerequisite,HPre,precede,no reason,giving gift
conet-16802088,2,HasPrerequisite,HPre,precede,mobility,doing housework
conet-16809762,3,HasPrerequisite,HPre,precede,observe nature,learn about science
conet-16814005,4,HasPrerequisite,HPre,precede,buy other than hustler,read magazine
conet-16781866,5,HasFirstSubevent,HFS,precede,grasp shoelaces,tie shoelace
conet-16810480,6,HasPrerequisite,HPre,precede,do exercises,lose weight
conet-239174,7,Causes,C,cause,passing university exams,happiness
conet-16809719,8,HasPrerequisite,HPre,precede,watch comedy central,laugh at joke
conet-243454,9,Causes,C,cause,taking bus,less traffic
conet-236950,0,Causes,C,cause,intense pressure,pain
conet-16781235,1,HasFirstSubevent,HFS,precede,slow down,relax
conet-240646,2,Causes,C,cause,reading newspaper,becoming informed
conet-16807499,3,HasPrerequisite,HPre,precede,attaining minimum age,hanging out at bar
conet-320050,4,CausesDesire,CD,cause,craving for spicey food,cook curry
conet-16817513,5,HasPrerequisite,HPre,precede,sneak up on,surprise
conet-16804669,6,HasPrerequisite,HPre,precede,ask yourself why,get drunk
conet-16819585,7,HasPrerequisite,HPre,precede,find lake,walk around lake
conet-16803765,8,HasPrerequisite,HPre,precede,idle time,fiddling
conet-16818796,9,HasPrerequisite,HPre,precede,being older than seven,tying shoelace
conet-231355,0,Causes,C,cause,cooking meal,domestic injury
conet-16807643,1,HasPrerequisite,HPre,precede,damage brain,have epileptic fit
conet-231519,2,Causes,C,cause,creating idea,new work realizing idea
conet-16779375,3,HasFirstSubevent,HFS,precede,create project,design software
conet-16798508,4,HasPrerequisite,HPre,precede,go on line for tickets,attend rock concert
conet-16818285,5,HasPrerequisite,HPre,precede,use instant messenger,talk with far away
conet-16796505,6,HasLastSubevent,HLS,precede,pass university exams,receive diploma
conet-16803303,7,HasPrerequisite,HPre,precede,do entertaining,entertain
conet-237160,8,Causes,C,cause,jumping rope,sweating
conet-16798942,9,HasPrerequisite,HPre,precede,expand lungs,breathe
conet-232795,0,Causes,C,cause,eating in restaurant,everyone getting different to eat
conet-16820143,1,HasPrerequisite,HPre,precede,electricity,watching television
conet-323173,2,CausesDesire,CD,cause,surprise,think
conet-319339,3,CausesDesire,CD,cause,being called as witness,take stand
conet-230266,4,Causes,C,cause,buying small,making friend happy
conet-16799609,5,HasPrerequisite,HPre,precede,cash,buying fresh fruits and vegetables
conet-16820547,6,HasPrerequisite,HPre,precede,get paper,write program
conet-16807983,7,HasPrerequisite,HPre,precede,reserve doctors appointment,have physical exam
conet-239417,8,Causes,C,cause,playing baseball,injury
conet-323373,9,CausesDesire,CD,cause,utter despair,commit suicide
conet-241822,0,Causes,C,cause,selling new book,conclusion to project
conet-16806025,1,HasPrerequisite,HPre,precede,tell close friends first,go public
conet-244230,2,Causes,C,cause,tire,tire
conet-235772,3,Causes,C,cause,going to zoo,animals to restive
conet-16815726,4,HasPrerequisite,HPre,precede,get good publicist,sell new book
conet-16781453,5,HasFirstSubevent,HFS,precede,find out what want,serve customers
conet-16808958,6,HasPrerequisite,HPre,precede,store enough of to invest,invest money or energy
conet-16818357,7,HasPrerequisite,HPre,precede,vcr and tape,taping television show
conet-230630,8,Causes,C,cause,cleaning,removing mess
conet-238517,9,Causes,C,cause,making people laugh,spreading happiness
conet-16802034,0,HasPrerequisite,HPre,precede,put on old shirt,do housework
conet-234919,1,Causes,C,cause,going on stage,performance
conet-16818240,2,HasPrerequisite,HPre,precede,make eye contact,talk to
conet-16795234,3,HasLastSubevent,HLS,precede,drive car,turn off ignition
conet-243829,4,Causes,C,cause,taking walk,burning calories
conet-16802461,5,HasPrerequisite,HPre,precede,desease accident or old age,dying
conet-16808110,6,HasPrerequisite,HPre,precede,going to doctor,having checkup
conet-16815848,7,HasPrerequisite,HPre,precede,take job as waiter,serve customers
conet-321430,8,CausesDesire,CD,cause,hot day,buy beer
conet-16817032,9,HasPrerequisite,HPre,precede,silence alarm clock,stay in bed
conet-16780578,0,HasFirstSubevent,HFS,precede,listen to radio,learn language
conet-16819643,1,HasPrerequisite,HPre,precede,go outside when it's rainy,walk in rain
conet-238301,2,Causes,C,cause,maintaining muscle strength,being strong in old age
conet-16795040,3,HasLastSubevent,HLS,precede,cook,clean up kitchen
conet-16816241,4,HasPrerequisite,HPre,precede,balance,sitting on chair
conet-232429,5,Causes,C,cause,dying,pain
conet-16808872,6,HasPrerequisite,HPre,precede,self discipline,improving yourself
conet-244979,7,Causes,C,cause,walking dog,having to scoop up poop
conet-16816446,8,HasPrerequisite,HPre,precede,find sleigh and horses,sleigh ride
conet-16812460,9,HasPrerequisite,HPre,precede,get foot ball,play football
conet-242402,0,Causes,C,cause,sleeping at night,more energy
conet-16807938,1,HasPrerequisite,HPre,precede,invite friends and neighbors,have party
conet-319841,2,CausesDesire,CD,cause,capitalism,christmas shop
conet-16814882,3,HasPrerequisite,HPre,precede,list,run errands
conet-16809835,4,HasPrerequisite,HPre,precede,study history,learn about world
conet-229864,5,Causes,C,cause,building cathedral,increased worship
conet-16805796,6,HasPrerequisite,HPre,precede,remove clothing,go nude
conet-16813361,7,HasPrerequisite,HPre,precede,poop,preparing for vote
conet-231019,8,Causes,C,cause,competing,defeat
conet-16816756,9,HasPrerequisite,HPre,precede,find line,stand in queue
conet-16818237,0,HasPrerequisite,HPre,precede,know to talk to,talk to
conet-232076,1,Causes,C,cause,doing housework,house would clean
conet-16795802,2,HasLastSubevent,HLS,precede,go to bed,read book
conet-16812711,3,HasPrerequisite,HPre,precede,wear comfortable shoes,play lacrosse
conet-16806094,4,HasPrerequisite,HPre,precede,find out where,go somewhere
conet-16797389,5,HasLastSubevent,HLS,precede,wake up in morning,get ready for work
conet-16810893,6,HasPrerequisite,HPre,precede,go to party,make friends
conet-16798839,7,HasPrerequisite,HPre,precede,take scuba diving lessons,become scuba diver
conet-231315,8,Causes,C,cause,cooking curry,pungunt odor
conet-16780120,9,HasFirstSubevent,HFS,precede,get carridge,go to store
conet-242971,0,Causes,C,cause,stealing,going to jail
conet-16800941,1,HasPrerequisite,HPre,precede,know what contemplating,contemplate
conet-16818463,2,HasPrerequisite,HPre,precede,publish,tell many people about
conet-230867,3,Causes,C,cause,comforting friend,paying attention to friend
conet-243469,4,Causes,C,cause,taking car for drive,congested traffic
conet-16816422,5,HasPrerequisite,HPre,precede,setting book down,sleeping
conet-16801319,6,HasPrerequisite,HPre,precede,follow through,create to help other people
conet-16796715,7,HasLastSubevent,HLS,precede,put on stand,give testimony
conet-16819654,8,HasPrerequisite,HPre,precede,put on impermeable coat,walk in rain
conet-16819308,9,HasPrerequisite,HPre,precede,strategy,waging war
conet-16817836,0,HasPrerequisite,HPre,precede,study lot,take final exams
conet-16814654,1,HasPrerequisite,HPre,precede,doctors note,returning to work
conet-242607,2,Causes,C,cause,spending money,getting
conet-230436,3,Causes,C,cause,changing appearance,reduced recognition amongst acquaintances
conet-232494,4,Causes,C,cause,eating,reduced
conet-16810919,5,HasPrerequisite,HPre,precede,feed and water,make grow
conet-16819687,6,HasPrerequisite,HPre,precede,considerable skills with yo yo,walking dog
conet-16780128,7,HasFirstSubevent,HFS,precede,debatable,go to work
conet-234633,8,Causes,C,cause,going for haircut,happiness
conet-322816,9,CausesDesire,CD,cause,seeing beautiful landscape,paint
conet-16801098,0,HasPrerequisite,HPre,precede,see what have to cook,cook meal
conet-16809675,1,HasPrerequisite,HPre,precede,checking business news,knowing how stock market performed
conet-16807136,2,HasPrerequisite,HPre,precede,accessible theater,going to movie
conet-16794827,3,HasLastSubevent,HLS,precede,buy hamburger,add pepper
conet-16814907,4,HasPrerequisite,HPre,precede,open eyes,run in marathon
conet-239091,5,Causes,C,cause,passing class,higher grade average
conet-243823,6,Causes,C,cause,taking test,dread of poor grade
conet-232529,7,Causes,C,cause,eating apple,not feeling so hungery
conet-16804933,8,HasPrerequisite,HPre,precede,give,get money from
conet-238398,9,Causes,C,cause,making friends,having to share information with
conet-16800034,0,HasPrerequisite,HPre,precede,have ax,chop firewood
conet-244360,1,Causes,C,cause,understanding better,compassion
conet-16801387,2,HasPrerequisite,HPre,precede,crosswalk,crossing street
conet-241012,3,Causes,C,cause,returning to work,boredom
conet-232650,4,Causes,C,cause,eating dinner,feel less hungry
conet-239971,5,Causes,C,cause,playing tennis,enjoyment
conet-242058,6,Causes,C,cause,sewing,injury
conet-323477,7,CausesDesire,CD,cause,wanting to get in shape,ride bike
conet-322263,8,CausesDesire,CD,cause,new job,wake up in morning
conet-241414,9,Causes,C,cause,satisfying appetites with minimum effort,low satisfaction
conet-243722,0,Causes,C,cause,taking oath,keeping promise
conet-16803062,1,HasPrerequisite,HPre,precede,no special skills,eating ice cream
conet-16805176,2,HasPrerequisite,HPre,precede,two parties,getting contract
conet-229463,3,Causes,C,cause,baking cake,happiness
conet-235352,4,Causes,C,cause,going to mall,enlightening
conet-244087,5,Causes,C,cause,testing car,determining whether should purchase
conet-16806877,6,HasPrerequisite,HPre,precede,muscles,going for walk
conet-16808118,7,HasPrerequisite,HPre,precede,visiting doctor,having checkup
conet-320729,8,CausesDesire,CD,cause,feeling dirty,bathe
conet-16820604,9,HasPrerequisite,HPre,precede,think of one,write story
conet-16801830,0,HasPrerequisite,HPre,precede,take diet pill,diminish own hunger
conet-16805899,1,HasPrerequisite,HPre,precede,change mind,go on strike
conet-16779082,2,HasFirstSubevent,HFS,precede,close eyes,calculate things quickly
conet-230084,3,Causes,C,cause,buying hamburger,eat
conet-16813216,4,HasPrerequisite,HPre,precede,empathy,pleasing parents
conet-16801462,5,HasPrerequisite,HPre,precede,enter dance contest,dance samba
conet-16806678,6,HasPrerequisite,HPre,precede,free time for,go to sporting event
conet-16818772,7,HasPrerequisite,HPre,precede,save money for trip,travel
conet-16818478,8,HasPrerequisite,HPre,precede,write press release,tell many people about
conet-16801756,9,HasPrerequisite,HPre,precede,talk to people,determine truth
conet-233644,0,Causes,C,cause,flirting,rejection or flirting
conet-16814423,1,HasPrerequisite,HPre,precede,think hard,remember
conet-231446,2,Causes,C,cause,copulating,reduced muscle tensions
conet-16798880,3,HasPrerequisite,HPre,precede,find job,begin work
conet-16797533,4,HasLastSubevent,HLS,precede,yawn,close mouth
conet-16801062,5,HasPrerequisite,HPre,precede,get pan,cook dinner
conet-16808533,6,HasPrerequisite,HPre,precede,go to country,hike
conet-231963,7,Causes,C,cause,doing crossword puzzle,being interested
conet-242255,8,Causes,C,cause,sitting quietly,becoming relaxed
conet-16802957,9,HasPrerequisite,HPre,precede,buy vegetables at grocery store,eat vegetables
conet-16804678,0,HasPrerequisite,HPre,precede,do privately,get drunk
conet-16781155,1,HasFirstSubevent,HFS,precede,open book,read
conet-319991,2,CausesDesire,CD,cause,competition,run marathon
conet-16779369,3,HasFirstSubevent,HFS,precede,hear story,decide criminal's fate
