id,fold,rel,abbr,label,text1,text2
conet-229266-r,5,Causes,C,else,falling asleep,attending class
conet-16808946-r,6,HasPrerequisite,HPre,else,invest money or energy,consider options
conet-231418-r,7,Causes,C,else,conception of child,copulating
conet-16801259-r,8,HasPrerequisite,HPre,else,create art,choose subject
conet-16797508-r,9,HasLastSubevent,HLS,else,seal flap,write letter
conet-16795305-r,0,HasLastSubevent,HLS,else,pour sherry,eat
conet-16813720-r,1,HasPrerequisite,HPre,else,punish,sure of guilt
conet-16799389-r,2,HasPrerequisite,HPre,else,buy hamburger,earn money
conet-243263-r,3,Causes,C,else,gaining access to new information,surfing web
conet-320808-r,4,CausesDesire,CD,else,check vital signs,finding one who was unconcious
conet-16820292-r,5,HasPrerequisite,HPre,else,win baseball game,play baseball well
conet-233125-r,6,Causes,C,else,will learn more about,examining thing
conet-239793-r,7,Causes,C,else,one to have tired legs,playing lacrosse
conet-16799835-r,8,HasPrerequisite,HPre,else,change appearance,change hair
conet-241261-r,9,Causes,C,else,fatigue collapse,running in marathon
conet-16810045-r,0,HasPrerequisite,HPre,else,lie,speak
conet-240859-r,1,Causes,C,else,experience happy memory,remembering
conet-237494-r,2,Causes,C,else,happiness,laughing at joke
conet-16796448-r,3,HasLastSubevent,HLS,else,park car,move car
conet-245279-r,4,Causes,C,else,falling asleep,watching television
conet-16780151-r,5,HasFirstSubevent,HFS,else,grocery shop,get money
conet-238251-r,6,Causes,C,else,another person recieves letter,mailing letter
conet-237770-r,7,Causes,C,else,fire to start,lighting match
conet-323442-r,8,CausesDesire,CD,else,read newspaper,wanting information
conet-16813068-r,9,HasPrerequisite,HPre,else,playing harp,musical knowledge and expertise
conet-16781771-r,0,HasFirstSubevent,HFS,else,take shower,take clothes of
conet-16816069-r,1,HasPrerequisite,HPre,else,signing contract,being of legal age
conet-16812903-r,2,HasPrerequisite,HPre,else,play tennis,use tennis racket
conet-235493-r,3,Causes,C,else,terrible misunderstanding,going to party
conet-16801862-r,4,HasPrerequisite,HPre,else,discover truth,research subject
conet-16781594-r,5,HasFirstSubevent,HFS,else,start,think
conet-244022-r,6,Causes,C,else,rejection,telling gay
conet-323125-r,7,CausesDesire,CD,else,remember,string on finger
conet-243200-r,8,Causes,C,else,cancer,sunburn
conet-242009-r,9,Causes,C,else,force on table,setting cup on table
conet-16778857-r,0,HasFirstSubevent,HFS,else,apply for job,prepare honest but worthy resume
conet-16818245-r,1,HasPrerequisite,HPre,else,talk to,open mouth
conet-16811855-r,2,HasPrerequisite,HPre,else,pass course,study material well
conet-232853-r,3,Causes,C,else,being too full,eating quickly
conet-16800408-r,4,HasPrerequisite,HPre,else,cogitate,think
conet-235023-r,5,Causes,C,else,person to fel chilly,going outside for evening
conet-16780562-r,6,HasFirstSubevent,HFS,else,learn about subject,introduced to subject
conet-16802545-r,7,HasPrerequisite,HPre,else,eat apple,eat
conet-16802449-r,8,HasPrerequisite,HPre,else,driving to work,car or truck
conet-321374-r,9,CausesDesire,CD,else,go to play,hearing reviews
conet-16779795-r,0,HasFirstSubevent,HFS,else,get dressed,pick out clothes
conet-322111-r,1,CausesDesire,CD,else,walk,need for fresh air
conet-16811505-r,2,HasPrerequisite,HPre,else,obstruct justice,commit crime
conet-16814978-r,3,HasPrerequisite,HPre,else,run out of steam,let fire go out
conet-320951-r,4,CausesDesire,CD,else,mail letter,getting bill
conet-243860-r,5,Causes,C,else,boredom,talking
conet-243795-r,6,Causes,C,else,being questioned,taking stand
conet-16795992-r,7,HasLastSubevent,HLS,else,clean up,have friends over
conet-16819939-r,8,HasPrerequisite,HPre,else,watch movie,decide what movie
conet-240361-r,9,Causes,C,else,being available for phonecalls,purchasing cellular phone
conet-16795871-r,0,HasLastSubevent,HLS,else,compliment chef,go to restaurant
conet-16778994-r,1,HasFirstSubevent,HFS,else,build cathedral,find building site
conet-16815467-r,2,HasPrerequisite,HPre,else,see movie,go to theater
conet-232912-r,3,Causes,C,else,getting vitamins,eating vegetables
conet-16806784-r,4,HasPrerequisite,HPre,else,go to zoo,get sun screen
conet-16803500-r,5,HasPrerequisite,HPre,else,express information,get facts right
conet-16805975-r,6,HasPrerequisite,HPre,else,go outside for evening,dress up
conet-16813762-r,7,HasPrerequisite,HPre,else,purchase cellular phone,sign contract
conet-16812889-r,8,HasPrerequisite,HPre,else,play tennis,hold tennis raquet
conet-16812609-r,9,HasPrerequisite,HPre,else,play guitar,buy one
conet-16815273-r,0,HasPrerequisite,HPre,else,scuba dive,go to lake
conet-232480-r,1,Causes,C,else,gaining weight,eating
conet-240640-r,2,Causes,C,else,stress,reading news
conet-231107-r,3,Causes,C,else,receiving total,computing sum
conet-16803252-r,4,HasPrerequisite,HPre,else,enjoy film,understand plot
conet-16811907-r,5,HasPrerequisite,HPre,else,passing class,getting good marks
conet-16808819-r,6,HasPrerequisite,HPre,else,improve image,treat around with respect
conet-16809620-r,7,HasPrerequisite,HPre,else,know how stock market performed,look at newspaper
conet-16819018-r,8,HasPrerequisite,HPre,else,use vcr,learn to use controller
conet-16812129-r,9,HasPrerequisite,HPre,else,paying by check,pen
conet-16811900-r,0,HasPrerequisite,HPre,else,pass university exams,study very hard
conet-16806243-r,1,HasPrerequisite,HPre,else,go to get haircut,have money
conet-16809273-r,2,HasPrerequisite,HPre,else,jumping rope,agility
conet-320848-r,3,CausesDesire,CD,else,test strength,free money
conet-323383-r,4,CausesDesire,CD,else,see particular program,very good review
conet-16798635-r,5,HasPrerequisite,HPre,else,awake,first asleep
conet-16810162-r,6,HasPrerequisite,HPre,else,listen,quiet
conet-240326-r,7,Causes,C,else,pain for,punching
conet-16802427-r,8,HasPrerequisite,HPre,else,driving car,eye hand coordination
conet-231341-r,9,Causes,C,else,making kitchen smell like food,cooking dinner
conet-16811396-r,0,HasPrerequisite,HPre,else,meeting interesting people,social skills
conet-234127-r,1,Causes,C,else,agitation,getting in line
conet-16810981-r,2,HasPrerequisite,HPre,else,make patchwork quilt,thread needle
conet-16809920-r,3,HasPrerequisite,HPre,else,learning,learning material
conet-232118-r,4,Causes,C,else,attract babes,dressing nice
conet-240668-r,5,Causes,C,else,intake of information,reading newspaper
conet-16779311-r,6,HasFirstSubevent,HFS,else,copulate,have partner
conet-243640-r,7,Causes,C,else,anxiety,taking finals
conet-16813856-r,8,HasPrerequisite,HPre,else,reach tentative agreement,go to meeting
conet-16780574-r,9,HasFirstSubevent,HFS,else,learn language,buy dictionary
conet-16804266-r,0,HasPrerequisite,HPre,else,flirting,two people
conet-320342-r,1,CausesDesire,CD,else,record somethign,desire to save
conet-244331-r,2,Causes,C,else,printed paper,typing
conet-16817083-r,3,HasPrerequisite,HPre,else,stop being married to,fall out of love
conet-16780608-r,4,HasFirstSubevent,HFS,else,light fire,get to burn
conet-16801709-r,5,HasPrerequisite,HPre,else,destroying enemy,lack of forgiveness
conet-323554-r,6,CausesDesire,CD,else,join army,war
conet-16813195-r,7,HasPrerequisite,HPre,else,please parents,good
conet-16799320-r,8,HasPrerequisite,HPre,else,buy food,goto supermarket
conet-16801361-r,9,HasPrerequisite,HPre,else,cross street,check vehicles
conet-16779143-r,0,HasFirstSubevent,HFS,else,clean house,sweep
conet-16812598-r,1,HasPrerequisite,HPre,else,play games,have oppenant
conet-16820603-r,2,HasPrerequisite,HPre,else,write story,think of idea
conet-320223-r,3,CausesDesire,CD,else,listen,desire for information
conet-16781456-r,4,HasFirstSubevent,HFS,else,serve customers,say hello
conet-16805478-r,5,HasPrerequisite,HPre,else,go fishing,go to body of water
conet-16808264-r,6,HasPrerequisite,HPre,else,having shower,water
conet-16812002-r,7,HasPrerequisite,HPre,else,pay by check,have banking account
conet-16780841-r,8,HasFirstSubevent,HFS,else,paint,measure
conet-16811419-r,9,HasPrerequisite,HPre,else,memorize,awake
conet-231910-r,0,Causes,C,else,increased knowledge,discovering truth
conet-244111-r,1,Causes,C,else,feeling weak,testing strength
conet-16797090-r,2,HasLastSubevent,HLS,else,breathe sigh of relief,stop car
conet-16799444-r,3,HasPrerequisite,HPre,else,buy house,look in estate agents window
conet-16806130-r,4,HasPrerequisite,HPre,else,go to baseball game,buy tickets to baseball game
conet-230834-r,5,Causes,C,else,major breakthrough,collaborative effort
conet-235544-r,6,Causes,C,else,laugh,going to play
conet-16801362-r,7,HasPrerequisite,HPre,else,cross street,cross in cross walk
conet-236992-r,8,Causes,C,else,being tired,jogging
conet-243201-r,9,Causes,C,else,warmth,sunlight
conet-16814152-r,0,HasPrerequisite,HPre,else,reading book,good lighting proper vision and literacy
conet-16807382-r,1,HasPrerequisite,HPre,else,grow vegetables,prepare garden
conet-232620-r,2,Causes,C,else,getting sick,eating cookie
conet-242771-r,3,Causes,C,else,tiring after long time,standing up
conet-16807746-r,4,HasPrerequisite,HPre,else,have fun,barrel of laughs
conet-16806880-r,5,HasPrerequisite,HPre,else,going into coma,awake
conet-16807879-r,6,HasPrerequisite,HPre,else,have lunch,go to restaurant
conet-320631-r,7,CausesDesire,CD,else,wait tables,extreme poverty
conet-16803102-r,8,HasPrerequisite,HPre,else,eating quickly,large esophagous
conet-16780468-r,9,HasFirstSubevent,HFS,else,jog,put on jogging clothes and shoes
conet-241330-r,0,Causes,C,else,end of ability to accomplish tasks,running out of steam
conet-16781521-r,1,HasFirstSubevent,HFS,else,skateboard,pray
conet-16808025-r,2,HasPrerequisite,HPre,else,have rest,lay down somewhere comfortable
conet-16818909-r,3,HasPrerequisite,HPre,else,urinate,take underwear off
conet-16781474-r,4,HasFirstSubevent,HFS,else,shop,enter shop
conet-16817845-r,5,HasPrerequisite,HPre,else,take finals,attend class
conet-16801208-r,6,HasPrerequisite,HPre,else,cooling off,taking off clothes
conet-229068-r,7,Causes,C,else,sum,adding up numbers
conet-234102-r,8,Causes,C,else,elation,getting good grade
conet-16814239-r,9,HasPrerequisite,HPre,else,receive degree,study hard at college
conet-16780377-r,0,HasFirstSubevent,HFS,else,hear news,turn on radio
conet-16815672-r,1,HasPrerequisite,HPre,else,seeing movie,free time
conet-237563-r,2,Causes,C,else,excitement,learning about science
conet-229433-r,3,Causes,C,else,have hangover,awaking
conet-232924-r,4,Causes,C,else,vitamin intake,eating vegetables
conet-243327-r,5,Causes,C,else,cramps,swimming
conet-16795661-r,6,HasLastSubevent,HLS,else,hint,give clue
conet-234686-r,7,Causes,C,else,being late for work,going for run
conet-244865-r,8,Causes,C,else,learn patience,waiting turn
conet-321920-r,9,CausesDesire,CD,else,write poem,love feelings
conet-16810303-r,0,HasPrerequisite,HPre,else,live life,stop smoking
conet-16812245-r,1,HasPrerequisite,HPre,else,plan vacation,spin globe
conet-16818743-r,2,HasPrerequisite,HPre,else,travel,careful
conet-16796334-r,3,HasLastSubevent,HLS,else,smile,listen to radio
conet-237521-r,4,Causes,C,else,distress,learning
conet-16800411-r,5,HasPrerequisite,HPre,else,cogitate,use little grey cells
conet-239155-r,6,Causes,C,else,being successful,passing university exams
conet-16804285-r,7,HasPrerequisite,HPre,else,fly in airplane,file flight plan
conet-16808235-r,8,HasPrerequisite,HPre,else,having physical exam,looking in ears
conet-231984-r,9,Causes,C,else,learning new words,doing crossword puzzle
conet-235784-r,0,Causes,C,else,nausea,going to zoo
conet-16801324-r,1,HasPrerequisite,HPre,else,create to help other people,invent
conet-16795210-r,2,HasLastSubevent,HLS,else,put down glass,drink
conet-245778-r,3,Causes,C,else,memorizing subject,writing term paper
conet-16816909-r,4,HasPrerequisite,HPre,else,start flame or fire,use matches
conet-16802051-r,5,HasPrerequisite,HPre,else,do housework,vaccuum
conet-16780665-r,6,HasFirstSubevent,HFS,else,love another,enjoy being with
conet-319971-r,7,CausesDesire,CD,else,express how funny,comics
conet-230462-r,8,Causes,C,else,resentment,changing society
conet-16805846-r,9,HasPrerequisite,HPre,else,go on internet,have modem and internet connection
conet-229755-r,0,Causes,C,else,feeling energized,breathing fresh air
conet-16803128-r,1,HasPrerequisite,HPre,else,empty bladder,go to bathroom first
conet-16779175-r,2,HasFirstSubevent,HFS,else,climb mountain,pack food
conet-243579-r,3,Causes,C,else,result,taking exam
conet-16816188-r,4,HasPrerequisite,HPre,else,sit quietly,find chair to sit in
conet-16814977-r,5,HasPrerequisite,HPre,else,run out of steam,go to limit
conet-236376-r,6,Causes,C,else,find out ill,having physical examination
conet-322964-r,7,CausesDesire,CD,else,ride bike,sitting around
conet-16797375-r,8,HasLastSubevent,HLS,else,hear next,wait on line
conet-16812254-r,9,HasPrerequisite,HPre,else,planning vacation,free time
conet-241266-r,0,Causes,C,else,getting in shape,running in marathon
conet-240591-r,1,Causes,C,else,eye strain,reading magazine
conet-16819821-r,2,HasPrerequisite,HPre,else,wash hands,choose soap carefully
conet-16800624-r,3,HasPrerequisite,HPre,else,committing to memory,rote repetition
conet-16781582-r,4,HasFirstSubevent,HFS,else,stand in queue,sigh
conet-16779608-r,5,HasFirstSubevent,HFS,else,enjoy film,sit down with popcorn
conet-16815459-r,6,HasPrerequisite,HPre,else,see movie,get in car
conet-240289-r,7,Causes,C,else,multiple orgasms,proving physical endurance
conet-16813981-r,8,HasPrerequisite,HPre,else,read letter,examine letter
conet-16781424-r,9,HasFirstSubevent,HFS,else,see story,start reading
conet-239072-r,0,Causes,C,else,absenteeism,pandemic
conet-16808782-r,1,HasPrerequisite,HPre,else,improve image,check in mirror
conet-321709-r,2,CausesDesire,CD,else,drive to work,lack of decent public transportation
conet-16819155-r,3,HasPrerequisite,HPre,else,visit art gallery,choose one of ytour liking
conet-16816638-r,4,HasPrerequisite,HPre,else,spend money,find wallet
conet-16780065-r,5,HasFirstSubevent,HFS,else,go to market,get basket
conet-239500-r,6,Causes,C,else,headaches,playing chess
conet-16801984-r,7,HasPrerequisite,HPre,else,do exercises,wear comfortable clothes
conet-238429-r,8,Causes,C,else,copyright infringement,making parody
conet-243779-r,9,Causes,C,else,getting sex,taking shower
conet-16820667-r,0,HasPrerequisite,HPre,else,writing letter,thought
conet-16781000-r,1,HasFirstSubevent,HFS,else,play lacrosse,change into sports clothes
conet-16815075-r,2,HasPrerequisite,HPre,else,running in marathon,stamina
conet-233468-r,3,Causes,C,else,death and destruction,fighting war
conet-16804451-r,4,HasPrerequisite,HPre,else,free,support anarchy
conet-230518-r,5,Causes,C,else,discovery of condition,checking vital signs
conet-16779255-r,6,HasFirstSubevent,HFS,else,conquer nation,take away people's weapons
conet-16781826-r,7,HasFirstSubevent,HFS,else,teach other people,make certain have adequate attention
conet-236204-r,8,Causes,C,else,often contageous,having fun
conet-243400-r,9,Causes,C,else,soap residue,taking bath
conet-244196-r,0,Causes,C,else,money,thinking
conet-16812115-r,1,HasPrerequisite,HPre,else,paying bills,checkbook
conet-16819261-r,2,HasPrerequisite,HPre,else,visiting other countries,air sea or land travel
conet-232104-r,3,Causes,C,else,fear,dreaming
conet-16795578-r,4,HasLastSubevent,HLS,else,dry off with towel,get clean
conet-242209-r,5,Causes,C,else,having chair,sitting down
conet-16809367-r,6,HasPrerequisite,HPre,else,kill,calm yourself down
conet-237741-r,7,Causes,C,else,fire could burn,lighting fire
conet-242067-r,8,Causes,C,else,mending cloth,sewing
conet-16817558-r,9,HasPrerequisite,HPre,else,swim,take off clothes
conet-16781686-r,0,HasFirstSubevent,HFS,else,surf net,open web browser
conet-16820060-r,1,HasPrerequisite,HPre,else,watch tv,have tv
conet-243960-r,2,Causes,C,else,can watch again,taping television show
conet-16813321-r,3,HasPrerequisite,HPre,else,prepare for vote,read
conet-237897-r,4,Causes,C,else,hearing news,listening to radio
conet-236223-r,5,Causes,C,else,need to oil electric razor,having haircut
conet-16812757-r,6,HasPrerequisite,HPre,else,play poker,have deck of playing cards
conet-16779681-r,7,HasFirstSubevent,HFS,else,fight war,arm yourself
conet-320998-r,8,CausesDesire,CD,else,listen to radio,getting stuck in traffic
conet-16795314-r,9,HasLastSubevent,HLS,else,scrape plate,eat
conet-320350-r,0,CausesDesire,CD,else,program computer,desire to share humanity
conet-243124-r,1,Causes,C,else,music,strumming guitar
conet-16805358-r,2,HasPrerequisite,HPre,else,give clue,reveal small relevent fact
conet-16815698-r,3,HasPrerequisite,HPre,else,seeing particular program,knowing when program on
conet-320765-r,4,CausesDesire,CD,else,have examination,feeling pain
conet-16801703-r,5,HasPrerequisite,HPre,else,destroying enemy,careful planning
conet-320034-r,6,CausesDesire,CD,else,go to market,cooking meal
conet-16810819-r,7,HasPrerequisite,HPre,else,maintaining muscle strength,regular exercise
conet-244814-r,8,Causes,C,else,table to become available,waiting on tables
conet-16805646-r,9,HasPrerequisite,HPre,else,go for swim,locate body of water
conet-319239-r,0,CausesDesire,CD,else,reach advantage,beautiful babe
conet-16780626-r,1,HasFirstSubevent,HFS,else,listen,shut up
conet-16794784-r,2,HasLastSubevent,HLS,else,jump,bungee jump from high bridge
conet-16796596-r,3,HasLastSubevent,HLS,else,put guitar down,play guitar
conet-238735-r,4,Causes,C,else,smile,meeting people
conet-230188-r,5,Causes,C,else,uncertainty,buying presents for others
conet-16814542-r,6,HasPrerequisite,HPre,else,reproduce,buy hooker
conet-16818568-r,7,HasPrerequisite,HPre,else,test strength,do difficult things
conet-323029-r,8,CausesDesire,CD,else,entertain people,sony aibo
conet-233913-r,9,Causes,C,else,don't have to shower anymore,getting clean
conet-321536-r,0,CausesDesire,CD,else,help,in need
conet-233155-r,1,Causes,C,else,improve youre health,exercising
conet-16801815-r,2,HasPrerequisite,HPre,else,diminish own hunger,drink nutritious liquids
conet-16798451-r,3,HasPrerequisite,HPre,else,attend lecture,go to lecture hall
conet-16796555-r,4,HasLastSubevent,HLS,else,total up score,play cards
conet-236418-r,5,Causes,C,else,relaxed,having rest
conet-230958-r,6,Causes,C,else,doing well on test,committing to memory
conet-16808809-r,7,HasPrerequisite,HPre,else,improve image,look into yourself
conet-16810292-r,8,HasPrerequisite,HPre,else,live life,eat and drink
conet-234691-r,9,Causes,C,else,breathlessness,going for run
conet-16803090-r,0,HasPrerequisite,HPre,else,eating lunch,food
conet-245088-r,1,Causes,C,else,run out of hangers,washing clothes
conet-241132-r,2,Causes,C,else,transport via equine locomotion,riding horse
conet-238006-r,3,Causes,C,else,others may find more attractive,looking better
conet-242487-r,4,Causes,C,else,annoying other people,snoring
conet-16811494-r,5,HasPrerequisite,HPre,else,moving car,strength
conet-243388-r,6,Causes,C,else,getting cleaner and smelling nicer afterwards,taking bath
conet-244252-r,7,Causes,C,else,going somewhere,traveling
conet-16808610-r,8,HasPrerequisite,HPre,else,holiday shop,find store
conet-240795-r,9,Causes,C,else,becoming calm,relaxing
conet-16798183-r,0,HasPrerequisite,HPre,else,advance into battle,have good plan of attack
conet-243846-r,1,Causes,C,else,increased heart rate,taking walk
conet-16782082-r,2,HasFirstSubevent,HFS,else,weed garden,find gloves
conet-16781003-r,3,HasFirstSubevent,HFS,else,play lacrosse,read rule book
conet-239204-r,4,Causes,C,else,loss of money,paying bills
conet-320402-r,5,CausesDesire,CD,else,clean clothing,dirt
conet-16794691-r,6,HasLastSubevent,HLS,else,hand in application,apply for job
conet-16808261-r,7,HasPrerequisite,HPre,else,having shower,soap
conet-238496-r,8,Causes,C,else,more people to laugh,making people laugh
conet-320107-r,9,CausesDesire,CD,else,see favorite show,curiosity
conet-230349-r,0,Causes,C,else,resentment,cashing in
conet-232176-r,1,Causes,C,else,drunken stupidity,drinking
conet-239440-r,2,Causes,C,else,doing alley oop,playing basketball
conet-243041-r,3,Causes,C,else,using brake,stopping bicycle
conet-244317-r,4,Causes,C,else,communication,typing
conet-16810666-r,5,HasPrerequisite,HPre,else,mailing letter,writing
conet-16801137-r,6,HasPrerequisite,HPre,else,cool off,avoid overdressing
conet-16814322-r,7,HasPrerequisite,HPre,else,relax,read good book
conet-16801494-r,8,HasPrerequisite,HPre,else,dancing,being ablebodied
conet-323141-r,9,CausesDesire,CD,else,teach other people,stupidity
conet-323203-r,0,CausesDesire,CD,else,wrestle,taunting
conet-16806297-r,1,HasPrerequisite,HPre,else,go to laundromat,pack laundry into bag
conet-16801986-r,2,HasPrerequisite,HPre,else,do exercises,wipe off perspiration
conet-242761-r,3,Causes,C,else,pain in knees,standing up
conet-232907-r,4,Causes,C,else,eating healthy,eating vegetables
conet-16799260-r,5,HasPrerequisite,HPre,else,buy beer,decide which beer to buy
conet-243164-r,6,Causes,C,else,knowing more about subject,studying for subject
conet-237936-r,7,Causes,C,else,not being dead,living
conet-236236-r,8,Causes,C,else,become very weak,having heart attack
conet-236915-r,9,Causes,C,else,understanding,information
conet-16799709-r,0,HasPrerequisite,HPre,else,calm down,go for walk
conet-244989-r,1,Causes,C,else,shit on sidewalk,walking dog
conet-16817399-r,2,HasPrerequisite,HPre,else,surf,watch out for sharks
conet-320004-r,3,CausesDesire,CD,else,print on printer,completed essay or achievement
conet-243497-r,4,Causes,C,else,finish work,taking care of proposals
conet-232439-r,5,Causes,C,else,being able to pay rent,earning living
conet-231824-r,6,Causes,C,else,signal,detector
conet-16811417-r,7,HasPrerequisite,HPre,else,memorising,studying
conet-16818250-r,8,HasPrerequisite,HPre,else,talk to,speak language
conet-242854-r,9,Causes,C,else,bright flash,starting flame or fire
conet-322492-r,0,CausesDesire,CD,else,tickle,playfulness
conet-320849-r,1,CausesDesire,CD,else,travel,free plane ticket
conet-16813970-r,2,HasPrerequisite,HPre,else,read book,rent or buy book
conet-16796774-r,3,HasLastSubevent,HLS,else,read book,relax
conet-229819-r,4,Causes,C,else,sentence,bringing in verdict
conet-235024-r,5,Causes,C,else,relax and enjoy yourself,going outside for evening
conet-16799052-r,6,HasPrerequisite,HPre,else,bring in verdict,decide on verdict
conet-240334-r,7,Causes,C,else,anger from punished,punishing
conet-16801812-r,8,HasPrerequisite,HPre,else,diminish own hunger,buy food
conet-16814151-r,9,HasPrerequisite,HPre,else,reading book,eyes
conet-16802809-r,0,HasPrerequisite,HPre,else,eat in fast food restaurant,decide what will have
conet-234406-r,1,Causes,C,else,arrousal,getting wet
conet-16804221-r,2,HasPrerequisite,HPre,else,fixing computer,small tools
conet-322032-r,3,CausesDesire,CD,else,buy christmas presents,money
conet-235759-r,4,Causes,C,else,leave home,going to work
conet-16801881-r,5,HasPrerequisite,HPre,else,discovering truth,understanding
conet-16803198-r,6,HasPrerequisite,HPre,else,enjoy day,get priorities done first
conet-16779556-r,7,HasFirstSubevent,HFS,else,eat healthily,chose portions
conet-236645-r,8,Causes,C,else,blisters,hiking
conet-232164-r,9,Causes,C,else,using drill,drilling hole
conet-16813807-r,0,HasPrerequisite,HPre,else,reach advantage,study situation
conet-16799784-r,1,HasPrerequisite,HPre,else,catching mumps,being sick
conet-16816949-r,2,HasPrerequisite,HPre,else,stay fit,excersise
conet-235980-r,3,Causes,C,else,cleaner,having bath
conet-16779870-r,4,HasFirstSubevent,HFS,else,get physical activity,start moving
conet-322081-r,5,CausesDesire,CD,else,have party,musical group
conet-237760-r,6,Causes,C,else,burn yourself,lighting match
conet-16814025-r,7,HasPrerequisite,HPre,else,read magazine,sit on toilet
conet-230109-r,8,Causes,C,else,watching customer service at work,buying hamburger
conet-16803663-r,9,HasPrerequisite,HPre,else,feed family,buy food
conet-241443-r,0,Causes,C,else,winning game,scoring home run
conet-229952-r,1,Causes,C,else,getting drunk,buying beer
conet-16798389-r,2,HasPrerequisite,HPre,else,attend class,enroll in educational institution
conet-16803286-r,3,HasPrerequisite,HPre,else,enjoying film,no light
conet-241438-r,4,Causes,C,else,team wins baseball game,scoring home run
conet-16799363-r,5,HasPrerequisite,HPre,else,buy fresh fruits and vegetables,get money
conet-320823-r,6,CausesDesire,CD,else,climb,flood
conet-16813372-r,7,HasPrerequisite,HPre,else,pretend,become actor
conet-16816875-r,8,HasPrerequisite,HPre,else,start fire,strike match
conet-16814316-r,9,HasPrerequisite,HPre,else,relax,lie down and close eyes
conet-232241-r,0,Causes,C,else,pee more,drinking lots of water
conet-235689-r,1,Causes,C,else,enjoy,going to sporting event
conet-16800176-r,2,HasPrerequisite,HPre,else,clean house,dust furniture
conet-16797520-r,3,HasLastSubevent,HLS,else,debug,write program
conet-231212-r,4,Causes,C,else,hesitation,contemplating
conet-242232-r,5,Causes,C,else,feeling of rest,sitting on chair
conet-16800592-r,6,HasPrerequisite,HPre,else,committing perjury,too many lies
conet-243967-r,7,Causes,C,else,lawsuit,taping television show
conet-230827-r,8,Causes,C,else,cohere,cohere
conet-16798751-r,9,HasPrerequisite,HPre,else,become inebriated,dirnk lots of beer
conet-319972-r,0,CausesDesire,CD,else,christmas shop,commercial
conet-16811416-r,1,HasPrerequisite,HPre,else,memorising,repetition
conet-16803009-r,2,HasPrerequisite,HPre,else,eating breakfast,good timing
conet-234266-r,3,Causes,C,else,congestion,getting onto web
conet-16800025-r,4,HasPrerequisite,HPre,else,chop firewood,fell tree
conet-16800715-r,5,HasPrerequisite,HPre,else,compete against,have opponent
conet-16811831-r,6,HasPrerequisite,HPre,else,pass class,take test
conet-234913-r,7,Causes,C,else,extreme nervousness,going on stage
conet-238662-r,8,Causes,C,else,date,meeting girls
conet-16807225-r,9,HasPrerequisite,HPre,else,going to sleep,relaxation
conet-16804488-r,0,HasPrerequisite,HPre,else,gaining more land,money
conet-239384-r,1,Causes,C,else,getting exhausted,playing ball
conet-230585-r,2,Causes,C,else,firering,chopping firewood
conet-16810940-r,3,HasPrerequisite,HPre,else,make grow,water if it's plant
conet-243944-r,4,Causes,C,else,shout,talking with far away
conet-16806565-r,5,HasPrerequisite,HPre,else,go to restaurant,have credit card
conet-16807215-r,6,HasPrerequisite,HPre,else,going to school,motivation
conet-16801865-r,7,HasPrerequisite,HPre,else,discover truth,seek truth
conet-16806702-r,8,HasPrerequisite,HPre,else,go to store,drive car
conet-239908-r,9,Causes,C,else,minor injury,playing soccer
conet-16815409-r,0,HasPrerequisite,HPre,else,see favorite show,see what time
conet-16798835-r,1,HasPrerequisite,HPre,else,become scuba diver,take diving lessons
conet-16810437-r,2,HasPrerequisite,HPre,else,loose weight,not put butter on popcorn
conet-321814-r,3,CausesDesire,CD,else,chat with friends,loneliness
conet-16813054-r,4,HasPrerequisite,HPre,else,playing guitar,musical knowledge
conet-245053-r,5,Causes,C,else,using water,washing car
conet-16815255-r,6,HasPrerequisite,HPre,else,scoring home run,team member crossing home base
conet-16813702-r,7,HasPrerequisite,HPre,else,punish,get belt
conet-242210-r,8,Causes,C,else,head comes down,sitting down
conet-230682-r,9,Causes,C,else,bodyache,cleaning house
conet-16807034-r,0,HasPrerequisite,HPre,else,going public,care
conet-16817206-r,1,HasPrerequisite,HPre,else,stopping car,breaks
conet-16796382-r,2,HasLastSubevent,HLS,else,cool down,maintain muscle strength
conet-16809036-r,3,HasPrerequisite,HPre,else,jog,wear good shoes
conet-16781996-r,4,HasFirstSubevent,HFS,else,wake up,open eyes
conet-323551-r,5,CausesDesire,CD,else,change society,war
conet-232079-r,6,Causes,C,else,low pay,doing housework
conet-16810364-r,7,HasPrerequisite,HPre,else,look better,go to beauty saloon
conet-16807763-r,8,HasPrerequisite,HPre,else,have fun,in good mood
conet-244770-r,9,Causes,C,else,time passage,waiting in line
conet-236382-r,0,Causes,C,else,look for disease,having physical examination
conet-322688-r,1,CausesDesire,CD,else,have party,registering to vote
conet-229038-r,2,Causes,C,else,getting sum,adding up column of numbers
conet-16810033-r,3,HasPrerequisite,HPre,else,lie,have nice couch
conet-239990-r,4,Causes,C,else,pull muscle,playing tennis
conet-16797130-r,5,HasLastSubevent,HLS,else,happy,surprise
conet-245151-r,6,Causes,C,else,wet hands,washing hands
conet-229048-r,7,Causes,C,else,arrive at sum,adding up numbers
conet-229100-r,8,Causes,C,else,people get killed,advancing into battle
conet-16801557-r,9,HasPrerequisite,HPre,else,debate politics,study issues
conet-16802272-r,0,HasPrerequisite,HPre,else,drinking alcohol,liquid drink
