id,fname,fold,connective,label,text1,text2
pdtb-wsj_0413-2,wsj_0413,0,and,else,there's something' weird,it don't look good
pdtb-wsj_1819-48,wsj_1819,1,and,else,provides detailed documentation of the extent and nature of the problem,indicates how we may want to shape solutions
pdtb-wsj_2033-46,wsj_2033,2,but,else,"Gregory Damonne Brown of Fremont, Calif., a hardworking, reclusive young bachelor, told that story to the Tax Court","judges usually find the real aim is to escape tax on hidden income; and the IRS said Brown must have had such income because he deposited $124,732 in a bank account in 1982-84 while reporting income of only $52,012"
pdtb-wsj_0409-8,wsj_0409,3,but,else,"A San Francisco lawyer, Mr. Panelli rowed religiously when he first got the machine","it left grease marks on his carpet, ""and it was boring"
pdtb-wsj_1772-2,wsj_1772,4,but,else,"Eagle Pencil of Shelbyville, Tenn., ""Pencil City U.S.A.,"" had made its earliest pilot plastic pencils in 1971","it wasn't until after it hired Arthur D. Little, a Cambridge, Mass., research concern, that its new product was refined for commercial sale in 1973"
pdtb-wsj_2239-6,wsj_2239,5,instead,else,Some fixed-income investors had expected a further drop in stock prices after the nearly 200-point drop in the Dow Jones Industrial Average on Friday,when stocks began to climb
pdtb-wsj_1585-6,wsj_1585,6,and,else,greatly help seniors,reduce the deficit
pdtb-wsj_1011-7,wsj_1011,7,although,else,the Texas Air Corp. subsidiary was only beginning to get back on its feet during the quarter,Eastern is back to about 80% of its pre-strike schedule now
pdtb-wsj_0976-7,wsj_0976,8,but,else,It's set in New York,it resonates with the terrible dynamics of the Latin American drug wars
pdtb-wsj_0553-67,wsj_0553,9,when,sync,Mr. Volcker was too tight,he let the dollar rise
pdtb-wsj_2413-49,wsj_2413,0,later,precede,"He was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges","Mr. Brady phoned Mr. Greenspan, SEC Chairman Richard Breeden and numerous contacts in New York and overseas"
pdtb-wsj_0909-8,wsj_0909,1,but,else,Not all the scandal-tripped have enjoyed soft landings,many have
pdtb-wsj_1766-18,wsj_1766,2,also,else,"the products could help make manufacturing operations more efficient, and provide a boost to the computer-integrated-manufacturing market -- a market that Yankee Group, a research firm, has said may double to $40 billion by 1993",The announcements should help IBM go on the offensive against Digital Equipment Corp. on the plant floor
pdtb-wsj_2322-1,wsj_2322,3,and,else,declined to estimate the amount of the loss,wouldn't say if it expects to show a profit for the year
pdtb-wsj_1467-11,wsj_1467,4,but,else,The Communists nearly succeeded in eliminating prostitution after taking over in 1949,the practice has returned in recent years with the country's increased exposure to the outside world
pdtb-wsj_0250-17,wsj_0250,5,and,else,"In the Senate, Edward Kennedy (D., Mass.), chairman of the Labor Committee, and Pete Domenici, (R., N.M.) ranking minority member of the Budget Committee, have been working on a compromise",their soundings showed that the Senate appeared to be heading toward enough strength to override another Bush veto
pdtb-wsj_2059-47,wsj_2059,6,even if,else,reasons still exist to fear and resist this steady process of case-by-case judicial extension of the law of insider trading,they behaved recklessly
pdtb-wsj_2232-94,wsj_2232,7,however,else,"James Gallagher, a partner at specialist Fowler & Rosenau, said, ""The difference between today and two years ago"" -- ""Terrible Tuesday,"" Oct. 20, 1987 -- ""is that then we needed a savior to go into the Major Market Index, spend $2 million and get the program rally started. This time {institutions} saw the programs coming and backed away and backed away. Then when the market was at a technical level to buy, they came in with a vengeance","according to one analyst, the timing of Major Market Index futures buying just before the turnaround was similar to that of Terrible Tuesday"
pdtb-wsj_2253-1,wsj_2253,8,and,else,"The barometer reached a record high of 223.0 in August, the latest month available",the Columbia researchers estimate that it has moved even higher since then
pdtb-wsj_2433-3,wsj_2433,9,and,else,revolutionize the workplace,be extremely successful in its first year
pdtb-wsj_0806-6,wsj_0806,0,with,else,It will have 11.8 million shares outstanding after the offering,Healthdyne owning about 65% of the total
pdtb-wsj_1002-47,wsj_1002,1,before,precede,asking them for letters of credit,we take more orders
pdtb-wsj_0041-58,wsj_0041,2,and,else,has managed to get across the idea that Coleman will say anything to get elected governor,-- more important -- has been able to put the onus for all the negative campaigning on Coleman
pdtb-wsj_0756-67,wsj_0756,3,when,sync,The blueprint is at its vaguest,"referring to the fate of the two powerful economic institutions that seem likely to oppose such sweeping plans: the State Planning Committee, known as Gosplan, and the State Committee for Material Supply, or Gossnab"
pdtb-wsj_1299-16,wsj_1299,4,also,else,was co-chairman of Mr. Bush's Arizona campaign committee in last year's election,worked for Mr. Bush in the 1980 election
pdtb-wsj_1159-5,wsj_1159,5,and,else,the law unfairly strips defendants of assets before a jury determines they have committed a crime,aggressive use of the forfeiture provisions can ruin corporate defendants or force them into unfavorable plea bargains
pdtb-wsj_0675-4,wsj_0675,6,still,else,"Bear Stearns, Morgan Stanley and Oppenheimer joined PaineWebber in suspending stock-index arbitrage trading for their own accounts",stock-index funds are expected to continue launching big programs through the market
pdtb-wsj_0051-1,wsj_0051,7,meanwhile,else,"Fujitsu Ltd. 's top executive took the unusual step of publicly apologizing for his company's making bids of just one yen for several local government projects, while computer rival NEC Corp. made a written apology for indulging in the same practice","business and government leaders rebuked the computer makers, and fretted about the broader statement the companies' actions make about Japanese cutthroat pricing"
pdtb-wsj_1203-77,wsj_1203,8,but,else,"The sale to the Chinese government of 330,000 metric tons of wheat under the government's export enhancement program was announced after the close of trading Monday",the sale was expected and failed to buoy prices yesterday
pdtb-wsj_0450-57,wsj_0450,9,and,else,convicted,sentenced to prison terms of four and 12 years
pdtb-wsj_0453-26,wsj_0453,0,while,else,"advertisers in the past couple of years have learned to turn on a dime, to crash out ads in days or even hours",TV commercials typically take weeks to produce
pdtb-wsj_1695-29,wsj_1695,1,for example,else,"Third, the theory suggests why legislators who pay too much attention to national policy making relative to local benefit-seeking have lower security in office","first-term members of the House, once the most vulnerable of incumbents, have become virtually immune to defeat"
pdtb-wsj_0578-37,wsj_0578,2,and,else,"the film's release date was moved up ""by many months"" to December","plans for a soundtrack ""worth millions of dollars"" were dropped"
pdtb-wsj_2402-25,wsj_2402,3,instead of,else,"the executive's internal rivals, led by a loutish American, demand his resignation",closing ranks to protect the firm's reputation
pdtb-wsj_1171-15,wsj_1171,4,but,else,It was chaotic,we like to call it 'controlled chaos
pdtb-wsj_2109-12,wsj_2109,5,but,else,"The magazine had its best year yet in 1988, when it celebrated its centennial and racked up a 17% gain in ad pages, to 283","this year, when the hullabaloo surrounding its centennial died, so too did some advertiser interest"
pdtb-wsj_0255-1,wsj_0255,6,and,else,limits rate increases for three years,ties future charges to customers for operation of the troubled Pilgrim Nuclear Power Station to that plant's performance
pdtb-wsj_1819-35,wsj_1819,7,and,else,aren't damages,thus aren't covered under commercial policies
pdtb-wsj_2412-12,wsj_2412,8,as well as,else,imposing stern obligations,conferring rights
pdtb-wsj_2346-11,wsj_2346,9,but,else,"A handful of hot retail locations, such as the 57th Street and Madison and Fifth Avenue areas, have been able to sustain what many see as astronomical rents. And, in some neighborhoods, rents have merely hit a plateau","on average, Manhattan retail rents have dropped 10% to 15% in the past six months alone"
pdtb-wsj_1504-16,wsj_1504,0,then,precede,the court members asked many questions,the chairman said they would like to hear his manager's side and talk to witnesses
pdtb-wsj_0309-39,wsj_0309,1,and,else,looking into,doing something about
pdtb-wsj_1812-3,wsj_1812,2,still,else,Some analysts say the latest results only seem pale by comparison with a spectacular second half of 1988,AMR's stumble doesn't bode well for the rest of the industry
pdtb-wsj_2017-22,wsj_2017,3,and,else,boost tobacco prices,promote anti-smoking education
pdtb-wsj_1056-4,wsj_1056,4,otherwise,else,The percent difference compares actual profit with the 30-day estimate where at least three analysts have issues forecasts in the past 30 days,actual profit is compared with the 300-day estimate
pdtb-wsj_2113-48,wsj_2113,5,for instance,else,"There, on one of his first shopping trips, Mr. Paul picked up several paintings at stunning prices","He paid $2.2 million for a still life by Jan Jansz. den Uyl that was expected to fetch perhaps $700,000"
pdtb-wsj_0400-41,wsj_0400,6,although,else,they started falling soon afterward,the notes held at a price of 92 to 93 immediately after the reset
pdtb-wsj_0937-17,wsj_0937,7,or,else,All of that is just for starters,so the hundreds of thousands of Eastern Europeans in the streets seem to hope and are certainly demanding
pdtb-wsj_1635-49,wsj_1635,8,and,else,buy much smaller amounts,care less about relative performance than in preserving what they have
pdtb-wsj_0004-7,wsj_0004,9,before,precede,"Nevertheless yields ""may blip up again","they blip down"" because of recent rises in short-term interest rates"
pdtb-wsj_1929-38,wsj_1929,0,and,else,goes capitalist,increases trade with West Germany
pdtb-wsj_1628-7,wsj_1628,1,and,else,relented,said they wouldn't offer their own proposal as they had planned
pdtb-wsj_0979-8,wsj_0979,2,after,precede,MGM/UA terminated the $1.5 billion merger because of a dispute over a $50 million letter of credit,Qintex Entertainment found itself facing problems of its own
pdtb-wsj_1004-28,wsj_1004,3,by contrast,else,the wavelengths of even ultraviolet light are long enough so that the images they draw may be too blurry -- much as someone using a wide paintbrush could produce a broad line but would have trouble painting a thin one,X-rays travel straighter and can be focused more tightly than light
pdtb-wsj_2064-11,wsj_2064,4,and,else,has supported a larger role for the IMF in developing-country debt issues,is an important financial resource for IMF-guided programs in developing countries
pdtb-wsj_0702-8,wsj_0702,5,and,else,is currently being developed,is slated to start production by the end of the year
pdtb-wsj_2256-3,wsj_2256,6,after,precede,being down as much as 63.52 points in the morning,"The Dow Jones industrials closed up 88.12 points, at 2657.38, the fourth-biggest gain ever"
pdtb-wsj_1394-48,wsj_1394,7,as well,else,"though couriers work as many as 60 hours a week during the autumn rush, they leave early during slack times while still being assured of a minimum paycheck",Pilots routinely fly overtime to ensure that none are furloughed during seasonal lows
pdtb-wsj_0937-69,wsj_0937,8,when,precede,all else has failed and you are pinned,As a last recourse apologize for having disappointed those who trusted you but deny having actually done anything wrong
pdtb-wsj_2377-34,wsj_2377,9,when,sync,we've got trouble,such slapping doesn't occur
pdtb-wsj_0231-32,wsj_0231,0,but,else,The golden share was scheduled to expire at the beginning of,"although the golden share has been waived, a hostile bidder for Jaguar would still have to alter the British concern's articles of association which ban shareholdings of more than 15%"
pdtb-wsj_0328-25,wsj_0328,1,while,sync,Congress and the White House are squeezed too by steady increases -- $551 million -- in veteran's medical care,pursuing these initiatives
pdtb-wsj_1271-6,wsj_1271,2,and,else,take several weeks to repair the bridge,several months to repair some of the 101 connections
pdtb-wsj_0742-46,wsj_0742,3,and,else,"For one thing, the Chicago futures exchanges have political and financial clout -- including many friends in Congress",traders say that futures have become an accepted part of the financial landscape
pdtb-wsj_0955-47,wsj_0955,4,by then,precede,which was next to his desk,"Stunned, Mr. Breeden turned to his market-monitoring computer"
pdtb-wsj_1787-0,wsj_1787,5,and,else,Colorado National is a unit of Colorado National Bankshares Inc,Central is a unit of First Bank System of Minneapolis
pdtb-wsj_2232-56,wsj_2232,6,as,precede,"Goldman, Sachs & Co. stepped in and bought",then it shot upward 7 1/2
pdtb-wsj_1319-24,wsj_1319,7,as,sync,keep up,the European Community prepares to reduce internal trade barriers by 1992
pdtb-wsj_1657-54,wsj_1657,8,and,else,funded by the U.S,affiliated with the Voice of America (VOA)
pdtb-wsj_0120-27,wsj_0120,9,and,else,more serious applications are in the wings,that is where the future growth is expected
pdtb-wsj_1322-4,wsj_1322,0,for example,else,Such news is good for bonds,today the Department of Commerce is scheduled to release the September durable goods report. The consensus forecast of 14 economists surveyed by Dow Jones Capital Markets Report is for a 1.2% drop in September orders. That would follow a 3.9% advance in August. Bonds received a bigger boost later in the day when stock prices moved broadly lower. The Dow Jones Industrial Average fell 26.23 points to 2662.91
pdtb-wsj_1506-28,wsj_1506,1,but,else,"notification was required even if the U.S. ""gets wind"" of somebody else's coup plans that seem likely to endanger a dictator's life",the rule only covered coup plans directly involving the U.S
pdtb-wsj_1943-5,wsj_1943,2,but,else,"The bond issue is TVA's first public offering since the Financing Bank was created in 1974, primarily to finance the TVA",the offering almost didn't happen
pdtb-wsj_1273-63,wsj_1273,3,or,else,paid off before maturity,transferred to another institution at a lower rate
pdtb-wsj_1328-7,wsj_1328,4,when and if,precede,the trust runs out of cash,it will need to convert its Manville stock to cash
pdtb-wsj_2407-42,wsj_2407,5,but,else,"The ""omnibus"" bill coming out of Congress may be unwholesome glop",the assorted chefs are happy and the restaurant is pushing the dish very hard
pdtb-wsj_2234-29,wsj_2234,6,and,else,"Among rail and highway accounts, the agreement provides $615 million for Amtrak, including $85 million for capital improvements","federal-formula grants for mass transit would be effectively frozen at $1.625 billion, or $20 million more than last fiscal year"
pdtb-wsj_0472-31,wsj_0472,7,for instance,else,"the company ""faces significant challenges and risks,"" on both its commercial and government contracts","spending on Pentagon programs is shrinking, and Boeing is either the prime contractor or a major supplier on many important military projects, including the B-2 Stealth bomber, the V-22 Osprey tilt-rotor aircraft and the Air Force's next-generation tactical fighter"
pdtb-wsj_0018-23,wsj_0018,8,in addition,else,The SEC documents describe those chips as being so fragile and minute they will require special robotic handling equipment,the Cray-3 will contain 16 processors -- twice as many as the largest current supercomputer
pdtb-wsj_0631-0,wsj_0631,9,and,else,joined the wave of global airline alliances,signed a wide-ranging cooperation agreement with archrival Scandinavian Airlines System
pdtb-wsj_0653-5,wsj_0653,0,also,else,"it filed suit in U.S. District Court in Delaware against a group led by Burt Sugarman, seeking to block the investors from buying more shares","it formed a committee of three directors, who aren't associated with either the Patterson or Sugarman groups, to analyze the situation"
pdtb-wsj_1887-6,wsj_1887,1,in addition,else,"For one thing, Digital, Maynard, Mass., has sold fewer machines","its machines are typically easier to operate, so customers require less assistance from software"
pdtb-wsj_1464-44,wsj_1464,2,as,sync,yields on all Treasury securities may rise this week,the market struggles to absorb the new supply
pdtb-wsj_1375-27,wsj_1375,3,while,else,In recent months there has been heavy selling of junk bonds by some of the market's traditional investors,new buyers haven't materialized to replace them
pdtb-wsj_0583-27,wsj_0583,4,but,else,Attitudes {toward being acquired} are still negative,they're becoming more positive
pdtb-wsj_1647-10,wsj_1647,5,and,else,expand the deduction for individual retirement accounts,"also to bring back income averaging for farmers, a tax preference that allows income to be spread out over several years"
pdtb-wsj_0900-9,wsj_0900,6,and,else,all our large clients in Germany are becoming European companies or multinational companies,"they expect an insurance broker"" to serve them as well in Paris as in Germany"
pdtb-wsj_0758-97,wsj_0758,7,but,else,"In an interview, Mr. Thomson, who is married and has three grown children, says he has few ties to baseball these days, other than playing old-timers games now and again","his fans, to his constant amazement, never let him forget the famous four-bagger"
pdtb-wsj_0328-6,wsj_0328,8,but,else,"On a 394-21 roll call, the House adopted the underlying transportation measure",the bill still faces budget questions because it also is the vehicle for an estimated $3.1 billion in supplemental appropriations for law enforcement and anti-drug programs
pdtb-wsj_1249-25,wsj_1249,9,and,else,hire competent Americans,"say, `Let them run only their own show"
pdtb-wsj_1512-4,wsj_1512,0,with,else,Many economists see even slower GNP growth for the remainder of the year,some leaning more strongly toward a possible recession
pdtb-wsj_1696-13,wsj_1696,1,also,else,"in a footnote to the fall of House Speaker James Wright this year, the conference voted to rescind $11.8 million in unspent EDA funds for a Fort Worth, Texas, stockyards project that figured in ethics charges against the former Democratic leader",Fiscal pressures forced the adoption of new fees charged by federal agencies
pdtb-wsj_2144-7,wsj_2144,2,but,else,quickly became eye openers for their makers,the new lens became the eye of a storm
pdtb-wsj_2210-49,wsj_2210,3,as,sync,"traders who had called to place sell orders changed their line in mid-conversation, ordering buys instead",the news spread that Wall Street was moving up
pdtb-wsj_0186-52,wsj_0186,4,and,else,They are our version of the East bloc's Nomenklatura,they have absolutely no wish to see anything change
pdtb-wsj_0990-48,wsj_0990,5,then,precede,first bought by the institute,"sold at low prices to ""unscrupulous businessmen"" who resold them to the institute at inflated prices"
pdtb-wsj_1505-12,wsj_1505,6,and,else,spent more time on analyzing factors that caused the Friday plunge,realized these problems were unique to New York stocks and not directly related to Tokyo
pdtb-wsj_1778-50,wsj_1778,7,as,sync,There was a horrible smell of gas,I passed the Chevron refinery before crossing the Richmond-San Rafael Bridge
pdtb-wsj_1146-117,wsj_1146,8,yet,else,until the state couldn't hold up its end of that bargain,the state alone sells seeds and machines
pdtb-wsj_1647-22,wsj_1647,9,and,else,It's a Swiss-cheese factory,the cheese smells pretty good
pdtb-wsj_0325-6,wsj_0325,0,and,else,issuing $150 million in preferred stock,commencing an exchange offer for $52 million in convertible bonds
pdtb-wsj_1743-44,wsj_1743,1,and,else,stepping on cracks,knocking on wood
pdtb-wsj_1464-24,wsj_1464,2,as,sync,which should benefit more quickly than longer-term bonds,interest rates fall
pdtb-wsj_1591-6,wsj_1591,3,before,precede,Europeans will have these machines in their offices,Americans do
pdtb-wsj_0186-9,wsj_0186,4,although,else,Mr. Mariotta still could qualify as a minority person,of Italian ancestry
pdtb-wsj_1317-82,wsj_1317,5,but,else,some analysts questioned whether Mr. Phillips would have the skills Ogilvy needs to turn the agency around,other analysts said that having Mr. Phillips succeed Mr. Roman would make for a smooth transition
pdtb-wsj_1671-24,wsj_1671,6,and,else,pro-life Republicans met at the White House with Chief of Staff John Sununu on Monday,Mr. Bush quickly signaled a veto
pdtb-wsj_1575-0,wsj_1575,7,though,else,third-quarter profit rose more than 15% from a year earlier,the gain is wholly due to asset sales
pdtb-wsj_1630-3,wsj_1630,8,after,precede,the bank's new back office center is completed in 1993,most of whom will be moved to downtown Brooklyn
pdtb-wsj_0207-56,wsj_0207,9,but,else,"It was not an unpleasant evening, certainly, thanks to the high level of performance, the compositional talents of Mr. Douglas, and the obvious sincerity with which Mr. Stoltzman chooses his selections",it was neither deep nor lasting: light entertainment that was no substitute for an evening of Brahms
pdtb-wsj_0585-32,wsj_0585,0,when,sync,It's harder to sell stocks,the sell programs come in
pdtb-wsj_1767-18,wsj_1767,1,as,sync,in 1988 they reached that goal,"sales hit 15,261 cars"
pdtb-wsj_1870-76,wsj_1870,2,but,else,There's nothing positive about an earthquake,it will probably generate more construction activity
pdtb-wsj_1617-4,wsj_1617,3,when,sync,"this week, the industry's efforts will go national for the first time",it unveils a $7 million advertising campaign
pdtb-wsj_0634-20,wsj_0634,4,when,sync,"On its own, Dentsu's muscle in Japan may count for little in major foreign markets",seeking non-Japanese clients
pdtb-wsj_0087-3,wsj_0087,5,at the same time,sync,"As a Foster Corporate Parent, you'll be helping a neighborhood S&L in areas crucial to its survival",you'll give your Foster Savings Institution the gift of hope and freedom from the federal regulators who want to close its doors -- for good
pdtb-wsj_0120-19,wsj_0120,6,also,else,Most in demand: classic photographs by masters such as Stieglitz and Man Ray,"much contemporary work is fetching ""a great deal of money"
pdtb-wsj_1690-7,wsj_1690,7,but,else,Mr. Bennett declined to name the area officials who he believes have impeded plans for building more federal prisons to ease Washington's problem,other Bush administration officials have criticized Maryland Gov. William Schaefer for blocking the use of possible sites in that state
pdtb-wsj_0562-36,wsj_0562,8,then,precede,"First, they produced a flowchart detailing the process by which an air-separation plant actually gets built",they identified snags in the process
pdtb-wsj_0277-6,wsj_0277,9,but,else,"On balance, we think it will be positive",some Japanese government officials and businessmen worry that the prominent purchase is just the sort of deal that should be avoided for the time being
pdtb-wsj_1618-60,wsj_1618,0,and,else,some interior plaster had broken loose,"there had been water damage, but little else"
pdtb-wsj_0207-34,wsj_0207,1,also,else,"Glamorous and pure-voiced as ever, Ms. Collins sang Joni Mitchell's ""For Free"" -- about an encounter with a street-corner clarinetist, to which Mr. Stoltzman contributed a clarinet obligatto -- and Mr. Douglas's lush setting of a Gaelic blessing, ""Deep Peace","Deep Peace"" featured a slide show of lovely but predictable images of clouds, beaches, deserts, sunsets, etc"
pdtb-wsj_0427-0,wsj_0427,2,but,else,Vice Chancellor Maurice A. Hartnett III of Delaware's Court of Chancery heard arguments for more than two hours here,he made no comment and asked no questions
pdtb-wsj_1962-27,wsj_1962,3,simultaneously,sync,simply sells the stock at a loss,sells the put at a profit
pdtb-wsj_1586-51,wsj_1586,4,also,else,"Besides adding to sales, leathers also attract retailers who may buy furs later",Other furriers have benefited from leathers
pdtb-wsj_1735-37,wsj_1735,5,in,sync,Two other money managers spoke on the condition they not be named,explaining why they have sold large amounts of H&R Block stock this year
pdtb-wsj_1037-31,wsj_1037,6,or,else,improve products,add new ones
pdtb-wsj_1944-6,wsj_1944,7,but,else,came before the U.S. stock market's plunge last Friday,still proved slightly profitable
pdtb-wsj_1624-53,wsj_1624,8,while,else,"Thus, higher bidding narrows the investor's return",lower bidding widens it
pdtb-wsj_0584-11,wsj_0584,9,also,else,it expects to borrow the money to pay the dividend,That money would have to be borrowed
pdtb-wsj_1313-6,wsj_1313,0,although,else,"viewers will no longer have to endure the shouting of ""Mort! Mort! Mort",there will be a studio audience
pdtb-wsj_0290-46,wsj_0290,1,and,else,"lie down in the street, blocking traffic",will not move until the authorities carry them away
pdtb-wsj_1562-41,wsj_1562,2,and,else,Sell stops must be entered at a price below the current market price,buy stops above
pdtb-wsj_2205-10,wsj_2205,3,before,precede,all eyes were on early trading in Tokyo for a clue as to how widespread the fallout might be,the opening of trading here yesterday
pdtb-wsj_2053-24,wsj_2053,4,though,else,the administration's deal with Congress gives several congressional committees the right to cut off even humanitarian aid next month,the committees are likely to let aid continue until February
pdtb-wsj_1962-41,wsj_1962,5,but,else,"There are more than 650 stocks on which options may be bought and sold, including some over-the-counter stocks",some investors might prefer a simpler strategy then hedging their individual holdings
pdtb-wsj_1268-6,wsj_1268,6,though,else,it has emerged in recent years as a feared adversary in this graphics portion of the workstation market,"Silicon Graphics is much smaller than Digital, Hewlett and Sun"
pdtb-wsj_1270-37,wsj_1270,7,previously,precede,regulators insisted that franchisers pre-register such changes with the state -- a costly process taking at least six weeks,"With some new rules, state officials say they made it easier -- and faster -- to sell new franchises whose terms stray from those in state-registered contracts"
pdtb-wsj_0179-18,wsj_0179,8,and,else,hold Columbia's junk bonds,perhaps do merchant banking
pdtb-wsj_0790-65,wsj_0790,9,but,else,"Buried in the work is a meditation on the morality of art, and on the struggle for integrity in an unfair world","again, the themes get tangled in Mr. Mahfouz's elliptical storytelling"
pdtb-wsj_0415-57,wsj_0415,0,and,else,vowing to withhold payments on the foreign debt,"saying he ""wouldn't go around putting the country up for sale to the highest bidder"
pdtb-wsj_0437-5,wsj_0437,1,and,else,were lower than expected,acted as a price depressant
pdtb-wsj_1853-17,wsj_1853,2,also,else,"First, it had trouble manufacturing a chip for its mainframes, IBM's bread-and-butter business. Then it had a series of smaller glitches, including problems manufacturing certain personal computers and the delay in the announcement of some important workstations. Finally, IBM had to delay the introduction of some high-end disk drives, which account for 10% of its $60 billion of annual revenue","There are other factors at work that are outside IBM's control, such as currency exchange rates"
pdtb-wsj_1705-39,wsj_1705,3,and,else,The North Texas Chevy Dealers recently had a record sales month after the debut of ad campaign that thumbs its nose at elite Easterners,"deposits at NCNB Texas National Bank, a unit of NCNB Corp., Charlotte, N.C., have increased $2 billion since last year after heavy advertising stressing commitment to Texas"
pdtb-wsj_1323-33,wsj_1323,4,and,else,working for IBM,wearing a necktie
pdtb-wsj_1192-42,wsj_1192,5,also,else,"Airlines tried to restrict the program substantially by limiting the offer to certain days of the week, but it still was apparently used far more heavily than the airlines expected",Airlines say their frequent-flier programs are squeezing profits because awards are being redeemed at a heavier-than-normal rate
pdtb-wsj_0955-39,wsj_0955,6,but,else,It was a fairly stressful weekend,"if you hadn't had Richard Breeden there, it wouldn't have made much of a difference"
pdtb-wsj_0527-5,wsj_0527,7,additionally,else,"Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7. In composite trading on the New York Stock Exchange Friday, Crossland closed at $5.25, down $1.875, a 26% decline","Crossland reported a third-quarter loss of $175.5 million, or $13.44 a share"
pdtb-wsj_0553-14,wsj_0553,8,and,else,"There are the supply-side globalists, who seek to spread the advantages of a common currency through fixed exchange rates","there are the twin-deficit Keynesians, who predict/advocate devaluations to balance trade flows"
pdtb-wsj_0146-6,wsj_0146,9,although,else,sources said the Dingell plan would abandon the president's proposal for a cap on utilities' sulfur-dioxide emissions,final details weren't available
pdtb-wsj_1017-3,wsj_1017,0,but,else,Democrats voted to override by a 3-1 margin,"Republicans were equally firm in support of the president, who has threatened to make abortion a decisive issue on at least three separate fiscal 1990 spending bills"
pdtb-wsj_1447-20,wsj_1447,1,and,else,emerged the victor of the review,retained the business
pdtb-wsj_2013-164,wsj_2013,2,but,else,"For instance, he helped steal the May 1984 Panamanian elections for the ruling party","just one month later, he also contributed $100,000 to a Contra leader, according to documents released for Oliver North's criminal trial in Washington, D.C"
pdtb-wsj_1423-4,wsj_1423,3,and,else,weren't part of the actual cases decided,never were contemplated by the justices
pdtb-wsj_0314-39,wsj_0314,4,then,precede,measure the effectiveness of medical treatments,to draft medical-practice guidelines
pdtb-wsj_1688-19,wsj_1688,5,and,else,collapsed,killed more than 200 commuters
pdtb-wsj_0741-26,wsj_0741,6,and,else,seek out corporate financing business,"sell investment products on behalf of the family's mainstay banking units: N M Rothschild & Sons Ltd. in London, Rothschild & Cie. in Paris and Rothschild Bank AG in Zurich"
pdtb-wsj_1003-19,wsj_1003,7,when,sync,by holding higher-cost inventory,raw material costs of such key products as nickel dropped
pdtb-wsj_2109-4,wsj_2109,8,in,else,"Worse, it lagged behind competitors","offering now-standard gimmicks, from regional editions to discounts for frequent advertisers"
pdtb-wsj_0409-66,wsj_0409,9,and,else,It's an activity she feels she can do for life,"by pulling a golf cart, she still gets a good workout"
pdtb-wsj_0788-47,wsj_0788,0,and,else,"permit careful consideration of all the implications, positive and negative, of the proposed resolutions to those problems",avoid creating a marketplace where no one trades
pdtb-wsj_0969-0,wsj_0969,1,after,precede,Pittston refused to sign the UMW's national labor pact,The union called the strike in April
pdtb-wsj_2327-5,wsj_2327,2,while,else,Salomon's warrants are the first here to be issued by a third party,Hong Kong companies have in the past issued warrants on their own shares
pdtb-wsj_1041-4,wsj_1041,3,but,else,Adults with AIDS have had access to AZT since FDA approved the drug's usage for adults in March 1987,"despite more than two years of research showing AZT can relieve dementia and other symptoms in children, the drug still lacks federal approval for use in the youngest patients"
pdtb-wsj_1499-58,wsj_1499,4,but,else,all over the world nations are learning that well-intentioned public programs often backfire,"while they are unloading these burdens, the United States is close to creating three more big ones"
pdtb-wsj_1760-10,wsj_1760,5,afterwards,precede,serve tea and coffee,then wash the cups and saucers
pdtb-wsj_1178-6,wsj_1178,6,and,else,Any acquisition of Farmers needs the approval of insurance commissioners in the nine states where Farmers operates,"Mr. Bebear's trip will take him to Idaho, Arizona and New York after his stay here"
pdtb-wsj_1515-30,wsj_1515,7,and,else,sales multipled more than 10 times,pretax profit surged almost twelvefold
pdtb-wsj_0909-50,wsj_0909,8,even though,else,"Anne Burford, the former EPA chief who resigned under fire in 1983 during a flap with Congress, was kayoed in the confrontation",she was never charged with official wrondgoing
pdtb-wsj_1154-50,wsj_1154,9,when,sync,rising deliriously,she remembers the great parties she used to throw
pdtb-wsj_1416-15,wsj_1416,0,and,else,It is naivete to equate a government's policies with the will of the people,it is even worse folly to merge the clearly divergent agendas of Fidel and the military and the state bureaucracy
pdtb-wsj_0984-70,wsj_0984,1,while,sync,Manhattan Community Board 1 passed a resolution against South Gardens,the model was still on view
pdtb-wsj_2278-10,wsj_2278,2,and,else,sentenced by a U.S. judge in New York to six years in prison,"fined $250,000"
pdtb-wsj_1429-14,wsj_1429,3,and,else,The Rafale project is the result of France's inability jointly to develop a plane with other countries,French officials question whether the state can continue paying for expensive independent programs
pdtb-wsj_1755-8,wsj_1755,4,but,else,Some results are self-explanatory,other figures are surprising
pdtb-wsj_2330-1,wsj_2330,5,and,else,wheat prices remain stubbornly high,they're likely to stay that way for months to come
pdtb-wsj_0417-9,wsj_0417,6,before,precede,he and his investment banker would need access to full financial records,firming up the offer
pdtb-wsj_0955-34,wsj_0955,7,and,else,avoided making market-jarring comments,worked to gather information critical to Wall Street and to other government agencies
pdtb-wsj_1569-106,wsj_1569,8,and,else,sponsors might not pick the stocks that will match the market,"they're leaning more toward fixed income, whose returns after tax have trailed tuition increases"
