id,fold,type,label,text1,text2
because-wsj_1780.ann-E24-r,3,Consequence,else,buy-outs in advance,Mr. Skinner
because-wsj_2465.ann-E6-r,4,Motivation,else,they would blow up the Bogota newspaper's offices,it continued to distribute in Medellin
because-1851284.ann-E3-r,5,Purpose,else,Mr. Bush stepped before the microphones in Washington,announce that he would help convene a series of meetings beginning this fall of the worlds' 15 biggest emitters of greenhouse gases (the United States is No. 1) to develop a long-term ``global strategy'' for dealing with climate change
because-1852160.ann-E3-r,6,Motivation,else,they wouldn't play politics for their own interests,the cost of their ambition was to make this problem even harder to solve
because-CHRG-110hhrg44900-1.ann-E49-r,7,Consequence,else,our economy continue to grow,strong capital markets
because-CHRG-110hhrg44900-1.ann-E111-r,8,Motivation,else,Chairman Bernanke will be before this committee next week,the Humphrey-Hawkins hearing on the economy
because-1855648.ann-E34-r,9,Consequence,else,voting in individual cases,judges
because-wsj_1248.ann-E1-r,0,Purpose,else,The United Kingdom carrier had planned the issue,help finance its $750 million purchase of a 15% stake in UAL
because-1852142.ann-E12-r,1,Consequence,else,"fresh talks culminating in the Kyoto Protocol, negotiated in Japan in 1997 and enacted in 2005, which has binding limits on emissions for three dozen industrialized countries",Emissions rose relentlessly
because-Article247_327.ann-E6-r,2,Consequence,else,The Journal editorial page gets one point,failing to note the pardon in its initial Op-Ed by Dorothy Rabinowitz on Feb. 19
because-CHRG-111shrg61651.ann-E27-r,3,Motivation,else,I do this,I think the culture from the capital markets that rubs off has to do with risk taking
because-1854691.ann-E10-r,4,Consequence,else,"none of the bullet wounds to the four bodies, which had all been shot in the head",shots fired closer than two feet away
because-1852919.ann-E11-r,5,Motivation,else,The Justice Department would become involved,"it were determined there was a possible violation of the Foreign Corrupt Practices Act, which forbids companies from making payments to foreign officials to win contracts"
because-wsj_2070.ann-E2-r,6,Consequence,else,the dollar plunged to an intraday low of 140.95 yen,the release of the U.S. trade figures
because-wsj_1780.ann-E13-r,7,Consequence,else,a takeover in advance,the Transportation Department
because-20020731-nyt.ann-E84-r,8,Motivation,else,I will help the poor and needy by giving them affordable rates,I become a technician
because-ArticleIP_1060.ann-E4-r,9,Consequence,else,it could only be determined case by case and by the woman's own doctor,the point of viability varies
because-ArticleIP_1060.ann-E18-r,0,Consequence,else,viability even more important,the Casey decision
because-1852160.ann-E19-r,1,Consequence,else,"the current compromise, despite making illegal immigrants pay hefty fines and wait years for citizenship, was not good enough",workers could apply for visas that would allow them to stay indefinitely
because-1826095.ann-E9-r,2,Consequence,else,Guinea has been in turmoil for more than a month,"labor unions and other civic groups have demanded that the ailing leader, Lansana Conté, step aside"
because-wsj_1121.ann-E15-r,3,Consequence,else,hold back the sea,A companion jetty
because-wsj_2033.ann-E5-r,4,Consequence,else,we are left staring at rules that are almost impossible to implement,there are so many complex depreciation calculations to do
because-1854017.ann-E10-r,5,Consequence,else,several other attempts,Iraqi security forces
because-1852935.ann-E7-r,6,Consequence,else,President Bush deserved some credit,helping keep America from being attacked again
because-wsj_1628.ann-E8-r,7,Motivation,else,I may want to offer additional amendments,the bill comes to the floor
because-wsj_1446.ann-E2-r,8,Purpose,else,"which refer people to lawyers, usually personal-injury specialists",in-office consultation
because-1853335.ann-E10-r,9,Motivation,else,make changes to Vista,Google's complaint
because-1818333.ann-E13-r,0,Purpose,else,"General Pace traveled to Crawford, Tex.",meet with Mr. Bush
because-1854691.ann-E18-r,1,Motivation,else,"Corporal Sharratt had shot the men in a cramped, darkened bedroom",self-defense
because-1855590.ann-E17-r,2,Consequence,else,"you can secure Iraq, and the occupation will have no choice but to leave",you work together
because-wsj_1963.ann-E4-r,3,Motivation,else,any support for reducing the bill,their desire to see them passed in another form
because-1852919.ann-E4-r,4,Consequence,else,the complete wreckage of a vital strategic relationship for our country,the investigation
because-1824078.ann-E2-r,5,Purpose,else,that were issued,bail out the city from the fiscal crisis of the 1970s
because-CHRG-110hhrg44900-2.ann-E97-r,6,Motivation,else,Congress immediately responded by passing Sarbanes-Oxley,"we immediately said, well, it must have happened because we didn't have enough regulation"
because-1855404.ann-E6-r,7,Motivation,else,the presence of thousands more American and Iraqi troops,the beginning of the Baghdad security plan in February
because-wsj_1506.ann-E28-r,8,Purpose,else,work together,develop a clear and appropriate policy to help the country in the future
because-CHRG-110hhrg44900-2.ann-E68-r,9,Consequence,else,the system work better,"Avoiding the moral hazard, having strong market discipline"
because-CHRG-111shrg61651.ann-E25-r,0,Purpose,else,that have to exist,the particular purpose
because-wsj_1455.ann-E3-r,1,Purpose,else,opening windows,cut indoor air pollution
because-1855419.ann-E8-r,2,Motivation,else,Mr. Pearlstine retired from Time Inc.,his decision
because-wsj_1603.ann-E28-r,3,Consequence,else,persuade Hanoi to take the reform path,"Her success, which included alleviating an urban food shortage in the early 1980s"
because-wsj_1963.ann-E8-r,4,Motivation,else,streamline the House version,a House-Senate conference
because-1845580.ann-E11-r,5,Consequence,else,do this,our military and civilian components
because-wsj_1700.ann-E1-r,6,Motivation,else,the State Department is talking again about accepting an ``interim'' coalition government in the Cambodian capital of Phnom Penh,Vietnam appears to have pulled out its occupation army
because-1854158.ann-E7-r,7,Motivation,else,The battle began,American and Afghan forces were attacked by more than 30 fighters
because-CHRG-110hhrg44900-2.ann-E72-r,8,Purpose,else,supervisory oversight of those institutions,"make sure that they are in fact doing what they need to do to be safe and sound, are not taking advantage of the implicit backstop"
because-1851288.ann-E2-r,9,Consequence,else,them to mediate their cultural and social interactions,a people
because-1851266.ann-E5-r,0,Consequence,else,the deal would overturn 30 years of American sanctions on the sale of civilian nuclear technology -- fuel and reactors -- to India,finalized
because-1821517.ann-E20-r,1,Purpose,else,Mr. Hadley made a point of turning around and looking directly at her,signify he knew she was Ms. Mitchell's source
because-1820510.ann-E3-r,2,Consequence,else,his soldiers believe that distinguishing combatants from noncombatants -- a main tenet of the military's standing rules of engagement -- was not necessary during the May 9 mission,The colonel
because-ArticleIP_1060.ann-E27-r,3,Motivation,else,Eleven states have banned the procedure called intact dilation and extraction (IDE)--also known as partial-birth abortion,the belief that this procedure is used mainly post-viability
because-1855648.ann-E5-r,4,Motivation,else,The issue is drawing attention,"increasing efforts by the mentally ill and their advocates to secure voting rights, and mounting concern by psychiatrists and others who work with the elderly about the rights and risks of voting by people with conditions like Alzheimer's disease and dementia"
because-CHRG-110hhrg44900-1.ann-E4-r,5,Motivation,else,we are going to hold pretty firmly to the 5-minute rule,the importance of this
because-1851265.ann-E32-r,6,Motivation,else,"lawmakers are looking for any money sources that can be directed to unrelated bills in education, for example",new ``pay as you go'' rules that now compel lawmakers not to increase the federal deficit with any new spending or tax proposals
because-1851266.ann-E2-r,7,Consequence,else,negotiations over the details have made only slow progress,both countries have shied away from making politically delicate concessions
because-1855594.ann-E3-r,8,Purpose,else,"North Korea has invited inspectors from the International Atomic Energy Agency, the United Nations' nuclear monitoring program, to visit",talks about verifying and monitoring a shutdown
because-wsj_2125.ann-E10-r,9,Consequence,else,it easier for managers to raise the necessary capital and pay back the resulting debt,the lower prices these retail chains are now expected to bring
because-1854753.ann-E8-r,0,Consequence,else,efforts by the Maliki government in Baghdad,Mr. Gates
because-CHRG-110hhrg44900-1.ann-E7-r,1,Consequence,else,problems,Something that simple
because-1853957.ann-E5-r,2,Consequence,else,endear lawmakers to constituents,earmarks
because-1854585.ann-E3-r,3,Purpose,else,Israel act more forcefully in Gaza,crack down on Hamas militants
because-1854626.ann-E17-r,4,Consequence,else,scientific research and the discovery of new cures,the governor
because-1854364.ann-E6-r,5,Motivation,else,some of whom fled Baghdad,the security crackdown
because-Article247_327.ann-E13-r,6,Consequence,else,"Rabinowitz's efforts on the Times ' behalf weren't really unethical, just puzzling",the two newspapers' intense rivalry
because-1851265.ann-E20-r,7,Consequence,else,H. J. Heinz lost its bid for a $42.6 million tax refund in the United States Court of Federal Claims,the judge in the case ruled that the tax shelter used by the company to generate the claimed loss was a sham
because-20020731-nyt.ann-E44-r,8,Motivation,else,The United States once distanced itself from Mahathir,strong-arm tactics with political rivals
because-1854824.ann-E12-r,9,Motivation,else,supporting the war in Vietnam,American generals had ``brainwashed'' him
because-1851286.ann-E5-r,0,Consequence,else,police work and prosecutions,the eyewitness
because-wsj_1931.ann-E1-r,1,Motivation,else,a round of dollar sales in early Asian trade,News of the major earthquake in California Tuesday
because-wsj_1803.ann-E6-r,2,Motivation,else,Santa Fe stopped freight trains Tuesday night,its officials inspected track
because-1821059.ann-E34-r,3,Purpose,else,more money should be set aside,members' security
because-wsj_2004.ann-E3-r,4,Consequence,else,so did UAL's stock,bank financing for the buy-out collapsed last week
because-1852711.ann-E6-r,5,Motivation,else,Mrs. Merkel seemed to concede -- without explicitly saying so -- that her plan was off the table,lunch with Mr. Bush
because-wsj_2033.ann-E18-r,6,Motivation,else,Judge Shields rejected its claims,The IRS offered no evidence of hidden sources of taxable income
because-CHRG-110hhrg44900-1.ann-E101-r,7,Motivation,else,the Congress should consider granting the Federal Reserve explicit oversight authority for systemically important payment and settlement systems,robust payment and settlement systems are vital for financial stability
because-CHRG-110hhrg44900-2.ann-E63-r,8,Purpose,else,I want to emphasize what Ben Bernanke said,get there
because-wsj_1041.ann-E3-r,9,Consequence,else,Adults with AIDS have had access to AZT,FDA approved the drug's usage for adults in March 1987
because-20020731-nyt.ann-E88-r,0,Consequence,else,Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting the loan of home state artwork resulted in a violation of your public disclosure obligations under Senate rules,Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting the loan of home state artwork resulted in a violation of the Senate Gifts Rule (35)
because-CHRG-110hhrg44900-1.ann-E128-r,1,Consequence,else,fail,too interconnected
because-1852711.ann-E20-r,2,Purpose,else,leaders of wealthy nations converged Wednesday on a Baltic Sea resort,their annual meeting
because-wsj_1780.ann-E12-r,3,Motivation,else,I don't believe in the airline business you can be totally laissez-faire,the high degree of public interest'' at stake
because-20020731-nyt.ann-E75-r,4,Motivation,else,He built his own home here,he thought he might become a developer
because-1854158.ann-E10-r,5,Consequence,else,"the attack in Sayed Habibullah village, south of the capital, Kabul",Taliban and Al Qaeda fighters
because-wsj_0120.ann-E7-r,6,Motivation,else,Elisa Hollis launched a diaper service last year,"State College, Pa., where she lives, didn't have one"
because-wsj_1504.ann-E21-r,7,Motivation,else,See that they know company personnel policy backwards and forwards,it is the ``law'' governing company courts and adjudicators
because-1852142.ann-E9-r,8,Consequence,else,end policy deadlocks,the president's project
because-1855233.ann-E2-r,9,Motivation,else,"Bush administration officials, and some Democratic presidential candidates as well, are reacting with caution, fearing that democracy could be a recipe for instability",the war faltering
because-1854573.ann-E4-r,0,Purpose,else,who use Islam,convince the young that suicide bombings are the righteous path to a better world
because-1853957.ann-E10-r,1,Consequence,else,evaluate the thousands of requests for projects earlier,insufficient time
because-20020731-nyt.ann-E71-r,2,Consequence,else,it recently received a $2 million grant from Congress,so successful
because-wsj_1803.ann-E3-r,3,Consequence,else,its pickup and delivery of packages,road shutdowns and power failures
because-1854005.ann-E6-r,4,Consequence,else,Mr. Menendez has developed a close working relationship with Mrs. Clinton,their efforts to secure recovery aid for New York and New Jersey after the Sept. 11 terrorist attacks
because-1852935.ann-E9-r,5,Consequence,else,keep America from being attacked again,President Bush
because-wsj_1457.ann-E13-r,6,Purpose,else,"The Dinkins campaign paid Mr. Carson close to $10,000",get out the vote on primary-election day
because-wsj_1803.ann-E19-r,7,Consequence,else,delays for travelers headed to the Bay area,"United Airlines, the largest carrier at San Francisco, was operating only 50% of its scheduled service in and out of the area"
because-CHRG-110hhrg44900-2.ann-E61-r,8,Consequence,else,self-fulfilling prophesies,a regulatory model provide a sense of security
because-wsj_1931.ann-E3-r,9,Motivation,else,the Fed has injected reserves into the banking system in an effort to calm the markets and avert a repeat of 1987's stock market debacle,Friday's dive in stock market prices
because-1855419.ann-E5-r,0,Consequence,else,the magazine's stance,"Jim Kelly, then Time's managing editor"
because-CHRG-110hhrg44900-1.ann-E26-r,1,Purpose,else,"we must ensure that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation",protect against systemic risk
because-wsj_2125.ann-E13-r,2,Consequence,else,already in tumult,concerns associated with bonds issued by the Federated and Allied units of Campeau
because-wsj_1963.ann-E6-r,3,Consequence,else,$16.1 billion in across-the-board spending cuts took effect Monday under the Gramm-Rudman budget law,Failure to pass the bill
because-Article247_327.ann-E17-r,4,Consequence,else,them sound,the Times
because-1851265.ann-E4-r,5,Consequence,else,reap a legitimate tax benefit,"a transaction have genuine economic substance, as well as a legitimate business purpose other than tax savings"
because-wsj_1455.ann-E13-r,6,Motivation,else,some efforts to conserve energy by sealing buildings have had an unintended side effect: high indoor pollution,the 1970s energy crisis
because-20000410_nyt-NEW.ann-E7-r,7,Consequence,else,U.S. Rep. Tony Hall visit the country next week to assess a humanitarian crisis that has festered since the Gulf War of 1990,The Iraqi government
because-1824078.ann-E18-r,8,Purpose,else,use four separate contractors,such projects
because-1826095.ann-E2-r,9,Purpose,else,"Mr. Conté, who has ruled Guinea since seizing power in 1984, has traveled abroad frequently",medical treatment
because-wsj_1504.ann-E24-r,0,Motivation,else,teach managers to accept reversals as a fact of business life,in a good due-process system they are bound to happen
because-20020731-nyt.ann-E37-r,1,Purpose,else,provide an additional $16 million this year,train police officers in counterterrorism
because-wsj_1849.ann-E34-r,2,Consequence,else,inflation,the effect of a desperate bid to avoid the deflationary shock of a sudden crash
because-1855404.ann-E7-r,3,Motivation,else,troops were moving into areas that they had been unable to patrol in the past,the full complement of American soldiers involved in the security plan had arrived
because-Article247_327.ann-E10-r,4,Consequence,else,They will then score one point,every subsequent issue or broadcast or Internet posting after the first offense is noted by Chatterbox
because-1851265.ann-E14-r,5,Motivation,else,"people will seek to get around it, and there will be an 'it' to get around",there's a rigid statement of it
because-wsj_1504.ann-E31-r,6,Purpose,else,sitting in on the Appeals Board almost every Tuesday,decide cases
because-wsj_1780.ann-E10-r,7,Purpose,else,an airline might sacrifice costly safety measures,repay debt
because-1851291.ann-E21-r,8,Consequence,else,us close our eyes to what we see in deference to what another may choose to believe is his guiding hand,God
because-wsj_1628.ann-E5-r,9,Consequence,else,"it unlikely that a capital-gains tax cut would be included in the final bill, now being drafted by House and Senate negotiators",That vote
because-wsj_1450.ann-E2-r,0,Consequence,else,The business closed,the owner was murdered by robbers
because-CHRG-110hhrg44900-1.ann-E55-r,1,Purpose,else,intervene,to mitigate systemic risk in advance of a crisis
because-CHRG-110hhrg44900-1.ann-E57-r,2,Purpose,else,what we can do,provide for an orderly resolution
because-1852282.ann-E4-r,3,Purpose,else,"Muslim leaders from Egypt, Indonesia, Bosnia, Western Europe and the United States joined a carefully selected group of British Muslims at Lancaster House in London",a two-day program that was organized by the government in conjunction with Cambridge University
because-1851285.ann-E10-r,4,Consequence,else,"this would bring the total number of people treated to 2.5 million people, prevent 12 million new infections and provide care for more than 12 million people",added to the first five-year effort
because-1855594.ann-E6-r,5,Motivation,else,North Korea had refused to proceed with a February agreement to begin decommissioning its reactor in Yongbyon,$25 million in accounts linked to North Korea held in a Macao bank was transferred to North Korea
because-wsj_1504.ann-E16-r,6,Consequence,else,establish corporate due process,What your management team do
because-1818253.ann-E14-r,7,Consequence,else,allow the Iraqi government to establish its authority and make Iraq a more prosperous country,the space and time
because-CHRG-110hhrg44900-2.ann-E8-r,8,Purpose,else,do things,help that securitization market become more vital
because-CHRG-110hhrg44900-1.ann-E199-r,9,Consequence,else,intervene to mitigate systemic risk in advance of a crisis,the tools
because-1855648.ann-E45-r,0,Motivation,else,allowing people to vote,they understood the nature and effect of voting and could make a choice
because-wsj_1462.ann-E1-r,1,Consequence,else,Royal acquiring Realist,Realist Inc. and its directors
because-wsj_1450.ann-E20-r,2,Consequence,else,poverty,crime
because-1853772.ann-E2-r,3,Motivation,else,Military cannons boomed a 21-gun salute,his honor
because-CHRG-110hhrg44900-1.ann-E89-r,4,Motivation,else,Let me begin with the Secretary,"I was pleased to note in your statement that you understand that the regulator at OFHEO, of Fannie Mae and Freddie Mac, believe that they are now adequately capitalized"
because-1853335.ann-E20-r,5,Consequence,else,Microsoft certain exclusionary behavior that was anticompetitive in nature,the consent decree
because-20000415_apw_eng-NEW.ann-E3-r,6,Consequence,else,that a quarter of Iraqi children may be suffering,chronic malnutrition
because-wsj_1628.ann-E1-r,7,Consequence,else,pass the tax cut through the Democratic-controlled Senate,the support of Democrats
because-wsj_2033.ann-E19-r,8,Consequence,else,the arrest of violent criminals,tips
because-CHRG-110hhrg44900-1.ann-E127-r,9,Consequence,else,constrained by them you be,too important
because-1854585.ann-E6-r,0,Consequence,else,Ms. Rice now has a much tougher task,she still hopes to get a peace deal before President Bush leaves office in 2009
because-wsj_1397.ann-E6-r,1,Motivation,else,he shoots back ``I'm going home to try a little linguine.'',"he's told ``Try a little tenderness,''"
because-wsj_2033.ann-E6-r,2,Motivation,else,so designated,other 1989 disasters
because-1851291.ann-E2-r,3,Motivation,else,I find his pick-and-choose approach to science very worrisome,he might one day be responsible for making the most important decisions for this country
because-CHRG-110hhrg44900-2.ann-E135-r,4,Consequence,else,"they have all raised their liquidity, not reduced it",we have gone into the investment banks
because-1821517.ann-E3-r,5,Consequence,else,the president inaccurately say in his State of the Union address that the British government had confirmed Iraq's efforts to buy uranium in Africa,the C.I.A.
because-1851291.ann-E17-r,6,Purpose,else,scientists use the scientific method,override preconceived notions and beliefs
because-CHRG-110hhrg44900-1.ann-E116-r,7,Consequence,else,the fiducial rules are not directly applicable to these firms,"securities firms differ significantly from commercial banks in their financing, business models, and in other ways"
because-CHRG-110hhrg44900-2.ann-E82-r,8,Consequence,else,the market externalities,an orderly process
because-wsj_1698.ann-E9-r,9,Consequence,else,a President would have a chance twice each year to return a package of ``rescissions'' to the Hill,he proposes his budget
because-20020731-nyt.ann-E166-r,0,Motivation,else,convicting an American citizen,promoting democracy and human rights
because-1853339.ann-E6-r,1,Motivation,else,This hit home with me,I knew it was taking away from our people
because-CHRG-110hhrg44900-1.ann-E172-r,2,Purpose,else,we have been working together,ensure the stability of the financial system
because-1851291.ann-E14-r,3,Motivation,else,I can't help but feel that he did not truthfully answer the question posed in the first Republican presidential candidates' debate,his assertion that these are not mutually exclusive positions
because-1824078.ann-E5-r,4,Consequence,else,"New York City would lose its aid not only for its next fiscal year, but also for the current one",Mr. Spitzer's AIM proposal takes effect for the state fiscal year that starts on April 1
because-CHRG-110hhrg44900-1.ann-E5-r,5,Consequence,else,we are in one of the most serious economic troubles that we have seen recently,an inadequacy of regulation
because-wsj_1874.ann-E3-r,6,Consequence,else,bonds drifted lower,the Dow Jones Industrial Average rose instead
because-1821059.ann-E10-r,7,Consequence,else,foster dialogue between Iraq's increasingly fractured ethnic and religious groups,Parliament
because-1854017.ann-E8-r,8,Consequence,else,daily life more difficult for Iraqis,Each attack
because-1855648.ann-E52-r,9,Motivation,else,officials clarify old laws,specific cases
because-wsj_1044.ann-E12-r,0,Consequence,else,"Died Marion Harper, 73, founder and ex-chief executive of Interpublic Group of Cos., in Oklahoma City",a heart attack
because-wsj_1044.ann-E17-r,1,Purpose,else,subpoena ex-President Reagan's personal papers,use in the defense case against Iran-Contra charges
because-1852160.ann-E29-r,2,Consequence,else,it clear that he was not going to back away from the issue,Mr. McCain
because-1854364.ann-E12-r,3,Consequence,else,Much of the increase,"suicide attacks, often involving vehicles packed with explosives, which went up to 58 in March from 26 in January and increased again in April"
because-CHRG-111shrg61651.ann-E20-r,4,Consequence,else,This dynamic will continue,you put an effective cap on it
because-1855404.ann-E4-r,5,Motivation,else,his assassination,Mr. Mijthab's work on behalf of Hussein government
because-ArticleIP_1060.ann-E20-r,6,Purpose,else,perform tests,prove that a fetus is not viable before she obtains an abortion
because-1821059.ann-E36-r,7,Consequence,else,Parliament's laws are irrelevant,sprawling chaos and the government's inability to stop it
because-wsj_1603.ann-E33-r,8,Consequence,else,rivals on her home turf,Vietnam's reforms
because-wsj_1248.ann-E13-r,9,Consequence,else,"the resignation of Sir Colin Marshall, the carrier's chief executive officer",a board room split
because-1854573.ann-E5-r,0,Purpose,else,"Terrorist organizations, for example, use the Web",glorify the people who carry out attacks as serving God
because-wsj_2033.ann-E13-r,1,Motivation,else,The IRS denied cost deductions,few of the temps got to go aboard
because-wsj_1248.ann-E3-r,2,Motivation,else,British Airways withdrew from the UAL labor-management buy-out plan last Friday,the group failed to get bank financing for its $6.79 billion buy-out
because-1821059.ann-E17-r,3,Consequence,else,it all fails,the heart is not working
because-wsj_1457.ann-E17-r,4,Motivation,else,He waits to talk about it,after he gets caught
because-1851286.ann-E3-r,5,Consequence,else,a fair judicial system,transparency
because-CHRG-110hhrg44900-1.ann-E205-r,6,Consequence,else,in my view the Congress should consider requiring consolidated supervision of those firms and providing the regulator the authority to set standards for capital liquidity holdings and risk management,Strong holding company oversight is essential
because-wsj_1222.ann-E2-r,7,Consequence,else,sharpen the arm of many a budding baseball player,Street lights
because-CHRG-110hhrg44900-1.ann-E96-r,8,Purpose,else,the SEC and the Federal Reserve this week agreed to a memorandum of understanding,formalize our effective working relationship
because-1854626.ann-E5-r,9,Motivation,else,he was pressed on whether scientists should be able to do research at all on embryos that fertility clinics would otherwise discard anyway,he did not directly answer that question
because-1821059.ann-E26-r,0,Motivation,else,he left Iraq a few months ago,his wife needed open-heart surgery and he did not trust that she would be well cared for in one of Baghdad's decrepit hospitals
because-wsj_1455.ann-E12-r,1,Motivation,else,he was thought a little strange,shutting off open water taps and admonishing his schoolmates to take only brief showers
because-1852197.ann-E3-r,2,Consequence,else,that has not been possible,"Iraqi police and army units, which were expected to handle basic security tasks, like manning checkpoints and conducting patrols, have not provided all the forces promised, and in some cases have performed poorly"
because-wsj_1603.ann-E5-r,3,Motivation,else,Things were supposed to change,Vietnam's economic reforms gathered pace
because-wsj_2033.ann-E11-r,4,Motivation,else,late-payment penalties on the returns will be waived,the balance due and paid is 10% or less of the liability
because-1820510.ann-E17-r,5,Motivation,else,you're looking to throw people out,"you're looking to go from colonel to general, and it's a 2 percent selection rate"
because-wsj_1874.ann-E2-r,6,Consequence,else,bonds rose,investors rushed to buy Treasury securities on the prospect that stocks would plummet in the aftermath of the massive California earthquake
because-wsj_1540.ann-E4-r,7,Consequence,else,prices could collapse a few months from now,the group doesn't adopt new quotas
because-1820510.ann-E8-r,8,Consequence,else,you ought to be surprised,you don't get shot
because-wsj_1628.ann-E2-r,9,Consequence,else,the task harder,Having only a Republican measure
because-1851302.ann-E10-r,0,Consequence,else,there will be no need to cross illegally and face rough treatment at the border,nearly everyone who wants to go north can obtain a guest-worker visa
because-1853958.ann-E5-r,1,Purpose,else,holding caucuses like Iowa's after Feb. 5,apportion delegates
because-Article247_3500.ann-E13-r,2,Consequence,else,I think it almost does not matter what the judge does,"it's clear that the balance of power is shifting again, although it not clear where it will land"
because-Article247_3500.ann-E9-r,3,Consequence,else,me spit up my lunch laughing,your highly amusing and informative dispatches
because-1851287.ann-E3-r,4,Consequence,else,will it be clear what the keyboard and the mouse are really for: to keep your fingerprints off the screen,Surface becomes widespread
because-wsj_1457.ann-E16-r,5,Consequence,else,conflict-of-interest problems in his role as a voting member of the city's Board of Estimate,he sold the stock
because-20020731-nyt.ann-E9-r,6,Purpose,else,"Torricelli and members of his Senate staff took a series of actions contacting U.S. government officials, writing letters to foreign government officials and bringing Chang or his business representatives into meetings with foreign officials",help Chang
because-CHRG-110hhrg44900-1.ann-E68-r,7,Consequence,else,inform future decisions,The MOU recently finalized between the SEC and the Federal Reserve
because-1854675.ann-E11-r,8,Consequence,else,the emergency government will rule,new elections are possible
because-CHRG-110hhrg44900-1.ann-E135-r,9,Consequence,else,listen to this,enough time
because-wsj_1309.ann-E5-r,0,Consequence,else,firefighters' efforts,Broken water lines and gas leaks
because-CHRG-110hhrg44900-1.ann-E134-r,1,Purpose,else,what can the Federal Government do,"prevent future, similar bailouts that can put taxpayer dollars at risk"
because-20020731-nyt.ann-E85-r,2,Consequence,else,"Your acceptance of a television and stereo CD player upon payment from David Chang of an amount you understood to be the cost to Mr. Chang, rather than fair market retail value, resulted in a violation of your public disclosure obligations under Senate rules","Your acceptance of a television and stereo CD player upon payment from David Chang of an amount you understood to be the cost to Mr. Chang, rather than fair market retail value resulted in a violation of the Senate Gifts Rules (35)"
because-CHRG-110hhrg44900-2.ann-E66-r,3,Purpose,else,do that,the appearance and the reality that institutions are too interconnected to fail no longer exists
because-wsj_1829.ann-E14-r,4,Motivation,else,set to be launched on the shuttle next year,a search for distant solar systems and light emitted 14 billion years ago from the farthest reaches of the universe
because-wsj_1780.ann-E16-r,5,Motivation,else,the department would hesitate doing it,so drastic
because-1853335.ann-E17-r,6,Purpose,else,redesign Vista to enable users to turn off its built-in desktop search program,competing programs could function better
because-wsj_1700.ann-E9-r,7,Consequence,else,the Vietnamese occupation in 1978 was a perverse form of relief,so bad
because-wsj_1397.ann-E13-r,8,Motivation,else,"Why does Mancuso trash her apartment, tearing down drapes, smashing walls",a key witness disappears
because-wsj_1296.ann-E17-r,9,Consequence,else,it clear it could mount a significant legal battle in each state if its license is revoked,Drexel
because-1852160.ann-E28-r,0,Motivation,else,that would penalize them,being here illegally
because-wsj_1780.ann-E6-r,1,Consequence,else,the Transportation secretary would have an additional 20 days to review any proposed purchase of 15% or more of a major U.S. airline's voting stock,needed
because-CHRG-110hhrg44900-2.ann-E42-r,2,Motivation,else,thank both Secretary Paulson and Chairman Bernanke,being here today
because-Article247_327.ann-E11-r,3,Consequence,else,it will be in the Indis Hall of Fame by Monday at the latest,the Journal editorial page continues to take no action
because-1822572.ann-E25-r,4,Consequence,else,"Now, 1199 is solidly united and nearly four times as large",unionized tens of thousands of workers and merged with more than a dozen locals
because-wsj_1450.ann-E4-r,5,Motivation,else,"Mr. Ortiz was shot three times in the back, during what police classified as a third robbery attempt",retaliation
because-1852704.ann-E7-r,6,Consequence,else,there would not be ups and downs in the Baghdad security situation,the troop increase took hold
because-1855648.ann-E22-r,7,Consequence,else,her victory,absentee ballots cast by the nursing home residents
because-1854017.ann-E4-r,8,Consequence,else,obvious the dynamic of democracy in Iraq,What happened today
because-1852711.ann-E14-r,9,Consequence,else,she risks a backlash at home,she appears to be caving in to the president's demands
because-wsj_1462.ann-E2-r,0,Motivation,else,"Royal withdrew its offer to buy Realist, a maker of optical and electronic products based in Menomonee Falls, Wis., for $14.06 a share in July",Realist disclosed the Ammann purchase
because-1824078.ann-E9-r,1,Consequence,else,almost all of that,the increase in education aid
because-1821059.ann-E16-r,2,Consequence,else,efforts to scrutinize violence connected to their own sects,Sunni and Shiite power brokers
because-CHRG-110hhrg44900-2.ann-E55-r,3,Consequence,else,market discipline is undermined by moral hazard,federal guarantees of private debt
because-1853772.ann-E18-r,4,Motivation,else,"the crowd, chanting ``BOOSH-Y! BOOSH-Y!'' went wild, turning a presidential visit into a virtual mosh pit",the president jumped out of his limousine during a stop near the prime minister's villa in the town of Fusche Kruje
because-wsj_1397.ann-E16-r,5,Consequence,else,they might just hear it,the show's creators could just let themselves be quiet for a little
because-20020731-nyt.ann-E30-r,6,Consequence,else,terrorism,"Powell and representatives of the nations of the Asian group, including Indonesia sharing information, blocking funds, tightening borders and making it hard to use forged travel papers"
because-wsj_1698.ann-E2-r,7,Motivation,else,Arkansas Democrat David Pryor spilled his guts on the Senate floor the other day,he'd joined the Finance Committee's early-morning pork-barrel revels
because-1821059.ann-E11-r,8,Consequence,else,dialogue between Iraq's increasingly fractured ethnic and religious groups,Parliament
because-1852912.ann-E11-r,9,Purpose,else,they had set this up,there would be collateral damage
