id,reversed,fold,pos,split,label,text1,text2
antsyn-verb-val-128-O,0,5,verb,val,con,pass,flunk
antsyn-verb-test-680-O,0,6,verb,test,ent,possess,acquaint
antsyn-verb-train-1137-O,0,7,verb,train,ent,give,move
antsyn-noun-train-2362-O,0,8,noun,train,ent,frame,shape
antsyn-verb-val-11-O,0,9,verb,val,con,strike,miss
antsyn-noun-train-898-O,0,0,noun,train,ent,frenzy,rage
antsyn-adj-train-1592-O,0,1,adj,train,con,varied,uniform
antsyn-verb-test-744-O,0,2,verb,test,con,refrain,take
antsyn-noun-train-1390-O,0,3,noun,train,con,nominalism,realism
antsyn-adj-train-3788-O,0,4,adj,train,con,other,familiar
antsyn-noun-train-1649-O,0,5,noun,train,ent,plunger,piston
antsyn-adj-train-4268-O,0,6,adj,train,ent,solitary,individual
antsyn-verb-train-268-O,0,7,verb,train,ent,sample,try
antsyn-adj-test-779-O,0,8,adj,test,ent,amiable,friendly
antsyn-adj-train-4772-O,0,9,adj,train,con,big,soft
antsyn-verb-test-890-O,0,0,verb,test,con,interdict,allow
antsyn-adj-train-2426-O,0,1,adj,train,ent,blasphemous,irreverent
antsyn-verb-train-2419-O,0,2,verb,train,ent,design,designate
antsyn-adj-train-5323-O,0,3,adj,train,con,degenerative,acute
antsyn-adj-train-1848-O,0,4,adj,train,con,communal,individual
antsyn-adj-test-553-O,0,5,adj,test,ent,remarkable,wonderful
antsyn-adj-test-253-O,0,6,adj,test,con,organized,unorganized
antsyn-noun-train-1683-O,0,7,noun,train,con,noble,lady
antsyn-verb-train-1538-O,0,8,verb,train,ent,succeed,replace
antsyn-noun-train-2658-O,0,9,noun,train,con,tragedy,comedy
antsyn-adj-train-2320-O,0,0,adj,train,ent,lively,gay
antsyn-adj-train-1545-O,0,1,adj,train,con,extraordinary,usual
antsyn-verb-train-290-O,0,2,verb,train,con,decline,take
antsyn-noun-train-2370-O,0,3,noun,train,ent,tip,top
antsyn-adj-test-1435-O,0,4,adj,test,ent,western,westward
antsyn-noun-train-247-O,0,5,noun,train,con,promotion,demotion
antsyn-adj-test-15-O,0,6,adj,test,ent,dignified,majestic
antsyn-adj-train-822-O,0,7,adj,train,con,adaptive,maladaptive
antsyn-noun-test-519-O,0,8,noun,test,ent,land,realm
antsyn-verb-train-2130-O,0,9,verb,train,ent,race,speed
antsyn-noun-train-857-O,0,0,noun,train,con,fall,rising
antsyn-verb-test-15-O,0,1,verb,test,con,resent,wish
antsyn-verb-train-755-O,0,2,verb,train,ent,room,board
antsyn-verb-train-2051-O,0,3,verb,train,ent,smash,demolish
antsyn-adj-test-180-O,0,4,adj,test,ent,visible,perceptible
antsyn-verb-train-1908-O,0,5,verb,train,con,purge,rehabilitate
antsyn-adj-train-4146-O,0,6,adj,train,con,aberrant,normal
antsyn-adj-test-1853-O,0,7,adj,test,con,aware,unaware
antsyn-verb-train-1586-O,0,8,verb,train,con,dissociate,link
antsyn-verb-val-94-O,0,9,verb,val,ent,appeal,summon
antsyn-verb-train-1005-O,0,0,verb,train,con,affirm,contradict
antsyn-verb-train-1890-O,0,1,verb,train,ent,ring,circle
antsyn-verb-train-1464-O,0,2,verb,train,con,accompany,abandon
antsyn-verb-train-240-O,0,3,verb,train,ent,prosper,succeed
antsyn-adj-test-556-O,0,4,adj,test,con,protandrous,protogynous
antsyn-adj-test-1739-O,0,5,adj,test,con,exoteric,esoteric
antsyn-verb-val-120-O,0,6,verb,val,ent,lament,complain
antsyn-adj-test-778-O,0,7,adj,test,ent,unfamiliar,new
antsyn-adj-train-5100-O,0,8,adj,train,con,downbeat,upbeat
antsyn-adj-test-1601-O,0,9,adj,test,ent,despicable,vile
antsyn-noun-train-2634-O,0,0,noun,train,con,disclaimer,claim
antsyn-noun-train-2649-O,0,1,noun,train,con,depreciation,appreciation
antsyn-verb-train-330-O,0,2,verb,train,con,recede,win
antsyn-noun-train-578-O,0,3,noun,train,con,boy,girl
antsyn-noun-val-16-O,0,4,noun,val,ent,rostrum,pulpit
antsyn-verb-train-1486-O,0,5,verb,train,con,grant,refuse
antsyn-noun-test-551-O,0,6,noun,test,con,profit,loss
antsyn-verb-train-278-O,0,7,verb,train,ent,prescribe,appoint
antsyn-verb-train-2055-O,0,8,verb,train,ent,borrow,derive
antsyn-noun-train-1568-O,0,9,noun,train,con,patriot,traitor
antsyn-adj-train-1352-O,0,0,adj,train,con,untruthful,truthful
antsyn-adj-train-2071-O,0,1,adj,train,ent,complex,detailed
antsyn-adj-test-1251-O,0,2,adj,test,ent,lean,thin
antsyn-noun-train-1514-O,0,3,noun,train,ent,distribution,allotment
antsyn-adj-test-1966-O,0,4,adj,test,ent,obedient,dutiful
antsyn-noun-train-1465-O,0,5,noun,train,ent,bollock,testicle
antsyn-verb-train-1502-O,0,6,verb,train,con,push,pull
antsyn-noun-train-655-O,0,7,noun,train,ent,curtain,drapery
antsyn-noun-train-1275-O,0,8,noun,train,ent,recreation,sport
antsyn-noun-train-1270-O,0,9,noun,train,ent,database,databank
antsyn-verb-train-2532-O,0,0,verb,train,ent,shock,outrage
antsyn-verb-train-2437-O,0,1,verb,train,ent,expel,exclude
antsyn-noun-train-2795-O,0,2,noun,train,con,rancho,hacienda
antsyn-adj-train-3320-O,0,3,adj,train,con,ipsilateral,contralateral
antsyn-noun-test-361-O,0,4,noun,test,con,hypertension,hypotension
antsyn-noun-val-112-O,0,5,noun,val,ent,giant,heavyweight
antsyn-adj-test-1242-O,0,6,adj,test,con,attributive,predicative
antsyn-verb-train-830-O,0,7,verb,train,ent,disbelieve,reject
antsyn-noun-train-2255-O,0,8,noun,train,con,polygyny,monogyny
antsyn-noun-train-2752-O,0,9,noun,train,con,goods,services
antsyn-noun-test-688-O,0,0,noun,test,con,masculinity,femininity
antsyn-adj-train-5356-O,0,1,adj,train,con,different,usual
antsyn-adj-test-1304-O,0,2,adj,test,con,hazy,clear
antsyn-adj-train-3267-O,0,3,adj,train,con,destructive,productive
antsyn-adj-test-271-O,0,4,adj,test,ent,despondent,dejected
antsyn-adj-train-5053-O,0,5,adj,train,ent,versatile,various
antsyn-noun-test-379-O,0,6,noun,test,ent,dementia,insanity
antsyn-adj-test-1041-O,0,7,adj,test,con,stative,active
antsyn-adj-train-3362-O,0,8,adj,train,con,secondary,dominant
antsyn-adj-test-1371-O,0,9,adj,test,con,righteous,unrighteous
antsyn-adj-train-3964-O,0,0,adj,train,con,slack,tense
antsyn-verb-train-1914-O,0,1,verb,train,con,bind,untie
antsyn-noun-train-303-O,0,2,noun,train,con,ancient,modern
antsyn-noun-train-46-O,0,3,noun,train,con,mantissa,characteristic
antsyn-noun-train-534-O,0,4,noun,train,ent,sound,jangle
antsyn-noun-train-1850-O,0,5,noun,train,ent,phrase,idiom
antsyn-noun-test-692-O,0,6,noun,test,con,invisible,visible
antsyn-adj-train-90-O,0,7,adj,train,ent,lusty,strong
antsyn-verb-train-692-O,0,8,verb,train,ent,increase,multiply
antsyn-verb-train-707-O,0,9,verb,train,con,cheer,dishearten
antsyn-noun-test-575-O,0,0,noun,test,ent,language,nomenclature
antsyn-verb-train-1330-O,0,1,verb,train,con,disfranchise,enfranchise
antsyn-noun-train-302-O,0,2,noun,train,con,sound,silence
antsyn-verb-train-9-O,0,3,verb,train,ent,bear,assume
antsyn-noun-train-1152-O,0,4,noun,train,con,successor,predecessor
antsyn-noun-train-609-O,0,5,noun,train,con,optimist,pessimist
antsyn-verb-test-81-O,0,6,verb,test,ent,achieve,reach
antsyn-noun-train-2790-O,0,7,noun,train,con,specific,universal
antsyn-noun-test-785-O,0,8,noun,test,con,health,malady
antsyn-verb-train-62-O,0,9,verb,train,ent,reach,strain
antsyn-verb-train-119-O,0,0,verb,train,con,enrich,deplete
antsyn-noun-train-2577-O,0,1,noun,train,ent,carpentry,woodworking
antsyn-adj-train-4367-O,0,2,adj,train,con,voluntary,obligatory
antsyn-noun-train-696-O,0,3,noun,train,ent,counterpart,duplicate
antsyn-noun-train-2672-O,0,4,noun,train,ent,girdle,corset
antsyn-verb-train-1030-O,0,5,verb,train,con,demote,raise
antsyn-adj-train-1005-O,0,6,adj,train,con,blunt,pointed
antsyn-verb-test-885-O,0,7,verb,test,con,desist,take
antsyn-adj-train-3839-O,0,8,adj,train,ent,famed,famous
antsyn-adj-val-223-O,0,9,adj,val,ent,arrogant,presumptuous
antsyn-adj-test-1209-O,0,0,adj,test,ent,contemplative,thoughtful
antsyn-adj-train-4004-O,0,1,adj,train,con,insufficient,sufficient
antsyn-adj-test-931-O,0,2,adj,test,con,reflexive,voluntary
antsyn-verb-train-1923-O,0,3,verb,train,ent,diminish,dwindle
antsyn-adj-test-870-O,0,4,adj,test,con,commonplace,odd
antsyn-adj-train-5046-O,0,5,adj,train,con,emotional,cerebral
antsyn-adj-train-4017-O,0,6,adj,train,ent,tidy,neat
antsyn-verb-train-1555-O,0,7,verb,train,ent,talk,rumor
antsyn-adj-train-4960-O,0,8,adj,train,ent,novel,unusual
antsyn-verb-train-122-O,0,9,verb,train,ent,control,predominate
antsyn-adj-train-1736-O,0,0,adj,train,ent,delicate,graceful
antsyn-verb-train-641-O,0,1,verb,train,con,link,dissociate
antsyn-verb-test-339-O,0,2,verb,test,con,arise,retire
antsyn-adj-train-4808-O,0,3,adj,train,ent,plain,level
antsyn-noun-test-531-O,0,4,noun,test,con,homogeneity,heterogeneity
antsyn-adj-test-535-O,0,5,adj,test,con,anterior,subsequent
antsyn-noun-train-2734-O,0,6,noun,train,con,rim,center
antsyn-verb-train-1743-O,0,7,verb,train,ent,discover,impart
antsyn-adj-train-2678-O,0,8,adj,train,ent,equal,fellow
antsyn-noun-train-1496-O,0,9,noun,train,ent,dome,building
antsyn-noun-train-260-O,0,0,noun,train,ent,illusion,hallucination
antsyn-adj-train-410-O,0,1,adj,train,ent,uninteresting,dry
antsyn-noun-train-1574-O,0,2,noun,train,con,ethos,pathos
antsyn-noun-train-974-O,0,3,noun,train,ent,joystick,stick
antsyn-adj-train-425-O,0,4,adj,train,con,loud,soft
antsyn-adj-train-4565-O,0,5,adj,train,ent,gracious,friendly
antsyn-verb-train-1698-O,0,6,verb,train,ent,deem,consider
antsyn-noun-test-206-O,0,7,noun,test,con,foe,friend
antsyn-noun-test-776-O,0,8,noun,test,con,security,insecurity
antsyn-adj-train-3759-O,0,9,adj,train,ent,19th,nineteenth
antsyn-verb-train-2254-O,0,0,verb,train,con,rush,detain
antsyn-verb-test-846-O,0,1,verb,test,con,dehumidify,humidify
antsyn-adj-val-359-O,0,2,adj,val,ent,basic,canonical
antsyn-verb-test-50-O,0,3,verb,test,con,force,push
antsyn-verb-train-2115-O,0,4,verb,train,con,level,raise
antsyn-noun-train-1597-O,0,5,noun,train,ent,clock,ornament
antsyn-adj-train-3623-O,0,6,adj,train,ent,intense,acute
antsyn-noun-train-687-O,0,7,noun,train,con,martyr,confessor
antsyn-noun-train-1265-O,0,8,noun,train,con,citizen,noncitizen
antsyn-adj-train-2365-O,0,9,adj,train,ent,classical,hellenic
antsyn-noun-test-949-O,0,0,noun,test,con,glad,sad
antsyn-adj-train-1157-O,0,1,adj,train,ent,grand,large
antsyn-verb-train-416-O,0,2,verb,train,ent,withdraw,remove
antsyn-noun-train-671-O,0,3,noun,train,con,dishonesty,honesty
antsyn-adj-val-361-O,0,4,adj,val,con,absurd,logical
antsyn-adj-train-4522-O,0,5,adj,train,con,hard,good
antsyn-noun-train-2016-O,0,6,noun,train,con,centralization,decentralization
antsyn-noun-train-2549-O,0,7,noun,train,ent,pimp,procurer
antsyn-adj-test-600-O,0,8,adj,test,con,routine,extraordinary
antsyn-adj-train-4335-O,0,9,adj,train,con,inhumane,humane
antsyn-adj-train-382-O,0,0,adj,train,ent,coarse,blunt
antsyn-noun-train-718-O,0,1,noun,train,ent,alley,mall
antsyn-noun-test-689-O,0,2,noun,test,con,dissonance,harmony
antsyn-adj-train-3958-O,0,3,adj,train,con,efficient,inefficient
antsyn-adj-train-2958-O,0,4,adj,train,con,streaked,plain
antsyn-adj-test-1315-O,0,5,adj,test,ent,cruel,brutal
antsyn-adj-train-1603-O,0,6,adj,train,ent,violent,forceful
antsyn-adj-train-2814-O,0,7,adj,train,ent,abusive,fraudulent
antsyn-noun-train-2017-O,0,8,noun,train,con,alkalinity,acidity
antsyn-verb-train-1456-O,0,9,verb,train,ent,joint,construct
antsyn-adj-train-4451-O,0,0,adj,train,con,scabrous,smooth
antsyn-adj-train-1832-O,0,1,adj,train,ent,runaway,fugitive
antsyn-adj-train-1193-O,0,2,adj,train,ent,furnished,equipped
antsyn-noun-train-206-O,0,3,noun,train,con,sporophyte,gametophyte
antsyn-adj-train-4144-O,0,4,adj,train,ent,dumb,mute
antsyn-adj-test-541-O,0,5,adj,test,ent,mild,soft
antsyn-noun-train-249-O,0,6,noun,train,ent,panel,medallion
antsyn-adj-train-4572-O,0,7,adj,train,ent,like,comparable
antsyn-verb-train-1014-O,0,8,verb,train,con,unhitch,hitch
antsyn-verb-train-547-O,0,9,verb,train,ent,guide,steer
antsyn-noun-val-69-O,0,0,noun,val,con,gain,loss
antsyn-adj-train-5295-O,0,1,adj,train,con,opaque,translucent
antsyn-verb-train-1877-O,0,2,verb,train,ent,dehisce,open
antsyn-verb-test-733-O,0,3,verb,test,ent,retail,sell
antsyn-adj-train-2046-O,0,4,adj,train,ent,unhappy,unlucky
antsyn-noun-train-1095-O,0,5,noun,train,ent,metropolis,center
antsyn-adj-train-4365-O,0,6,adj,train,ent,gross,serious
antsyn-adj-test-523-O,0,7,adj,test,ent,greek,thracian
antsyn-verb-train-2035-O,0,8,verb,train,ent,undermine,sabotage
antsyn-verb-val-168-O,0,9,verb,val,ent,reserve,book
antsyn-verb-train-1624-O,0,0,verb,train,ent,front,meet
antsyn-adj-val-270-O,0,1,adj,val,ent,unintentional,unplanned
antsyn-verb-train-1524-O,0,2,verb,train,ent,plead,defend
antsyn-adj-train-3035-O,0,3,adj,train,con,black,fortunate
antsyn-adj-train-3003-O,0,4,adj,train,con,resident,migratory
antsyn-verb-test-487-O,0,5,verb,test,con,focus,scatter
antsyn-adj-train-907-O,0,6,adj,train,con,wide,narrow
antsyn-verb-train-1750-O,0,7,verb,train,con,minimize,magnify
antsyn-adj-train-1608-O,0,8,adj,train,con,nonlinear,linear
antsyn-noun-train-934-O,0,9,noun,train,ent,missile,ball
antsyn-noun-train-699-O,0,0,noun,train,ent,paradox,riddle
antsyn-adj-test-816-O,0,1,adj,test,ent,genial,affable
antsyn-adj-train-3622-O,0,2,adj,train,ent,personalized,individualized
antsyn-noun-train-1445-O,0,3,noun,train,con,eugenics,dysgenics
antsyn-adj-test-35-O,0,4,adj,test,con,mechanical,mental
antsyn-noun-test-602-O,0,5,noun,test,ent,pop,popping
antsyn-noun-test-797-O,0,6,noun,test,con,mono,stereo
antsyn-verb-val-176-O,0,7,verb,val,con,praise,scold
antsyn-noun-train-2138-O,0,8,noun,train,ent,abuse,insult
antsyn-noun-train-2081-O,0,9,noun,train,ent,liberal,radical
antsyn-adj-train-2716-O,0,0,adj,train,con,bored,interested
antsyn-verb-train-1406-O,0,1,verb,train,con,extend,withdraw
antsyn-adj-test-118-O,0,2,adj,test,con,fragmented,united
antsyn-noun-train-1480-O,0,3,noun,train,con,uniformity,diversity
antsyn-adj-train-634-O,0,4,adj,train,con,fast,rough
antsyn-adj-test-22-O,0,5,adj,test,ent,stupid,fat
antsyn-adj-test-1297-O,0,6,adj,test,ent,idle,lazy
antsyn-noun-test-546-O,0,7,noun,test,ent,formation,production
antsyn-noun-train-2311-O,0,8,noun,train,ent,jump,bounce
antsyn-verb-train-1413-O,0,9,verb,train,ent,practice,employ
antsyn-adj-val-287-O,0,0,adj,val,con,inhomogeneous,homogeneous
antsyn-adj-train-2418-O,0,1,adj,train,ent,characteristic,typical
antsyn-verb-train-2489-O,0,2,verb,train,ent,supplant,remove
antsyn-verb-train-360-O,0,3,verb,train,ent,canonize,glorify
antsyn-adj-test-1386-O,0,4,adj,test,ent,agile,active
antsyn-adj-train-1128-O,0,5,adj,train,con,regular,goofy
antsyn-adj-train-4775-O,0,6,adj,train,con,verifiable,theoretical
antsyn-noun-test-489-O,0,7,noun,test,ent,mason,bricklayer
antsyn-adj-train-86-O,0,8,adj,train,con,distinct,indistinct
antsyn-adj-train-3594-O,0,9,adj,train,con,normal,paranormal
antsyn-adj-train-2107-O,0,0,adj,train,con,bumpy,smooth
antsyn-adj-train-1342-O,0,1,adj,train,ent,universal,catholic
antsyn-adj-test-865-O,0,2,adj,test,ent,solid,cubic
antsyn-adj-test-692-O,0,3,adj,test,con,ancient,future
antsyn-noun-train-748-O,0,4,noun,train,ent,graduate,grad
antsyn-adj-train-1065-O,0,5,adj,train,con,other,same
antsyn-adj-train-4688-O,0,6,adj,train,con,incommunicable,communicable
antsyn-noun-test-295-O,0,7,noun,test,ent,cyclopedia,encyclopedia
antsyn-adj-test-1882-O,0,8,adj,test,con,religious,profane
antsyn-noun-train-1045-O,0,9,noun,train,ent,boyfriend,beau
antsyn-verb-train-324-O,0,0,verb,train,con,block,retrieve
antsyn-adj-train-3698-O,0,1,adj,train,con,unlikely,probable
antsyn-adj-train-259-O,0,2,adj,train,con,supernatural,ordinary
antsyn-noun-train-309-O,0,3,noun,train,ent,head,header
antsyn-verb-train-977-O,0,4,verb,train,con,regulate,deregulate
antsyn-adj-train-2842-O,0,5,adj,train,con,angular,straight
antsyn-noun-test-844-O,0,6,noun,test,ent,room,chamber
antsyn-adj-train-5294-O,0,7,adj,train,con,great,little
antsyn-verb-train-738-O,0,8,verb,train,ent,claw,scratch
antsyn-verb-train-1577-O,0,9,verb,train,con,unwrap,wrap
antsyn-verb-test-0-O,0,0,verb,test,con,act,refrain
antsyn-noun-train-2739-O,0,1,noun,train,con,integration,segregation
antsyn-adj-train-740-O,0,2,adj,train,ent,green,raw
antsyn-verb-test-362-O,0,3,verb,test,ent,envisage,regard
antsyn-adj-train-23-O,0,4,adj,train,ent,wild,irregular
antsyn-noun-test-350-O,0,5,noun,test,ent,mode,variety
antsyn-noun-test-143-O,0,6,noun,test,ent,functionality,service
antsyn-noun-train-2265-O,0,7,noun,train,ent,progress,progression
antsyn-verb-test-647-O,0,8,verb,test,con,shrink,stretch
antsyn-noun-train-2151-O,0,9,noun,train,con,convergence,divergence
antsyn-adj-train-1943-O,0,0,adj,train,ent,dry,wry
antsyn-noun-train-2729-O,0,1,noun,train,con,scarcity,abundance
antsyn-adj-train-1354-O,0,2,adj,train,con,anticlinal,synclinal
antsyn-noun-train-542-O,0,3,noun,train,ent,interruption,suspension
antsyn-adj-test-543-O,0,4,adj,test,con,neutral,positive
antsyn-noun-train-739-O,0,5,noun,train,ent,inability,disability
antsyn-noun-train-2224-O,0,6,noun,train,ent,tie,knot
antsyn-noun-test-25-O,0,7,noun,test,ent,degeneracy,corruption
antsyn-noun-train-2775-O,0,8,noun,train,ent,conquest,subjugation
antsyn-adj-test-345-O,0,9,adj,test,ent,juicy,blue
antsyn-adj-train-2326-O,0,0,adj,train,ent,fraudulent,fake
antsyn-adj-train-4396-O,0,1,adj,train,ent,definitive,final
antsyn-adj-train-5036-O,0,2,adj,train,con,unilateral,multilateral
antsyn-noun-train-420-O,0,3,noun,train,con,evolution,revolution
antsyn-adj-train-654-O,0,4,adj,train,ent,persistent,permanent
antsyn-verb-train-87-O,0,5,verb,train,ent,find,supply
antsyn-noun-test-60-O,0,6,noun,test,con,girl,boy
antsyn-adj-train-522-O,0,7,adj,train,ent,intelligible,clear
antsyn-adj-train-2497-O,0,8,adj,train,ent,hapless,unlucky
antsyn-adj-train-5120-O,0,9,adj,train,con,illegal,legal
antsyn-adj-train-2564-O,0,0,adj,train,con,upstream,downstream
antsyn-adj-train-2100-O,0,1,adj,train,ent,despondent,depressed
antsyn-adj-train-1924-O,0,2,adj,train,ent,adipose,fatty
antsyn-noun-train-2075-O,0,3,noun,train,ent,proclivity,tendency
antsyn-adj-test-86-O,0,4,adj,test,ent,simple,direct
antsyn-verb-train-487-O,0,5,verb,train,con,detain,release
antsyn-verb-train-2083-O,0,6,verb,train,ent,captain,lead
antsyn-adj-train-4582-O,0,7,adj,train,con,hard,weak
antsyn-adj-test-1683-O,0,8,adj,test,con,immediate,ultimate
antsyn-adj-train-5309-O,0,9,adj,train,ent,dishonest,corrupt
antsyn-verb-test-537-O,0,0,verb,test,con,beg,give
antsyn-adj-train-1744-O,0,1,adj,train,ent,apprehensive,anxious
antsyn-adj-train-3535-O,0,2,adj,train,con,explosive,stable
antsyn-adj-train-5347-O,0,3,adj,train,con,broken,unbroken
antsyn-adj-train-2318-O,0,4,adj,train,con,deep,close
antsyn-adj-train-2880-O,0,5,adj,train,con,serrate,smooth
antsyn-noun-test-284-O,0,6,noun,test,con,mechanical,chemical
antsyn-adj-train-2099-O,0,7,adj,train,con,reliant,independent
antsyn-noun-test-435-O,0,8,noun,test,con,layman,specialist
antsyn-adj-train-5080-O,0,9,adj,train,con,intentional,accidental
antsyn-noun-train-620-O,0,0,noun,train,ent,hive,swarm
antsyn-adj-train-2150-O,0,1,adj,train,con,free,occupied
antsyn-adj-train-2702-O,0,2,adj,train,con,elusive,easy
antsyn-adj-train-2081-O,0,3,adj,train,ent,pitiful,poor
antsyn-adj-train-4685-O,0,4,adj,train,con,vested,conditional
antsyn-adj-test-160-O,0,5,adj,test,ent,live,hot
antsyn-noun-train-213-O,0,6,noun,train,con,circumference,center
antsyn-adj-train-4579-O,0,7,adj,train,con,primary,secondary
antsyn-adj-train-3846-O,0,8,adj,train,ent,upright,vertical
antsyn-verb-train-1167-O,0,9,verb,train,ent,overthrow,overturn
antsyn-adj-train-2312-O,0,0,adj,train,con,large,inconspicuous
antsyn-adj-train-3079-O,0,1,adj,train,ent,synonymous,identical
antsyn-adj-train-1926-O,0,2,adj,train,ent,prosperous,comfortable
antsyn-adj-test-1155-O,0,3,adj,test,ent,cryptic,hidden
antsyn-adj-train-4071-O,0,4,adj,train,ent,unselfish,generous
antsyn-noun-test-997-O,0,5,noun,test,con,diamagnetism,paramagnetism
antsyn-noun-train-2617-O,0,6,noun,train,con,willingness,unwillingness
antsyn-adj-train-3985-O,0,7,adj,train,con,recent,obsolete
antsyn-adj-train-3841-O,0,8,adj,train,ent,good,adapted
antsyn-adj-train-3419-O,0,9,adj,train,con,extensive,little
antsyn-adj-train-4730-O,0,0,adj,train,con,imprecise,precise
antsyn-adj-train-769-O,0,1,adj,train,ent,unlucky,unhappy
antsyn-adj-test-1281-O,0,2,adj,test,ent,calm,collected
antsyn-noun-train-359-O,0,3,noun,train,ent,pardon,forgiveness
antsyn-adj-train-451-O,0,4,adj,train,ent,great,commanding
antsyn-noun-train-1427-O,0,5,noun,train,con,exterior,interior
antsyn-adj-train-4002-O,0,6,adj,train,ent,equal,parallel
antsyn-adj-val-344-O,0,7,adj,val,con,alien,native
antsyn-adj-test-50-O,0,8,adj,test,con,astronomical,little
antsyn-adj-test-318-O,0,9,adj,test,con,slow,interesting
antsyn-verb-test-852-O,0,0,verb,test,con,engage,fire
antsyn-adj-train-184-O,0,1,adj,train,ent,useless,helpless
antsyn-adj-train-3557-O,0,2,adj,train,ent,tranquil,quiet
antsyn-verb-train-788-O,0,3,verb,train,con,disable,enable
antsyn-noun-train-1516-O,0,4,noun,train,ent,tammy,tam
antsyn-noun-train-2732-O,0,5,noun,train,ent,hyphen,slash
antsyn-noun-train-910-O,0,6,noun,train,con,smile,cry
antsyn-adj-train-657-O,0,7,adj,train,ent,collateral,additional
antsyn-adj-test-75-O,0,8,adj,test,ent,large,giant
antsyn-verb-train-1066-O,0,9,verb,train,ent,push,labor
antsyn-noun-train-1993-O,0,0,noun,train,con,general,specific
antsyn-verb-train-2007-O,0,1,verb,train,con,preserve,quit
antsyn-noun-train-1632-O,0,2,noun,train,ent,commencement,start
antsyn-verb-train-1551-O,0,3,verb,train,con,mind,body
antsyn-adj-train-582-O,0,4,adj,train,ent,bad,vicious
antsyn-verb-test-151-O,0,5,verb,test,ent,tip,tap
antsyn-noun-train-2098-O,0,6,noun,train,con,temporary,permanent
antsyn-adj-train-3847-O,0,7,adj,train,ent,morbid,grim
antsyn-verb-test-467-O,0,8,verb,test,con,observe,disrespect
antsyn-verb-train-560-O,0,9,verb,train,con,move,stick
antsyn-verb-train-1602-O,0,0,verb,train,ent,title,style
antsyn-verb-train-1809-O,0,1,verb,train,con,protect,expose
antsyn-noun-train-2439-O,0,2,noun,train,ent,oasis,island
antsyn-noun-test-740-O,0,3,noun,test,ent,drink,tea
antsyn-noun-test-765-O,0,4,noun,test,ent,planter,pioneer
antsyn-noun-test-961-O,0,5,noun,test,con,dry,water
antsyn-noun-val-95-O,0,6,noun,val,ent,worshipper,believer
antsyn-adj-test-1080-O,0,7,adj,test,ent,sinister,menacing
antsyn-noun-test-124-O,0,8,noun,test,ent,weaponry,munition
antsyn-verb-train-816-O,0,9,verb,train,con,raise,relegate
antsyn-verb-train-1197-O,0,0,verb,train,ent,regain,find
antsyn-noun-train-2582-O,0,1,noun,train,con,action,inactivity
antsyn-verb-train-436-O,0,2,verb,train,ent,pump,breathe
antsyn-noun-val-82-O,0,3,noun,val,ent,mark,characteristic
antsyn-adj-train-1921-O,0,4,adj,train,con,initial,final
antsyn-verb-train-419-O,0,5,verb,train,ent,mutilate,maim
antsyn-verb-train-2416-O,0,6,verb,train,con,decrypt,encode
antsyn-adj-train-2482-O,0,7,adj,train,con,light,heavy
antsyn-adj-test-1963-O,0,8,adj,test,con,noninfectious,infectious
antsyn-adj-train-1687-O,0,9,adj,train,ent,deceased,late
antsyn-adj-train-83-O,0,0,adj,train,con,monumental,small
antsyn-noun-train-1307-O,0,1,noun,train,con,evergreen,deciduous
antsyn-verb-train-2282-O,0,2,verb,train,ent,prefer,choose
antsyn-adj-train-2824-O,0,3,adj,train,ent,ecumenical,general
antsyn-verb-test-246-O,0,4,verb,test,ent,square,adjust
antsyn-adj-val-330-O,0,5,adj,val,ent,imperial,sovereign
antsyn-adj-test-1583-O,0,6,adj,test,ent,arbitrary,tyrannical
antsyn-verb-test-863-O,0,7,verb,test,ent,originate,start
antsyn-noun-train-1595-O,0,8,noun,train,ent,genius,brilliance
antsyn-verb-train-2021-O,0,9,verb,train,ent,complement,compliment
antsyn-adj-train-2169-O,0,0,adj,train,ent,active,transitive
antsyn-adj-train-3518-O,0,1,adj,train,con,malign,benign
antsyn-adj-train-4786-O,0,2,adj,train,con,dark,blonde
antsyn-noun-train-2654-O,0,3,noun,train,con,inspiration,expiration
antsyn-adj-train-4235-O,0,4,adj,train,ent,favorite,favourite
antsyn-noun-test-214-O,0,5,noun,test,ent,bigot,fanatic
antsyn-adj-test-26-O,0,6,adj,test,ent,diseased,sick
antsyn-verb-train-25-O,0,7,verb,train,con,change,remain
antsyn-noun-train-701-O,0,8,noun,train,ent,director,manager
antsyn-noun-train-1079-O,0,9,noun,train,con,merit,fault
antsyn-adj-val-87-O,0,0,adj,val,con,atonal,tonal
antsyn-adj-train-4157-O,0,1,adj,train,ent,great,large
antsyn-noun-train-2593-O,0,2,noun,train,ent,jump,skydive
antsyn-verb-test-605-O,0,3,verb,test,con,dissent,concur
antsyn-noun-train-770-O,0,4,noun,train,con,graduating,student
antsyn-verb-test-32-O,0,5,verb,test,ent,gestate,conceive
antsyn-adj-test-969-O,0,6,adj,test,con,illogical,logical
antsyn-noun-train-265-O,0,7,noun,train,con,vanguard,rearguard
antsyn-verb-train-597-O,0,8,verb,train,con,emigrate,immigrate
antsyn-adj-train-635-O,0,9,adj,train,con,fragile,significant
antsyn-noun-train-103-O,0,0,noun,train,con,root,descendant
antsyn-noun-train-81-O,0,1,noun,train,ent,tool,dick
