pairid,split
01174_20#01174_20_2,train
01174_20#01174_20_3,train
01208_7#01208_7_1,train
01208_7#01208_7_2,train
01208_7#01208_7_3,train
01208_7#01208_7_4,train
01208_7#01208_7_5,train
01208_7#01208_7_6,train
00030_1#00030_1_1,train
00030_1#00030_1_2,train
00030_1#00030_1_3,train
00038_13#00038_13_1,train
00038_13#00038_13_2,train
00038_13#00038_13_3,train
00038_13#00038_13_4,train
00038_13#00038_13_5,train
00038_13#00038_13_6,train
00107_4#00107_4_1,train
00107_4#00107_4_2,train
00107_4#00107_4_3,train
00125_13#00125_13_1,train
00125_13#00125_13_2,train
00125_13#00125_13_3,train
00125_13#00125_13_4,train
00141_8#00141_8_1,train
00163_9#00163_9_1,train
00163_9#00163_9_2,train
00163_9#00163_9_3,train
00163_9#00163_9_4,train
00163_9#00163_9_5,train
00163_9#00163_9_6,train
00163_9#00163_9_7,train
00228_3#00228_3_1,train
00228_3#00228_3_2,train
00228_3#00228_3_3,train
00232_4#00232_4_1,train
00232_4#00232_4_10,train
00232_4#00232_4_2,train
00232_4#00232_4_3,train
00232_4#00232_4_4,train
00232_4#00232_4_5,train
00232_4#00232_4_6,train
00232_4#00232_4_7,train
00232_4#00232_4_8,train
00232_4#00232_4_9,train
00274_6#00274_6_1,train
00274_6#00274_6_2,train
00274_6#00274_6_3,train
00348_2#00348_2_1,train
00348_2#00348_2_2,train
00348_2#00348_2_3,train
00348_2#00348_2_4,train
00357_2#00357_2_1,train
00357_2#00357_2_2,train
00357_2#00357_2_3,train
00361_1#00361_1_3,train
00361_1#00361_1_4,train
00361_1#00361_1_5,train
00361_1#00361_1_6,train
00361_1#00361_1_7,train
00361_1#00361_1_8,train
00388_10#00388_10_1,train
00388_10#00388_10_2,train
00388_10#00388_10_3,train
00388_10#00388_10_4,train
00388_10#00388_10_5,train
00388_10#00388_10_6,train
00430_1#00430_1_1,train
00430_1#00430_1_2,train
00430_1#00430_1_3,train
00472_2#00472_2_1,train
00472_2#00472_2_2,train
00472_2#00472_2_3,train
00472_2#00472_2_4,train
00472_2#00472_2_5,train
00477_4#00477_4_1,train
00477_4#00477_4_2,train
00477_4#00477_4_3,train
00477_4#00477_4_4,train
00477_4#00477_4_5,train
00477_4#00477_4_6,train
00523_4#00523_4_1,train
00523_4#00523_4_2,train
00523_4#00523_4_3,train
00655_3#00655_3_1,train
00655_3#00655_3_2,train
00655_3#00655_3_3,train
00660_5#00660_5_2,train
00660_5#00660_5_6,train
00660_5#00660_5_7,train
00660_7#00660_7_1,train
00660_7#00660_7_10,train
00660_7#00660_7_11,train
00660_7#00660_7_12,train
00660_7#00660_7_13,train
00660_7#00660_7_14,train
00660_7#00660_7_15,train
00660_7#00660_7_3,train
00660_7#00660_7_5,train
00660_7#00660_7_6,train
00660_7#00660_7_7,train
00660_7#00660_7_8,train
00660_7#00660_7_9,train
00713_1#00713_1_1,train
00713_1#00713_1_2,train
00713_1#00713_1_4,train
00713_1#00713_1_5,train
00721_4#00721_4_1,train
00721_4#00721_4_10,train
00721_4#00721_4_11,train
00721_4#00721_4_12,train
00721_4#00721_4_2,train
00721_4#00721_4_3,train
00721_4#00721_4_4,train
00721_4#00721_4_5,train
00721_4#00721_4_6,train
00721_4#00721_4_7,train
00721_4#00721_4_8,train
00721_4#00721_4_9,train
00727_5#00727_5_1,train
00727_5#00727_5_2,train
00727_5#00727_5_3,train
00727_5#00727_5_4,train
00727_5#00727_5_5,train
00727_5#00727_5_6,train
00738_3#00738_3_1,train
00738_3#00738_3_2,train
00738_3#00738_3_3,train
00738_3#00738_3_4,train
00738_3#00738_3_5,train
00804_8#00804_8_1,train
00804_8#00804_8_10,train
00804_8#00804_8_11,train
00804_8#00804_8_12,train
00804_8#00804_8_13,train
00804_8#00804_8_2,train
00804_8#00804_8_3,train
00804_8#00804_8_4,train
00804_8#00804_8_5,train
00804_8#00804_8_6,train
00804_8#00804_8_7,train
00804_8#00804_8_8,train
00804_8#00804_8_9,train
00819_3#00819_3_1,train
00819_3#00819_3_2,train
00819_3#00819_3_3,train
00895_4#00895_4_1,train
00895_4#00895_4_2,train
00895_4#00895_4_3,train
01035_4#01035_4_1,train
01035_4#01035_4_10,train
01035_4#01035_4_11,train
01035_4#01035_4_12,train
01035_4#01035_4_2,train
01035_4#01035_4_3,train
01035_4#01035_4_4,train
01035_4#01035_4_5,train
01035_4#01035_4_6,train
01035_4#01035_4_7,train
01035_4#01035_4_8,train
01035_4#01035_4_9,train
01091_7#01091_7_1,train
01091_7#01091_7_2,train
01091_7#01091_7_3,train
01091_7#01091_7_4,train
01091_7#01091_7_5,train
01091_7#01091_7_6,train
01091_7#01091_7_7,train
01091_7#01091_7_8,train
01091_7#01091_7_9,train
01143_1#01143_1_1,train
01143_1#01143_1_10,train
01143_1#01143_1_2,train
01143_1#01143_1_3,train
01143_1#01143_1_4,train
01143_1#01143_1_5,train
01143_1#01143_1_6,train
01143_1#01143_1_7,train
01143_1#01143_1_8,train
01143_1#01143_1_9,train
00040_11#00040_11_1,train
00040_11#00040_11_10,train
00040_11#00040_11_11,train
00040_11#00040_11_12,train
00040_11#00040_11_13,train
00040_11#00040_11_14,train
00040_11#00040_11_15,train
00040_11#00040_11_16,train
00040_11#00040_11_17,train
00040_11#00040_11_2,train
00040_11#00040_11_3,train
00040_11#00040_11_4,train
00040_11#00040_11_5,train
00040_11#00040_11_6,train
00040_11#00040_11_7,train
00040_11#00040_11_8,train
00040_11#00040_11_9,train
00040_7#00040_7_1,train
00040_7#00040_7_10,train
00040_7#00040_7_11,train
00040_7#00040_7_12,train
00040_7#00040_7_2,train
00040_7#00040_7_3,train
00040_7#00040_7_4,train
00040_7#00040_7_5,train
00040_7#00040_7_6,train
00040_7#00040_7_7,train
00040_7#00040_7_8,train
00040_7#00040_7_9,train
00042_19#00042_19_1,train
00042_19#00042_19_2,train
00042_19#00042_19_3,train
00042_19#00042_19_4,train
00042_19#00042_19_5,train
00042_19#00042_19_6,train
00042_7#00042_7_1,train
00042_7#00042_7_2,train
00042_7#00042_7_3,train
00042_7#00042_7_4,train
00042_7#00042_7_5,train
00090_8#00090_8_11,train
00090_8#00090_8_13,train
00090_8#00090_8_16,train
00090_8#00090_8_18,train
00090_8#00090_8_21,train
00090_8#00090_8_22,train
00090_8#00090_8_23,train
00090_8#00090_8_25,train
00090_8#00090_8_28,train
00090_8#00090_8_31,train
00090_8#00090_8_34,train
00090_8#00090_8_36,train
00090_8#00090_8_37,train
00090_8#00090_8_4,train
00090_8#00090_8_5,train
00090_8#00090_8_6,train
00090_8#00090_8_8,train
00090_8#00090_8_9,train
00141_8#00141_8_2,train
00141_8#00141_8_3,train
00141_8#00141_8_4,train
00141_8#00141_8_5,train
00204_3#00204_3_1,train
00204_3#00204_3_2,train
00204_3#00204_3_3,train
00204_3#00204_3_4,train
00267_1#00267_1_1,train
00267_1#00267_1_2,train
00267_1#00267_1_3,train
00267_1#00267_1_4,train
00289_8#00289_8_1,train
00289_8#00289_8_2,train
00289_8#00289_8_3,train
00301_4#00301_4_3,train
00301_4#00301_4_6,train
00301_4#00301_4_9,train
00402_17#00402_17_1,train
00402_17#00402_17_2,train
00402_17#00402_17_3,train
00402_17#00402_17_4,train
00402_17#00402_17_5,train
00402_17#00402_17_6,train
00402_17#00402_17_7,train
00406_5#00406_5_1,train
00406_5#00406_5_2,train
00406_5#00406_5_3,train
00549_8#00549_8_1,train
00549_8#00549_8_2,train
00549_8#00549_8_3,train
00549_8#00549_8_4,train
00549_8#00549_8_5,train
00555_1#00555_1_10,train
00555_1#00555_1_2,train
00555_1#00555_1_3,train
00555_1#00555_1_4,train
00555_1#00555_1_5,train
00555_1#00555_1_6,train
00555_1#00555_1_7,train
00555_1#00555_1_8,train
00555_1#00555_1_9,train
00838_2#00838_2_1,train
00838_2#00838_2_2,train
00838_2#00838_2_3,train
00838_2#00838_2_4,train
00864_7#00864_7_1,train
00864_7#00864_7_2,train
00864_7#00864_7_3,train
00864_7#00864_7_4,train
00864_7#00864_7_5,train
00871_3#00871_3_1,train
00871_3#00871_3_2,train
00871_3#00871_3_3,train
00871_3#00871_3_4,train
00871_3#00871_3_5,train
00871_3#00871_3_6,train
00909_2#00909_2_2,train
00909_2#00909_2_3,train
00909_2#00909_2_4,train
00911_2#00911_2_1,train
00911_2#00911_2_2,train
00911_2#00911_2_3,train
00911_6#00911_6_1,train
00911_6#00911_6_2,train
00911_6#00911_6_3,train
00923_1#00923_1_1,train
00923_1#00923_1_3,train
00923_1#00923_1_5,train
00966_1#00966_1_1,train
00966_1#00966_1_2,train
00966_1#00966_1_3,train
00966_1#00966_1_4,train
00966_1#00966_1_5,train
00966_1#00966_1_6,train
00966_1#00966_1_7,train
01103_4#01103_4_1,train
01103_4#01103_4_2,train
01103_4#01103_4_3,train
01103_4#01103_4_4,train
01103_4#01103_4_5,train
01103_4#01103_4_6,train
01138_2#01138_2_10,train
01138_2#01138_2_11,train
01138_2#01138_2_12,train
01138_2#01138_2_13,train
01138_2#01138_2_2,train
01138_2#01138_2_3,train
01138_2#01138_2_4,train
01138_2#01138_2_7,train
01138_2#01138_2_9,train
01174_29#01174_29_1,train
01174_29#01174_29_10,train
01174_29#01174_29_11,train
01174_29#01174_29_12,train
01174_29#01174_29_13,train
01174_29#01174_29_14,train
01174_29#01174_29_15,train
01174_29#01174_29_16,train
01174_29#01174_29_17,train
01174_29#01174_29_2,train
01174_29#01174_29_3,train
01174_29#01174_29_4,train
01174_29#01174_29_5,train
01174_29#01174_29_6,train
01174_29#01174_29_7,train
01174_29#01174_29_8,train
01174_29#01174_29_9,train
01183_2#01183_2_1,train
01183_2#01183_2_10,train
01183_2#01183_2_11,train
01183_2#01183_2_12,train
01183_2#01183_2_2,train
01183_2#01183_2_3,train
01183_2#01183_2_4,train
01183_2#01183_2_5,train
01183_2#01183_2_6,train
01183_2#01183_2_7,train
01183_2#01183_2_8,train
01183_2#01183_2_9,train
01251_4#01251_4_1,train
01251_4#01251_4_2,train
01251_4#01251_4_3,train
00081_7#00081_7_1,train
00081_7#00081_7_2,train
00081_7#00081_7_3,train
00166_10#00166_10_1,train
00166_10#00166_10_10,train
00166_10#00166_10_2,train
00166_10#00166_10_3,train
00166_10#00166_10_4,train
00166_10#00166_10_5,train
00166_10#00166_10_6,train
00166_10#00166_10_7,train
00166_10#00166_10_8,train
00166_10#00166_10_9,train
00184_2#00184_2_1,train
00184_2#00184_2_2,train
00184_2#00184_2_4,train
00184_2#00184_2_5,train
00245_6#00245_6_1,train
00245_6#00245_6_2,train
00245_6#00245_6_3,train
00280_4#00280_4_1,train
00280_4#00280_4_10,train
00280_4#00280_4_11,train
00280_4#00280_4_2,train
00280_4#00280_4_3,train
00280_4#00280_4_4,train
00280_4#00280_4_5,train
00280_4#00280_4_6,train
00280_4#00280_4_7,train
00280_4#00280_4_8,train
00280_4#00280_4_9,train
00344_7#00344_7_1,train
00344_7#00344_7_2,train
00344_7#00344_7_3,train
00344_7#00344_7_4,train
00344_7#00344_7_5,train
00344_7#00344_7_6,train
00344_7#00344_7_7,train
00344_7#00344_7_8,train
00344_7#00344_7_9,train
00350_10#00350_10_1,train
00350_10#00350_10_2,train
00350_10#00350_10_3,train
00350_10#00350_10_4,train
00350_10#00350_10_6,train
00350_10#00350_10_7,train
00361_6#00361_6_1,train
00361_6#00361_6_2,train
00361_6#00361_6_3,train
00361_6#00361_6_4,train
00414_4#00414_4_1,train
00414_4#00414_4_2,train
00414_4#00414_4_3,train
00414_4#00414_4_4,train
00414_4#00414_4_5,train
00414_4#00414_4_6,train
00414_4#00414_4_7,train
00414_4#00414_4_8,train
00414_4#00414_4_9,train
00452_3#00452_3_1,train
00452_3#00452_3_2,train
00452_3#00452_3_3,train
00558_6#00558_6_1,train
00558_6#00558_6_2,train
00558_6#00558_6_3,train
00558_6#00558_6_4,train
00558_6#00558_6_5,train
00558_6#00558_6_6,train
00558_6#00558_6_7,train
00558_6#00558_6_8,train
00558_7#00558_7_1,train
00558_7#00558_7_2,train
00558_7#00558_7_3,train
00558_7#00558_7_4,train
00558_7#00558_7_5,train
00558_7#00558_7_6,train
00558_7#00558_7_7,train
00615_3#00615_3_2,train
00615_3#00615_3_3,train
00615_3#00615_3_5,train
00615_3#00615_3_6,train
00615_3#00615_3_8,train
00635_8#00635_8_1,train
00635_8#00635_8_2,train
00635_8#00635_8_3,train
00635_8#00635_8_4,train
00635_8#00635_8_5,train
00635_8#00635_8_6,train
00635_8#00635_8_7,train
00635_8#00635_8_8,train
00635_8#00635_8_9,train
00728_4#00728_4_1,train
00728_4#00728_4_10,train
00728_4#00728_4_2,train
00728_4#00728_4_3,train
00728_4#00728_4_4,train
00728_4#00728_4_5,train
00728_4#00728_4_6,train
00728_4#00728_4_7,train
00728_4#00728_4_8,train
00728_4#00728_4_9,train
00804_9#00804_9_1,train
00804_9#00804_9_2,train
00804_9#00804_9_3,train
00843_5#00843_5_1,train
00843_5#00843_5_10,train
00843_5#00843_5_11,train
00843_5#00843_5_12,train
00843_5#00843_5_13,train
00843_5#00843_5_14,train
00843_5#00843_5_15,train
00843_5#00843_5_2,train
00843_5#00843_5_3,train
00843_5#00843_5_4,train
00843_5#00843_5_5,train
00843_5#00843_5_6,train
00843_5#00843_5_7,train
00843_5#00843_5_8,train
00843_5#00843_5_9,train
00871_6#00871_6_1,train
00871_6#00871_6_10,train
00871_6#00871_6_2,train
00871_6#00871_6_3,train
00871_6#00871_6_4,train
00871_6#00871_6_5,train
00871_6#00871_6_6,train
00871_6#00871_6_7,train
00871_6#00871_6_8,train
00871_6#00871_6_9,train
00899_4#00899_4_1,train
00899_4#00899_4_2,train
00899_4#00899_4_3,train
00899_4#00899_4_4,train
00942_3#00942_3_1,train
00942_3#00942_3_2,train
00942_3#00942_3_3,train
00952_2#00952_2_1,train
00952_2#00952_2_2,train
00952_2#00952_2_3,train
00952_2#00952_2_4,train
00952_2#00952_2_5,train
00952_2#00952_2_6,train
00952_2#00952_2_7,train
00964_3#00964_3_2,train
00964_3#00964_3_3,train
00964_3#00964_3_4,train
01020_4#01020_4_1,train
01020_4#01020_4_2,train
01020_4#01020_4_3,train
01020_4#01020_4_4,train
01035_8#01035_8_1,train
01035_8#01035_8_10,train
01035_8#01035_8_11,train
01035_8#01035_8_12,train
01035_8#01035_8_2,train
01035_8#01035_8_3,train
01035_8#01035_8_4,train
01035_8#01035_8_5,train
01035_8#01035_8_6,train
01035_8#01035_8_7,train
01035_8#01035_8_8,train
01035_8#01035_8_9,train
01035_9#01035_9_1,train
01035_9#01035_9_2,train
01035_9#01035_9_3,train
01035_9#01035_9_4,train
01035_9#01035_9_5,train
01049_4#01049_4_1,train
01049_4#01049_4_2,train
01049_4#01049_4_3,train
01145_5#01145_5_2,train
01145_5#01145_5_3,train
01145_5#01145_5_4,train
01165_3#01165_3_1,train
01165_3#01165_3_2,train
01165_3#01165_3_3,train
00026_1#00026_1_1,train
00026_1#00026_1_10,train
00026_1#00026_1_2,train
00026_1#00026_1_3,train
00026_1#00026_1_4,train
00026_1#00026_1_5,train
00026_1#00026_1_6,train
00026_1#00026_1_7,train
00026_1#00026_1_8,train
00026_1#00026_1_9,train
00026_2#00026_2_1,train
00026_2#00026_2_2,train
00026_2#00026_2_3,train
00026_2#00026_2_4,train
00026_2#00026_2_5,train
00026_2#00026_2_6,train
00039_9#00039_9_1,train
00039_9#00039_9_2,train
00039_9#00039_9_3,train
00075_2#00075_2_2,train
00075_2#00075_2_3,train
00075_2#00075_2_5,train
00155_7#00155_7_1,train
00155_7#00155_7_10,train
00155_7#00155_7_2,train
00155_7#00155_7_3,train
00155_7#00155_7_4,train
00155_7#00155_7_5,train
00155_7#00155_7_6,train
00155_7#00155_7_7,train
00155_7#00155_7_8,train
00155_7#00155_7_9,train
00195_2#00195_2_1,train
00195_2#00195_2_2,train
00195_2#00195_2_3,train
00195_2#00195_2_4,train
00202_6#00202_6_1,train
00202_6#00202_6_2,train
00202_6#00202_6_3,train
00202_6#00202_6_4,train
00245_1#00245_1_1,train
00245_1#00245_1_2,train
00245_1#00245_1_3,train
00245_1#00245_1_4,train
00245_1#00245_1_5,train
00245_1#00245_1_6,train
00267_8#00267_8_1,train
00267_8#00267_8_2,train
00267_8#00267_8_3,train
00267_8#00267_8_4,train
00267_8#00267_8_5,train
00270_5#00270_5_1,train
00270_5#00270_5_2,train
00270_5#00270_5_3,train
00270_5#00270_5_4,train
00270_5#00270_5_5,train
00296_2#00296_2_1,train
00296_2#00296_2_2,train
00296_2#00296_2_3,train
00296_2#00296_2_4,train
00348_1#00348_1_1,train
00348_1#00348_1_2,train
00348_1#00348_1_3,train
00348_1#00348_1_4,train
00348_1#00348_1_5,train
00549_18#00549_18_1,train
00549_18#00549_18_2,train
00549_18#00549_18_3,train
00572_4#00572_4_1,train
00572_4#00572_4_10,train
00572_4#00572_4_2,train
00572_4#00572_4_3,train
00572_4#00572_4_4,train
00572_4#00572_4_5,train
00572_4#00572_4_6,train
00572_4#00572_4_7,train
00572_4#00572_4_8,train
00572_4#00572_4_9,train
00584_8#00584_8_1,train
00584_8#00584_8_2,train
00584_8#00584_8_3,train
00613_1#00613_1_1,train
00613_1#00613_1_2,train
00613_1#00613_1_3,train
00613_1#00613_1_4,train
00734_2#00734_2_1,train
00734_2#00734_2_2,train
00734_2#00734_2_3,train
00746_6#00746_6_1,train
00746_6#00746_6_2,train
00746_6#00746_6_3,train
00753_2#00753_2_1,train
00753_2#00753_2_2,train
00753_2#00753_2_3,train
00753_2#00753_2_4,train
00753_2#00753_2_5,train
00753_2#00753_2_6,train
00753_2#00753_2_7,train
00753_2#00753_2_8,train
00771_7#00771_7_1,train
00771_7#00771_7_2,train
00771_7#00771_7_3,train
00771_7#00771_7_4,train
00771_7#00771_7_5,train
00771_7#00771_7_6,train
00771_7#00771_7_7,train
00883_2#00883_2_1,train
00883_2#00883_2_2,train
00883_2#00883_2_3,train
00893_5#00893_5_1,train
00893_5#00893_5_2,train
00893_5#00893_5_3,train
00911_1#00911_1_1,train
00911_1#00911_1_2,train
00911_1#00911_1_3,train
00966_2#00966_2_1,train
00966_2#00966_2_2,train
00966_2#00966_2_3,train
00966_2#00966_2_4,train
00966_2#00966_2_5,train
00976_5#00976_5_1,train
00976_5#00976_5_2,train
00976_5#00976_5_3,train
00976_5#00976_5_4,train
00976_5#00976_5_5,train
00989_3#00989_3_1,train
00989_3#00989_3_2,train
00989_3#00989_3_3,train
00989_3#00989_3_4,train
00989_3#00989_3_5,train
00989_3#00989_3_6,train
00989_3#00989_3_7,train
01028_9#01028_9_1,train
01028_9#01028_9_2,train
01028_9#01028_9_3,train
01028_9#01028_9_4,train
01028_9#01028_9_5,train
01028_9#01028_9_6,train
01083_4#01083_4_1,train
01083_4#01083_4_2,train
01083_4#01083_4_3,train
01083_4#01083_4_4,train
01125_7#01125_7_2,train
01125_7#01125_7_3,train
01125_7#01125_7_4,train
01146_7#01146_7_1,train
01146_7#01146_7_2,train
01146_7#01146_7_3,train
01172_2#01172_2_1,train
01172_2#01172_2_2,train
01172_2#01172_2_3,train
01172_2#01172_2_4,train
01172_2#01172_2_5,train
01196_1#01196_1_1,train
01196_1#01196_1_2,train
01196_1#01196_1_3,train
01196_1#01196_1_4,train
01266_4#01266_4_1,train
01266_4#01266_4_2,train
01266_4#01266_4_3,train
01266_4#01266_4_4,train
01266_4#01266_4_5,train
01273_4#01273_4_1,train
01273_4#01273_4_2,train
01273_4#01273_4_3,train
01273_4#01273_4_4,train
00015_18#00015_18_1,train
00015_18#00015_18_2,train
00015_18#00015_18_3,train
00015_18#00015_18_4,train
00015_18#00015_18_5,train
00015_18#00015_18_6,train
00046_9#00046_9_1,train
00046_9#00046_9_2,train
00046_9#00046_9_3,train
00046_9#00046_9_4,train
00046_9#00046_9_5,train
00046_9#00046_9_6,train
00046_9#00046_9_7,train
00046_9#00046_9_8,train
00046_9#00046_9_9,train
00095_1#00095_1_1,train
00095_1#00095_1_2,train
00095_1#00095_1_3,train
00118_4#00118_4_1,train
00118_4#00118_4_2,train
00118_4#00118_4_3,train
00125_8#00125_8_1,train
00125_8#00125_8_2,train
00125_8#00125_8_3,train
00125_8#00125_8_4,train
00125_8#00125_8_5,train
00125_8#00125_8_6,train
00125_8#00125_8_7,train
00125_8#00125_8_8,train
00125_8#00125_8_9,train
00164_3#00164_3_1,train
00164_3#00164_3_2,train
00164_3#00164_3_3,train
00164_3#00164_3_4,train
00197_8#00197_8_1,train
00197_8#00197_8_2,train
00197_8#00197_8_3,train
00197_8#00197_8_4,train
00245_8#00245_8_1,train
00245_8#00245_8_10,train
00245_8#00245_8_11,train
00245_8#00245_8_12,train
00245_8#00245_8_13,train
00245_8#00245_8_14,train
00245_8#00245_8_15,train
00245_8#00245_8_2,train
00245_8#00245_8_3,train
00245_8#00245_8_4,train
00245_8#00245_8_5,train
00245_8#00245_8_6,train
00245_8#00245_8_7,train
00245_8#00245_8_8,train
00245_8#00245_8_9,train
00250_1#00250_1_1,train
00250_1#00250_1_2,train
00250_1#00250_1_3,train
00250_1#00250_1_4,train
00273_6#00273_6_1,train
00273_6#00273_6_2,train
00273_6#00273_6_3,train
00273_6#00273_6_4,train
00296_3#00296_3_1,train
00296_3#00296_3_2,train
00296_3#00296_3_3,train
00296_3#00296_3_4,train
00315_2#00315_2_1,train
00315_2#00315_2_2,train
00315_2#00315_2_3,train
00315_2#00315_2_4,train
00315_4#00315_4_1,train
00315_4#00315_4_2,train
00315_4#00315_4_3,train
00315_4#00315_4_4,train
00320_1#00320_1_1,train
00320_1#00320_1_2,train
00320_1#00320_1_3,train
00320_1#00320_1_4,train
00320_1#00320_1_5,train
00388_7#00388_7_1,train
00388_7#00388_7_2,train
00388_7#00388_7_3,train
00388_7#00388_7_4,train
00388_7#00388_7_5,train
00388_7#00388_7_6,train
00388_7#00388_7_7,train
00429_1#00429_1_1,train
00429_1#00429_1_2,train
00429_1#00429_1_3,train
00429_1#00429_1_4,train
00429_1#00429_1_5,train
00447_2#00447_2_1,train
00447_2#00447_2_2,train
00447_2#00447_2_3,train
00447_2#00447_2_4,train
00447_2#00447_2_5,train
00447_2#00447_2_6,train
00447_2#00447_2_7,train
00447_2#00447_2_8,train
00452_5#00452_5_1,train
00452_5#00452_5_2,train
00452_5#00452_5_3,train
00452_5#00452_5_4,train
00452_5#00452_5_5,train
00452_5#00452_5_6,train
00549_3#00549_3_1,train
00549_3#00549_3_2,train
00549_3#00549_3_3,train
00549_3#00549_3_4,train
00549_3#00549_3_5,train
00549_3#00549_3_6,train
00549_3#00549_3_7,train
00549_3#00549_3_8,train
00549_3#00549_3_9,train
00615_4#00615_4_1,train
00615_4#00615_4_2,train
00615_4#00615_4_3,train
00615_4#00615_4_4,train
00615_4#00615_4_5,train
00634_8#00634_8_1,train
00634_8#00634_8_2,train
00634_8#00634_8_3,train
00885_1#00885_1_1,train
00885_1#00885_1_3,train
00885_1#00885_1_5,train
00885_1#00885_1_6,train
00903_3#00903_3_2,train
00903_3#00903_3_3,train
00903_3#00903_3_4,train
00903_3#00903_3_5,train
00903_3#00903_3_6,train
00903_3#00903_3_7,train
00973_2#00973_2_3,train
00973_2#00973_2_4,train
00973_2#00973_2_5,train
00989_7#00989_7_1,train
00989_7#00989_7_2,train
00989_7#00989_7_3,train
00989_7#00989_7_4,train
00989_7#00989_7_5,train
01028_8#01028_8_1,train
01028_8#01028_8_2,train
01028_8#01028_8_3,train
01028_8#01028_8_4,train
01028_8#01028_8_5,train
01153_5#01153_5_1,train
01153_5#01153_5_2,train
01153_5#01153_5_3,train
01153_5#01153_5_4,train
01153_5#01153_5_5,train
01153_5#01153_5_6,train
01164_10#01164_10_1,train
01164_10#01164_10_10,train
01164_10#01164_10_11,train
01164_10#01164_10_2,train
01164_10#01164_10_3,train
01164_10#01164_10_4,train
01164_10#01164_10_5,train
01164_10#01164_10_6,train
01164_10#01164_10_7,train
01164_10#01164_10_8,train
01164_10#01164_10_9,train
01164_3#01164_3_1,train
01164_3#01164_3_2,train
01164_3#01164_3_3,train
01164_3#01164_3_4,train
01164_3#01164_3_5,train
01164_3#01164_3_6,train
01164_3#01164_3_7,train
00026_5#00026_5_1,train
00026_5#00026_5_2,train
00026_5#00026_5_3,train
00026_5#00026_5_4,train
00026_5#00026_5_5,train
00026_5#00026_5_6,train
00026_5#00026_5_7,train
00042_17#00042_17_1,train
00042_17#00042_17_10,train
00042_17#00042_17_11,train
00042_17#00042_17_12,train
00042_17#00042_17_13,train
00042_17#00042_17_14,train
00042_17#00042_17_15,train
00042_17#00042_17_16,train
00042_17#00042_17_17,train
00042_17#00042_17_18,train
00042_17#00042_17_3,train
00042_17#00042_17_4,train
00042_17#00042_17_5,train
00042_17#00042_17_6,train
00042_17#00042_17_7,train
00042_17#00042_17_8,train
00042_17#00042_17_9,train
00046_11#00046_11_1,train
00046_11#00046_11_2,train
00046_11#00046_11_3,train
00046_11#00046_11_4,train
00046_11#00046_11_5,train
00046_11#00046_11_6,train
00046_11#00046_11_7,train
00046_11#00046_11_8,train
00046_11#00046_11_9,train
00089_3#00089_3_1,train
00089_3#00089_3_2,train
00089_3#00089_3_3,train
00089_3#00089_3_4,train
00089_3#00089_3_5,train
00125_9#00125_9_1,train
00125_9#00125_9_2,train
00125_9#00125_9_3,train
00312_6#00312_6_1,train
00312_6#00312_6_10,train
00312_6#00312_6_11,train
00312_6#00312_6_2,train
00312_6#00312_6_3,train
00312_6#00312_6_4,train
00312_6#00312_6_5,train
00312_6#00312_6_6,train
00312_6#00312_6_7,train
00312_6#00312_6_8,train
00312_6#00312_6_9,train
00322_14#00322_14_1,train
00322_14#00322_14_2,train
00322_14#00322_14_3,train
00322_14#00322_14_4,train
00322_14#00322_14_5,train
00322_14#00322_14_6,train
00365_1#00365_1_1,train
00365_1#00365_1_10,train
00365_1#00365_1_11,train
00365_1#00365_1_12,train
00365_1#00365_1_13,train
00365_1#00365_1_2,train
00365_1#00365_1_3,train
00365_1#00365_1_4,train
00365_1#00365_1_5,train
00365_1#00365_1_6,train
00365_1#00365_1_7,train
00365_1#00365_1_8,train
00365_1#00365_1_9,train
00387_6#00387_6_1,train
00387_6#00387_6_2,train
00387_6#00387_6_3,train
00388_1#00388_1_1,train
00388_1#00388_1_2,train
00388_1#00388_1_3,train
00388_1#00388_1_4,train
00471_8#00471_8_1,train
00471_8#00471_8_2,train
00471_8#00471_8_3,train
00471_8#00471_8_4,train
00471_8#00471_8_5,train
00471_8#00471_8_6,train
00495_3#00495_3_1,train
00495_3#00495_3_2,train
00495_3#00495_3_3,train
00498_4#00498_4_2,train
00498_4#00498_4_3,train
00498_4#00498_4_4,train
00498_4#00498_4_5,train
00550_5#00550_5_1,train
00550_5#00550_5_10,train
00550_5#00550_5_2,train
00550_5#00550_5_4,train
00550_5#00550_5_5,train
00550_5#00550_5_6,train
00580_2#00580_2_1,train
00580_2#00580_2_2,train
00580_2#00580_2_3,train
00580_2#00580_2_4,train
00580_2#00580_2_5,train
00580_2#00580_2_6,train
00580_2#00580_2_7,train
00588_1#00588_1_1,train
00588_1#00588_1_2,train
00588_1#00588_1_3,train
00588_1#00588_1_4,train
00588_1#00588_1_5,train
00588_1#00588_1_6,train
00680_16#00680_16_1,train
00680_16#00680_16_2,train
00680_16#00680_16_3,train
00680_16#00680_16_4,train
00680_16#00680_16_5,train
00690_1#00690_1_1,train
00690_1#00690_1_2,train
00690_1#00690_1_3,train
00690_1#00690_1_4,train
00690_1#00690_1_5,train
00690_1#00690_1_6,train
00720_2#00720_2_1,train
00720_2#00720_2_10,train
00720_2#00720_2_11,train
00720_2#00720_2_2,train
00720_2#00720_2_3,train
00720_2#00720_2_4,train
00720_2#00720_2_5,train
