pairid,split
00049_6#00049_6_1,train
00049_6#00049_6_2,train
00049_6#00049_6_3,train
00049_6#00049_6_4,train
00272_10#00272_10_1,train
00272_10#00272_10_2,train
00272_10#00272_10_3,train
00278_3#00278_3_1,train
00278_3#00278_3_2,train
00278_3#00278_3_3,train
00317_9#00317_9_1,train
00317_9#00317_9_2,train
00317_9#00317_9_3,train
00396_12#00396_12_1,train
00396_12#00396_12_2,train
00396_12#00396_12_3,train
00396_12#00396_12_4,train
00396_12#00396_12_5,train
00396_12#00396_12_6,train
00396_12#00396_12_7,train
00448_4#00448_4_1,train
00448_4#00448_4_2,train
00448_4#00448_4_3,train
00460_9#00460_9_1,train
00460_9#00460_9_3,train
00460_9#00460_9_4,train
00547_2#00547_2_1,train
00547_2#00547_2_10,train
00547_2#00547_2_11,train
00547_2#00547_2_12,train
00547_2#00547_2_13,train
00547_2#00547_2_14,train
00547_2#00547_2_2,train
00547_2#00547_2_3,train
00547_2#00547_2_4,train
00547_2#00547_2_5,train
00547_2#00547_2_6,train
00547_2#00547_2_7,train
00547_2#00547_2_8,train
00547_2#00547_2_9,train
00578_3#00578_3_1,train
00578_3#00578_3_10,train
00578_3#00578_3_15,train
00578_3#00578_3_16,train
00578_3#00578_3_19,train
00578_3#00578_3_2,train
00578_3#00578_3_21,train
00578_3#00578_3_22,train
00578_3#00578_3_24,train
00578_3#00578_3_3,train
00578_3#00578_3_5,train
00578_3#00578_3_6,train
00603_5#00603_5_2,train
00603_5#00603_5_3,train
00603_5#00603_5_4,train
00603_5#00603_5_5,train
00603_5#00603_5_6,train
00603_5#00603_5_7,train
00603_5#00603_5_8,train
00603_5#00603_5_9,train
00669_3#00669_3_1,train
00669_3#00669_3_2,train
00669_3#00669_3_3,train
00669_3#00669_3_4,train
00669_3#00669_3_5,train
00669_3#00669_3_6,train
00712_1#00712_1_1,train
00712_1#00712_1_2,train
00712_1#00712_1_3,train
00712_1#00712_1_4,train
00712_1#00712_1_5,train
00712_1#00712_1_6,train
00856_2#00856_2_1,train
00856_2#00856_2_2,train
00856_2#00856_2_3,train
00856_2#00856_2_4,train
00856_2#00856_2_5,train
00926_1#00926_1_1,train
00926_1#00926_1_2,train
00926_1#00926_1_3,train
00926_1#00926_1_4,train
00982_1#00982_1_1,train
00982_1#00982_1_2,train
00982_1#00982_1_3,train
00982_1#00982_1_4,train
00982_1#00982_1_5,train
00982_1#00982_1_6,train
00982_1#00982_1_7,train
00982_1#00982_1_8,train
00982_1#00982_1_9,train
00983_5#00983_5_1,train
00983_5#00983_5_2,train
00983_5#00983_5_4,train
00983_5#00983_5_5,train
00983_5#00983_5_6,train
00983_5#00983_5_7,train
00983_5#00983_5_8,train
00983_5#00983_5_9,train
01012_19#01012_19_1,train
01012_19#01012_19_2,train
01012_19#01012_19_3,train
01012_19#01012_19_4,train
01094_3#01094_3_1,train
01094_3#01094_3_2,train
01094_3#01094_3_3,train
01094_5#01094_5_1,train
01094_5#01094_5_2,train
01094_5#01094_5_3,train
01094_5#01094_5_4,train
01101_6#01101_6_1,train
01101_6#01101_6_10,train
01101_6#01101_6_2,train
01101_6#01101_6_3,train
01101_6#01101_6_4,train
01101_6#01101_6_5,train
01101_6#01101_6_6,train
01101_6#01101_6_7,train
01101_6#01101_6_8,train
01101_6#01101_6_9,train
01156_3#01156_3_1,train
01156_3#01156_3_2,train
01156_3#01156_3_3,train
01250_8#01250_8_1,train
01250_8#01250_8_2,train
01250_8#01250_8_3,train
01250_8#01250_8_4,train
00007_13#00007_13_1,train
00007_13#00007_13_2,train
00007_13#00007_13_3,train
00193_2#00193_2_1,train
00193_2#00193_2_2,train
00193_2#00193_2_3,train
00193_2#00193_2_4,train
00193_2#00193_2_5,train
00193_2#00193_2_6,train
00193_2#00193_2_7,train
00193_2#00193_2_8,train
00562_1#00562_1_1,train
00562_1#00562_1_2,train
00562_1#00562_1_3,train
00562_1#00562_1_4,train
00562_1#00562_1_5,train
00562_1#00562_1_6,train
00568_3#00568_3_1,train
00568_3#00568_3_10,train
00568_3#00568_3_11,train
00568_3#00568_3_2,train
00568_3#00568_3_3,train
00568_3#00568_3_4,train
00568_3#00568_3_5,train
00568_3#00568_3_6,train
00568_3#00568_3_7,train
00568_3#00568_3_8,train
00568_3#00568_3_9,train
00596_7#00596_7_1,train
00596_7#00596_7_10,train
00596_7#00596_7_11,train
00596_7#00596_7_12,train
00596_7#00596_7_2,train
00596_7#00596_7_3,train
00596_7#00596_7_4,train
00596_7#00596_7_5,train
00596_7#00596_7_6,train
00596_7#00596_7_7,train
00596_7#00596_7_8,train
00596_7#00596_7_9,train
00632_5#00632_5_1,train
00632_5#00632_5_2,train
00632_5#00632_5_3,train
00632_5#00632_5_4,train
00632_5#00632_5_5,train
00632_5#00632_5_6,train
00632_5#00632_5_7,train
00632_5#00632_5_8,train
00648_3#00648_3_1,train
00648_3#00648_3_2,train
00648_3#00648_3_3,train
00648_3#00648_3_4,train
00648_9#00648_9_1,train
00648_9#00648_9_2,train
00648_9#00648_9_3,train
00648_9#00648_9_4,train
00648_9#00648_9_5,train
00696_5#00696_5_1,train
00696_5#00696_5_10,train
00696_5#00696_5_11,train
00696_5#00696_5_12,train
00696_5#00696_5_13,train
00696_5#00696_5_15,train
00696_5#00696_5_16,train
00696_5#00696_5_17,train
00696_5#00696_5_2,train
00696_5#00696_5_4,train
00696_5#00696_5_5,train
00696_5#00696_5_6,train
00696_5#00696_5_7,train
00696_5#00696_5_8,train
00696_5#00696_5_9,train
00769_2#00769_2_1,train
00769_2#00769_2_2,train
00769_2#00769_2_3,train
00791_2#00791_2_1,train
00791_2#00791_2_10,train
00791_2#00791_2_11,train
00791_2#00791_2_12,train
00791_2#00791_2_13,train
00791_2#00791_2_14,train
00791_2#00791_2_15,train
00791_2#00791_2_2,train
00791_2#00791_2_3,train
00979_1#00979_1_1,train
00979_1#00979_1_2,train
00979_1#00979_1_3,train
01161_5#01161_5_1,train
01161_5#01161_5_10,train
01161_5#01161_5_2,train
01161_5#01161_5_4,train
01161_5#01161_5_7,train
01161_5#01161_5_9,train
01250_16#01250_16_1,train
01250_16#01250_16_10,train
01250_16#01250_16_11,train
01250_16#01250_16_12,train
01250_16#01250_16_13,train
01250_16#01250_16_14,train
01250_16#01250_16_15,train
01250_16#01250_16_2,train
01250_16#01250_16_3,train
01250_16#01250_16_4,train
01250_16#01250_16_5,train
01250_16#01250_16_6,train
01250_16#01250_16_7,train
01250_16#01250_16_8,train
01250_16#01250_16_9,train
00007_9#00007_9_1,train
00007_9#00007_9_2,train
00007_9#00007_9_3,train
00007_9#00007_9_4,train
00007_9#00007_9_5,train
00007_9#00007_9_6,train
00120_5#00120_5_1,train
00120_5#00120_5_2,train
00120_5#00120_5_3,train
00196_4#00196_4_1,train
00196_4#00196_4_2,train
00196_4#00196_4_3,train
00196_4#00196_4_4,train
00196_4#00196_4_5,train
00196_4#00196_4_6,train
00290_12#00290_12_1,train
00290_12#00290_12_2,train
00290_12#00290_12_3,train
00290_12#00290_12_4,train
00423_12#00423_12_1,train
00423_12#00423_12_2,train
00423_12#00423_12_3,train
00458_2#00458_2_1,train
00458_2#00458_2_2,train
00458_2#00458_2_3,train
00458_2#00458_2_4,train
00458_2#00458_2_5,train
00458_2#00458_2_6,train
00458_2#00458_2_7,train
00494_3#00494_3_1,train
00494_3#00494_3_2,train
00494_3#00494_3_3,train
00494_3#00494_3_4,train
00494_3#00494_3_5,train
00494_3#00494_3_6,train
00494_3#00494_3_7,train
00494_3#00494_3_8,train
00567_5#00567_5_1,train
00567_5#00567_5_2,train
00567_5#00567_5_3,train
00567_5#00567_5_4,train
00567_5#00567_5_5,train
00567_5#00567_5_6,train
00567_5#00567_5_7,train
00567_5#00567_5_8,train
00567_6#00567_6_1,train
00567_6#00567_6_10,train
00567_6#00567_6_11,train
00567_6#00567_6_12,train
00567_6#00567_6_13,train
00567_6#00567_6_14,train
00567_6#00567_6_2,train
00567_6#00567_6_3,train
00567_6#00567_6_4,train
00567_6#00567_6_5,train
00567_6#00567_6_6,train
00567_6#00567_6_7,train
00567_6#00567_6_8,train
00567_6#00567_6_9,train
00578_1#00578_1_1,train
00578_1#00578_1_10,train
00578_1#00578_1_12,train
00578_1#00578_1_13,train
00578_1#00578_1_14,train
00578_1#00578_1_3,train
00578_1#00578_1_4,train
00578_1#00578_1_5,train
00578_1#00578_1_6,train
00578_1#00578_1_7,train
00578_1#00578_1_8,train
00578_1#00578_1_9,train
00603_12#00603_12_1,train
00603_12#00603_12_2,train
00603_12#00603_12_4,train
00603_12#00603_12_5,train
00618_5#00618_5_1,train
00618_5#00618_5_2,train
00618_5#00618_5_3,train
00618_5#00618_5_4,train
00618_5#00618_5_5,train
00645_6#00645_6_1,train
00645_6#00645_6_2,train
00645_6#00645_6_3,train
00648_4#00648_4_1,train
00648_4#00648_4_2,train
00648_4#00648_4_3,train
00648_4#00648_4_4,train
00648_4#00648_4_5,train
00688_2#00688_2_1,train
00688_2#00688_2_3,train
00688_2#00688_2_4,train
00688_2#00688_2_5,train
00688_2#00688_2_6,train
00688_2#00688_2_7,train
00688_2#00688_2_8,train
00688_2#00688_2_9,train
00732_5#00732_5_1,train
00732_5#00732_5_10,train
00732_5#00732_5_11,train
00732_5#00732_5_12,train
00732_5#00732_5_13,train
00732_5#00732_5_14,train
00732_5#00732_5_2,train
00732_5#00732_5_3,train
00732_5#00732_5_4,train
00732_5#00732_5_5,train
00732_5#00732_5_6,train
00732_5#00732_5_7,train
00732_5#00732_5_8,train
00732_5#00732_5_9,train
00791_2#00791_2_4,train
00791_2#00791_2_5,train
00791_2#00791_2_6,train
00791_2#00791_2_7,train
00791_2#00791_2_8,train
00791_2#00791_2_9,train
00797_3#00797_3_1,train
00797_3#00797_3_2,train
00797_3#00797_3_3,train
00836_1#00836_1_1,train
00836_1#00836_1_2,train
00836_1#00836_1_3,train
00836_1#00836_1_4,train
00849_2#00849_2_1,train
00849_2#00849_2_10,train
00849_2#00849_2_11,train
00849_2#00849_2_12,train
00849_2#00849_2_13,train
00849_2#00849_2_2,train
00849_2#00849_2_3,train
00849_2#00849_2_4,train
00849_2#00849_2_5,train
00849_2#00849_2_6,train
00849_2#00849_2_7,train
00849_2#00849_2_8,train
00849_2#00849_2_9,train
00924_6#00924_6_1,train
00924_6#00924_6_2,train
00924_6#00924_6_3,train
00924_6#00924_6_4,train
00924_6#00924_6_5,train
00924_6#00924_6_6,train
00924_6#00924_6_7,train
00924_6#00924_6_8,train
00924_6#00924_6_9,train
01148_4#01148_4_1,train
01148_4#01148_4_2,train
01151_7#01151_7_1,train
01151_7#01151_7_2,train
01151_7#01151_7_3,train
01151_7#01151_7_4,train
01151_7#01151_7_5,train
01151_7#01151_7_6,train
01151_7#01151_7_7,train
01151_7#01151_7_8,train
00087_1#00087_1_1,train
00087_1#00087_1_10,train
00087_1#00087_1_2,train
00087_1#00087_1_3,train
00087_1#00087_1_4,train
00087_1#00087_1_5,train
00087_1#00087_1_6,train
00087_1#00087_1_7,train
00087_1#00087_1_8,train
00087_1#00087_1_9,train
00181_1#00181_1_1,train
00181_1#00181_1_2,train
00181_1#00181_1_3,train
00181_1#00181_1_4,train
00181_1#00181_1_5,train
00181_1#00181_1_6,train
00206_2#00206_2_1,train
00206_2#00206_2_12,train
00206_2#00206_2_2,train
00206_2#00206_2_3,train
00206_2#00206_2_4,train
00206_2#00206_2_7,train
00206_2#00206_2_9,train
00257_13#00257_13_1,train
00257_13#00257_13_2,train
00257_13#00257_13_3,train
00290_5#00290_5_1,train
00290_5#00290_5_2,train
00290_5#00290_5_3,train
00290_5#00290_5_4,train
00395_5#00395_5_1,train
00395_5#00395_5_2,train
00395_5#00395_5_3,train
00395_5#00395_5_4,train
00395_5#00395_5_5,train
00395_5#00395_5_6,train
00395_5#00395_5_7,train
00396_11#00396_11_1,train
00396_11#00396_11_10,train
00396_11#00396_11_11,train
00396_11#00396_11_12,train
00396_11#00396_11_2,train
00396_11#00396_11_3,train
00396_11#00396_11_4,train
00396_11#00396_11_5,train
00396_11#00396_11_6,train
00396_11#00396_11_7,train
00396_11#00396_11_8,train
00396_11#00396_11_9,train
00423_6#00423_6_1,train
00423_6#00423_6_2,train
00423_6#00423_6_3,train
00423_6#00423_6_4,train
00458_3#00458_3_1,train
00458_3#00458_3_2,train
00458_3#00458_3_3,train
00458_3#00458_3_4,train
00458_3#00458_3_5,train
00458_3#00458_3_6,train
00458_3#00458_3_7,train
00458_3#00458_3_8,train
00458_3#00458_3_9,train
00492_4#00492_4_1,train
00492_4#00492_4_2,train
00492_4#00492_4_3,train
00492_4#00492_4_4,train
00492_4#00492_4_5,train
00492_4#00492_4_6,train
00492_4#00492_4_7,train
00492_4#00492_4_8,train
00492_4#00492_4_9,train
00596_4#00596_4_1,train
00596_4#00596_4_2,train
00596_4#00596_4_3,train
00596_4#00596_4_4,train
00596_4#00596_4_5,train
00596_4#00596_4_6,train
00596_4#00596_4_7,train
00596_4#00596_4_8,train
00607_11#00607_11_1,train
00607_11#00607_11_10,train
00607_11#00607_11_11,train
00607_11#00607_11_12,train
00607_11#00607_11_2,train
00607_11#00607_11_3,train
00607_11#00607_11_4,train
00607_11#00607_11_5,train
00607_11#00607_11_6,train
00607_11#00607_11_7,train
00607_11#00607_11_8,train
00607_11#00607_11_9,train
00643_6#00643_6_1,train
00643_6#00643_6_2,train
00643_6#00643_6_3,train
00643_6#00643_6_4,train
00837_5#00837_5_1,train
00837_5#00837_5_10,train
00837_5#00837_5_11,train
00837_5#00837_5_12,train
00837_5#00837_5_13,train
00837_5#00837_5_2,train
00837_5#00837_5_3,train
00837_5#00837_5_4,train
00837_5#00837_5_5,train
00837_5#00837_5_6,train
00837_5#00837_5_7,train
00837_5#00837_5_8,train
00837_5#00837_5_9,train
00865_12#00865_12_1,train
00865_12#00865_12_2,train
00865_12#00865_12_3,train
00865_12#00865_12_4,train
00865_12#00865_12_5,train
00915_2#00915_2_2,train
00915_2#00915_2_3,train
00915_2#00915_2_5,train
00915_2#00915_2_6,train
00915_2#00915_2_7,train
00915_2#00915_2_8,train
00930_5#00930_5_1,train
00930_5#00930_5_2,train
00930_5#00930_5_3,train
00930_5#00930_5_4,train
00930_5#00930_5_5,train
01026_6#01026_6_1,train
01148_4#01148_4_3,train
01169_5#01169_5_1,train
01169_5#01169_5_2,train
01169_5#01169_5_3,train
01169_5#01169_5_4,train
01169_5#01169_5_5,train
01169_5#01169_5_6,train
01169_5#01169_5_7,train
01220_3#01220_3_1,train
01220_3#01220_3_2,train
01220_3#01220_3_3,train
01220_3#01220_3_4,train
01220_3#01220_3_5,train
01220_3#01220_3_6,train
01220_3#01220_3_7,train
00112_8#00112_8_1,train
00138_4#00138_4_1,train
00138_4#00138_4_2,train
00138_4#00138_4_3,train
00138_4#00138_4_4,train
00138_4#00138_4_5,train
00138_4#00138_4_6,train
00354_7#00354_7_1,train
00354_7#00354_7_2,train
00354_7#00354_7_3,train
00354_7#00354_7_4,train
00396_10#00396_10_1,train
00396_10#00396_10_2,train
00396_10#00396_10_3,train
00494_6#00494_6_1,train
00494_6#00494_6_2,train
00494_6#00494_6_3,train
00494_6#00494_6_4,train
00494_6#00494_6_5,train
00494_6#00494_6_6,train
00519_5#00519_5_1,train
00519_5#00519_5_2,train
00519_5#00519_5_3,train
00543_4#00543_4_1,train
00543_4#00543_4_2,train
00543_4#00543_4_3,train
00567_3#00567_3_1,train
00567_3#00567_3_10,train
00567_3#00567_3_2,train
00567_3#00567_3_3,train
00567_3#00567_3_4,train
00567_3#00567_3_5,train
00567_3#00567_3_6,train
00567_3#00567_3_7,train
00567_3#00567_3_8,train
00567_3#00567_3_9,train
00610_4#00610_4_1,train
00610_4#00610_4_2,train
00610_4#00610_4_3,train
00610_4#00610_4_4,train
00610_4#00610_4_5,train
00610_4#00610_4_6,train
00610_4#00610_4_7,train
00610_4#00610_4_8,train
00618_3#00618_3_1,train
00618_3#00618_3_2,train
00618_3#00618_3_3,train
00618_3#00618_3_4,train
00618_3#00618_3_5,train
00618_3#00618_3_6,train
00618_3#00618_3_7,train
00618_3#00618_3_8,train
00618_7#00618_7_1,train
00618_7#00618_7_3,train
00618_7#00618_7_4,train
00618_7#00618_7_5,train
00618_7#00618_7_6,train
00618_7#00618_7_7,train
00632_10#00632_10_1,train
00632_10#00632_10_2,train
00632_10#00632_10_3,train
00632_10#00632_10_4,train
00632_10#00632_10_5,train
00632_10#00632_10_6,train
00632_10#00632_10_7,train
00632_10#00632_10_8,train
00696_1#00696_1_1,train
00696_1#00696_1_2,train
00696_1#00696_1_3,train
00696_1#00696_1_4,train
00696_1#00696_1_5,train
00696_1#00696_1_6,train
00696_1#00696_1_7,train
00696_1#00696_1_8,train
00817_6#00817_6_1,train
00817_6#00817_6_2,train
00817_6#00817_6_3,train
00880_3#00880_3_1,train
00880_3#00880_3_2,train
00880_3#00880_3_3,train
00880_3#00880_3_4,train
00880_3#00880_3_5,train
01012_12#01012_12_1,train
01012_12#01012_12_2,train
01012_12#01012_12_3,train
01012_9#01012_9_1,train
01012_9#01012_9_10,train
01012_9#01012_9_11,train
01012_9#01012_9_12,train
01012_9#01012_9_2,train
01012_9#01012_9_3,train
01012_9#01012_9_4,train
01012_9#01012_9_5,train
01012_9#01012_9_6,train
01012_9#01012_9_7,train
01012_9#01012_9_8,train
01012_9#01012_9_9,train
01026_2#01026_2_2,train
01026_2#01026_2_3,train
01026_2#01026_2_4,train
01026_2#01026_2_5,train
01026_2#01026_2_6,train
01026_2#01026_2_7,train
01026_6#01026_6_10,train
01026_6#01026_6_11,train
01026_6#01026_6_12,train
01026_6#01026_6_13,train
01026_6#01026_6_14,train
01026_6#01026_6_15,train
01026_6#01026_6_16,train
01026_6#01026_6_2,train
01026_6#01026_6_3,train
01026_6#01026_6_4,train
01026_6#01026_6_5,train
01026_6#01026_6_6,train
01026_6#01026_6_7,train
01026_6#01026_6_8,train
01026_6#01026_6_9,train
01066_8#01066_8_1,train
01066_8#01066_8_2,train
01066_8#01066_8_3,train
01066_8#01066_8_4,train
01066_8#01066_8_5,train
01066_8#01066_8_6,train
01112_3#01112_3_1,train
01112_3#01112_3_2,train
01112_3#01112_3_3,train
01112_3#01112_3_4,train
01151_22#01151_22_1,train
01151_22#01151_22_2,train
01151_22#01151_22_3,train
01151_22#01151_22_4,train
01210_1#01210_1_1,train
01210_1#01210_1_2,train
01210_1#01210_1_3,train
01210_3#01210_3_1,train
01210_3#01210_3_2,train
01210_3#01210_3_3,train
01210_3#01210_3_4,train
01210_3#01210_3_5,train
01210_3#01210_3_6,train
01210_3#01210_3_7,train
01210_3#01210_3_8,train
01210_3#01210_3_9,train
00112_8#00112_8_10,train
00112_8#00112_8_11,train
00112_8#00112_8_12,train
00112_8#00112_8_13,train
00112_8#00112_8_14,train
00112_8#00112_8_15,train
00112_8#00112_8_16,train
00112_8#00112_8_17,train
00112_8#00112_8_2,train
00112_8#00112_8_3,train
00112_8#00112_8_4,train
00112_8#00112_8_5,train
00112_8#00112_8_6,train
00112_8#00112_8_7,train
00112_8#00112_8_8,train
00112_8#00112_8_9,train
00174_3#00174_3_1,train
00174_3#00174_3_2,train
00174_3#00174_3_3,train
00174_3#00174_3_4,train
00174_3#00174_3_5,train
00174_3#00174_3_6,train
00174_3#00174_3_7,train
00257_16#00257_16_11,train
00257_16#00257_16_2,train
00257_16#00257_16_3,train
00257_16#00257_16_4,train
00257_16#00257_16_5,train
00257_16#00257_16_6,train
00257_16#00257_16_7,train
00257_16#00257_16_8,train
00257_16#00257_16_9,train
00427_1#00427_1_1,train
00427_1#00427_1_2,train
00427_1#00427_1_3,train
00427_1#00427_1_4,train
00496_5#00496_5_1,train
00496_5#00496_5_2,train
00496_5#00496_5_3,train
00496_5#00496_5_4,train
00496_5#00496_5_5,train
00496_5#00496_5_6,train
00496_5#00496_5_7,train
00496_5#00496_5_8,train
00537_10#00537_10_1,train
00537_10#00537_10_2,train
00537_10#00537_10_3,train
00537_10#00537_10_4,train
00537_10#00537_10_5,train
00567_8#00567_8_1,train
00567_8#00567_8_2,train
00567_8#00567_8_3,train
00568_4#00568_4_1,train
00568_4#00568_4_10,train
00568_4#00568_4_11,train
00568_4#00568_4_12,train
00568_4#00568_4_2,train
00568_4#00568_4_3,train
00568_4#00568_4_4,train
00568_4#00568_4_5,train
00568_4#00568_4_6,train
00568_4#00568_4_7,train
00568_4#00568_4_8,train
00568_4#00568_4_9,train
00643_2#00643_2_1,train
00643_2#00643_2_2,train
00643_2#00643_2_3,train
00643_2#00643_2_4,train
00643_2#00643_2_5,train
00696_8#00696_8_1,train
00696_8#00696_8_2,train
00696_8#00696_8_4,train
00696_8#00696_8_6,train
00696_8#00696_8_8,train
00758_4#00758_4_1,train
00758_4#00758_4_2,train
00758_4#00758_4_3,train
00758_4#00758_4_4,train
00827_8#00827_8_1,train
00827_8#00827_8_2,train
00827_8#00827_8_3,train
00840_4#00840_4_1,train
00840_4#00840_4_2,train
00840_4#00840_4_3,train
00840_4#00840_4_4,train
00875_7#00875_7_1,train
00875_7#00875_7_2,train
00875_7#00875_7_3,train
00875_7#00875_7_4,train
00875_7#00875_7_5,train
00875_7#00875_7_6,train
00875_7#00875_7_7,train
00875_7#00875_7_8,train
00915_3#00915_3_1,train
00915_3#00915_3_4,train
00915_3#00915_3_5,train
00915_3#00915_3_7,train
00915_3#00915_3_9,train
00928_2#00928_2_1,train
00928_2#00928_2_2,train
00928_2#00928_2_3,train
00975_6#00975_6_1,train
00975_6#00975_6_10,train
00975_6#00975_6_2,train
00975_6#00975_6_3,train
00975_6#00975_6_5,train
00975_6#00975_6_6,train
00975_6#00975_6_7,train
00975_6#00975_6_8,train
00975_6#00975_6_9,train
01014_2#01014_2_1,train
01014_2#01014_2_2,train
01014_2#01014_2_3,train
01073_9#01073_9_1,train
01073_9#01073_9_2,train
01073_9#01073_9_3,train
01220_1#01220_1_1,train
01220_1#01220_1_2,train
01220_1#01220_1_3,train
00021_5#00021_5_1,train
00021_5#00021_5_2,train
00021_5#00021_5_3,train
00071_11#00071_11_1,train
00071_11#00071_11_2,train
00071_11#00071_11_3,train
00071_11#00071_11_4,train
00071_11#00071_11_5,train
00071_11#00071_11_6,train
00071_11#00071_11_7,train
00071_11#00071_11_8,train
00071_11#00071_11_9,train
00071_1#00071_1_1,train
00071_1#00071_1_2,train
00071_1#00071_1_3,train
00071_8#00071_8_1,train
00071_8#00071_8_10,train
00071_8#00071_8_11,train
00071_8#00071_8_2,train
00071_8#00071_8_3,train
00071_8#00071_8_4,train
00071_8#00071_8_5,train
00071_8#00071_8_6,train
00071_8#00071_8_7,train
00071_8#00071_8_8,train
00071_8#00071_8_9,train
00112_3#00112_3_1,train
00112_3#00112_3_10,train
00112_3#00112_3_11,train
00112_3#00112_3_12,train
00112_3#00112_3_13,train
00112_3#00112_3_14,train
00112_3#00112_3_2,train
00112_3#00112_3_3,train
00112_3#00112_3_4,train
00112_3#00112_3_5,train
00112_3#00112_3_6,train
00112_3#00112_3_7,train
00112_3#00112_3_8,train
00112_3#00112_3_9,train
00231_7#00231_7_1,train
00231_7#00231_7_2,train
00231_7#00231_7_3,train
00547_8#00547_8_1,train
00547_8#00547_8_2,train
00547_8#00547_8_3,train
00547_8#00547_8_4,train
00553_1#00553_1_1,train
00553_1#00553_1_10,train
00553_1#00553_1_11,train
00553_1#00553_1_12,train
00553_1#00553_1_13,train
00586_1#00586_1_1,train
00586_1#00586_1_2,train
00586_1#00586_1_3,train
00586_1#00586_1_4,train
00586_1#00586_1_5,train
00586_1#00586_1_6,train
00586_1#00586_1_7,train
00586_1#00586_1_8,train
00586_1#00586_1_9,train
00669_7#00669_7_1,train
00669_7#00669_7_2,train
00669_7#00669_7_3,train
00782_11#00782_11_2,train
00782_11#00782_11_3,train
00782_11#00782_11_5,train
00833_1#00833_1_1,train
00833_1#00833_1_2,train
00833_1#00833_1_3,train
00833_1#00833_1_4,train
00833_1#00833_1_5,train
00833_1#00833_1_6,train
00833_1#00833_1_8,train
00945_4#00945_4_1,train
00945_4#00945_4_2,train
00945_4#00945_4_3,train
00982_6#00982_6_1,train
00982_6#00982_6_2,train
00982_6#00982_6_3,train
00982_6#00982_6_4,train
00982_6#00982_6_5,train
00982_6#00982_6_6,train
00982_6#00982_6_7,train
00982_6#00982_6_8,train
01026_8#01026_8_1,train
01026_8#01026_8_10,train
01026_8#01026_8_11,train
01026_8#01026_8_2,train
01026_8#01026_8_3,train
01026_8#01026_8_4,train
01026_8#01026_8_5,train
01026_8#01026_8_6,train
01026_8#01026_8_7,train
01026_8#01026_8_8,train
01026_8#01026_8_9,train
01066_4#01066_4_1,train
01066_4#01066_4_2,train
01066_4#01066_4_3,train
01066_4#01066_4_4,train
01066_4#01066_4_5,train
01066_4#01066_4_6,train
01066_4#01066_4_7,train
01132_2#01132_2_1,train
01132_2#01132_2_2,train
01132_2#01132_2_3,train
01132_2#01132_2_4,train
01151_16#01151_16_1,train
01151_16#01151_16_2,train
01151_16#01151_16_3,train
01151_16#01151_16_4,train
01151_16#01151_16_5,train
01151_16#01151_16_6,train
01181_1#01181_1_1,train
01181_1#01181_1_2,train
01181_1#01181_1_3,train
01181_1#01181_1_4,train
01181_1#01181_1_5,train
01192_2#01192_2_1,train
01192_2#01192_2_2,train
01192_2#01192_2_3,train
01192_2#01192_2_5,train
01192_2#01192_2_6,train
01192_2#01192_2_7,train
01192_2#01192_2_9,train
01194_4#01194_4_1,train
01194_4#01194_4_10,train
01194_4#01194_4_11,train
01194_4#01194_4_12,train
01194_4#01194_4_13,train
01194_4#01194_4_14,train
01194_4#01194_4_2,train
01194_4#01194_4_4,train
01194_4#01194_4_5,train
01194_4#01194_4_6,train
01194_4#01194_4_7,train
01194_4#01194_4_8,train
01194_4#01194_4_9,train
00049_3#00049_3_1,train
00049_3#00049_3_2,train
00049_3#00049_3_3,train
00049_3#00049_3_4,train
00049_3#00049_3_5,train
00049_3#00049_3_6,train
00178_4#00178_4_1,train
00178_4#00178_4_10,train
00178_4#00178_4_11,train
00178_4#00178_4_12,train
00178_4#00178_4_2,train
00178_4#00178_4_3,train
00178_4#00178_4_4,train
00178_4#00178_4_5,train
00178_4#00178_4_6,train
00178_4#00178_4_7,train
00178_4#00178_4_8,train
00178_4#00178_4_9,train
00206_4#00206_4_1,train
00206_4#00206_4_2,train
00206_4#00206_4_3,train
00224_4#00224_4_1,train
00224_4#00224_4_2,train
00224_4#00224_4_3,train
00224_4#00224_4_4,train
00224_4#00224_4_5,train
00224_4#00224_4_6,train
00224_4#00224_4_7,train
00224_4#00224_4_8,train
00224_4#00224_4_9,train
00293_3#00293_3_1,train
00293_3#00293_3_10,train
00293_3#00293_3_2,train
00293_3#00293_3_3,train
00293_3#00293_3_4,train
00293_3#00293_3_5,train
00293_3#00293_3_6,train
00293_3#00293_3_7,train
00293_3#00293_3_8,train
00293_3#00293_3_9,train
00396_15#00396_15_1,train
00396_15#00396_15_2,train
00396_15#00396_15_3,train
00538_1#00538_1_1,train
00538_1#00538_1_2,train
00538_1#00538_1_3,train
00538_1#00538_1_4,train
00538_1#00538_1_5,train
00553_1#00553_1_14,train
00553_1#00553_1_15,train
00553_1#00553_1_2,train
00553_1#00553_1_3,train
00553_1#00553_1_4,train
00553_1#00553_1_5,train
00553_1#00553_1_6,train
00553_1#00553_1_7,train
00553_1#00553_1_8,train
00553_1#00553_1_9,train
00618_4#00618_4_1,train
00618_4#00618_4_2,train
00618_4#00618_4_3,train
00618_4#00618_4_4,train
00618_4#00618_4_5,train
00618_4#00618_4_6,train
00677_11#00677_11_1,train
00677_11#00677_11_2,train
00677_11#00677_11_3,train
00677_11#00677_11_4,train
00677_11#00677_11_5,train
