pairid,argid,propid_to,propid_from,text_to,text_from,relation,causal_3_cause,causal_3_obstruct
00289_4#00289_4_3,00289,00289_4,00289_4_3,The US government should bailout US automakers (even with a low-interest loan).,US automakers no longer essential to US security,-1,0.0010643855202943087,0.0019420388853177428
00634_2#00634_2_1,00634,00634_2,00634_2_1,Mandating calorie counts on restaurant menus is good public policy.,Restaurants will not under-report calories and risk PR backlash.,1,8.415133925154805e-05,1.319527109444607e-05
00799_7#00799_7_1,00799,00799_7,00799_7_1,The No Child Left Behind education law in America is a good policy and worth continuing.,NCLB damages relationship/accountability of schools to community.,-1,7.967006968101487e-05,1.0208889761997852e-05
00799_7#00799_7_4,00799,00799_7,00799_7_4,The No Child Left Behind education law in America is a good policy and worth continuing.,"No Child Left Behind offers flexibility at state, local level",1,0.0005606935592368245,8.808505299384706e-06
00799_7#00799_7_5,00799,00799_7,00799_7_5,The No Child Left Behind education law in America is a good policy and worth continuing.,States are free to opt out of No Child Left Behind,1,0.00019784878531936556,1.3774679246125743e-05
00969_6#00969_6_5,00969,00969_6,00969_6_5,"""Under God"" in the American Pledge of Allegiance is appropriate and should not be eliminated.","Testing demonstrates ""under God"" is not secular.",-1,0.9991869330406189,1.5631236237823032e-05
01171_2#01171_2_5,01171,01171_2,01171_2_5,UN Annex I aid should be increased for developing country adaptation to climate change.,Some annex I states are in no position to increase climate aid.,-1,0.9449320435523987,0.0036980113945901394
01271_5#01271_5_9,01271,01271_5,01271_5_9,Nasa should return humans to the Moon rather than going to Mars.,"We have not done prerequisites for a ""Mars Mission"".",1,0.9244033098220825,0.0002435266796965152
00042_4#00042_4_2,00042,00042_4,00042_4_2,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",The majority of Americans want troops to withdraw from Iraq on a timetable.,1,0.00038222401053644717,2.4497016056557186e-05
00315_9#00315_9_2,00315,00315_9,00315_9_2,Iron fertilization of algae blooms should be part of plans to combat global warming.,Trials finding low results from carbon sequestration were faulty,1,0.03575924038887024,0.0004355717683210969
00810_4#00810_4_11,00810,00810_4,00810_4_11,Solar shading should be part of plans to reverse global climate change.,Geoengineering is just as likely to damage the environment as help,-1,0.00028434323030523956,0.00023005195544101298
00810_4#00810_4_9,00810,00810_4,00810_4_9,Solar shading should be part of plans to reverse global climate change.,Solar shading is a just response to irreversible global warming,1,0.0010662432760000229,0.00013763589959125966
00813_2#00813_2_3,00813,00813_2,00813_2_3,The Commonwealth should be abolished.,The Commonwealth is an out-dated legacy of the British Empire that serves no real purpose but to honor Britain:,1,0.38062313199043274,0.00030226449598558247
00118_1#00118_1_5,00118,00118_1,00118_1_5,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,If marriage comes to lack love and happiness then it should end:,1,0.00019579942454583943,0.0002065737935481593
00289_5#00289_5_11,00289,00289_5,00289_5_11,The US government should bailout US automakers (even with a low-interest loan).,Automaker bailout unfairly disadvantages competition,-1,0.0007532910094596446,1.8760687453323044e-05
00289_5#00289_5_5,00289,00289_5,00289_5_5,The US government should bailout US automakers (even with a low-interest loan).,US auto bailout would damage global free trade,-1,0.00380672886967659,0.00023212571977637708
00326_1#00326_1_1,00326,00326_1,00326_1_1,The Vuvuzela horn should be banned from the FIFA World Cup.,Vuvuzelas drown out ebbs and flows of games.,1,0.9947093725204468,0.0007140975794754922
00326_1#00326_1_4,00326,00326_1,00326_1_4,The Vuvuzela horn should be banned from the FIFA World Cup.,Vuvuzelas essential to viewing experience in S. Africa.,-1,0.43876028060913086,0.0001253494992852211
00726_1#00726_1_17,00726,00726_1,00726_1_17,The US government should fund embryonic stem cell research.,"Helping the understanding of human biology and disease processes, and the development of drugs therefore:",1,0.9995656609535217,1.6624668205622584e-05
00969_2#00969_2_2,00969,00969_2,00969_2_2,"""Under God"" in the American Pledge of Allegiance is appropriate and should not be eliminated.","Statements such as ""under God"" exist throughout government",1,0.0065946755930781364,6.084562119212933e-05
00969_2#00969_2_4,00969,00969_2,00969_2_4,"""Under God"" in the American Pledge of Allegiance is appropriate and should not be eliminated.",Pledging allegiance to America should not require religious belief,-1,0.0004954183241352439,1.9979224816779606e-05
00969_2#00969_2_6,00969,00969_2,00969_2_6,"""Under God"" in the American Pledge of Allegiance is appropriate and should not be eliminated.","""Under God"" acknowledges religion is essential to government",1,0.1348990947008133,0.00016469831462018192
01171_7#01171_7_3,01171,01171_7,01171_7_3,UN Annex I aid should be increased for developing country adaptation to climate change.,Importance of climate aid makes individual/voluntary aid untenable.,1,0.0004481870273593813,0.0001848343963501975
00211_7#00211_7_33,00211,00211_7,00211_7_33,The US federal government should increase the minimum wage.,Argument that a minimum wage increase would be appropriate in light of more frequent Congressional pay raises:,1,0.9997605681419373,2.2130903744255193e-05
00321_1#00321_1_2,00321,00321_1,00321_1_2,Human reproductive cloning should be banned and punishments should be leveled against it.,Cloning undermines the natural relationship between procreation and family,1,0.9994691014289856,0.00013816013233736157
00321_1#00321_1_3,00321,00321_1,00321_1_3,Human reproductive cloning should be banned and punishments should be leveled against it.,"Human cloning ""plays God"" less than lauded therapeutic cloning",-1,0.00018695785547606647,2.9603128496091813e-05
00326_1#00326_1_7,00326,00326_1,00326_1_7,The Vuvuzela horn should be banned from the FIFA World Cup.,Vuvuzelas drown out singing and other expressions of support.,1,0.006637693382799625,0.0002771374420262873
00361_1#00361_1_2,00361,00361_1,00361_1_2,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Republika Srpska is making serious moves toward independence,1,0.9699704647064209,0.0003290806489530951
00452_6#00452_6_9,00452,00452_6,00452_6_9,This House believes that downloading music and films from the Internet should be prohibited.,Downloading stimulates exploratory listening and purchases:,-1,8.949948096415028e-05,4.6979039325378835e-05
00899_3#00899_3_1,00899,00899_3,00899_3_1,"Govts should mandate that people buy private health insurance, or face penalties.",W/o mandates insurers focus on risk instead of costs,1,0.005810566712170839,3.4732496715150774e-05
01146_3#01146_3_9,01146,01146_3,01146_3_9,Military action should be taken against nuclear Iran.,Irans radical-Islamic regime may be willing to risk using a nuclear weapon against its enemies.,1,0.9013770818710327,0.0001677043183008209
00038_13#00038_13_2,00038,00038_13,00038_13_2,The US should create a public insurance option and hybrid public-private health care system.,Public insurance protects uninsured from economic calamity,1,0.903315544128418,0.0008893380290828645
00804_8#00804_8_12,00804,00804_8,00804_8_12,"""Clean coal"" should be a major part of plans to fight global warming.","""Clean coal"" mining and transportation releases many greenhouse gases.",-1,0.03973018378019333,0.0002517585817258805
00804_8#00804_8_3,00804,00804_8,00804_8_3,"""Clean coal"" should be a major part of plans to fight global warming.","Can do attitude enables ""clean coal"" to meet its challenges",1,0.005813639611005783,1.5526551578659564e-05
00804_8#00804_8_4,00804,00804_8,00804_8_4,"""Clean coal"" should be a major part of plans to fight global warming.","Renewable energy can replace coal; ""clean"" coal is unnecessary",-1,0.0011871051974594593,0.0001005065132630989
01143_1#01143_1_9,01143,01143_1,01143_1_9,Hybrid vehicles should be a major part of plans to fight global climate change.,"Hybrids make us think we""re doing enough to solve global warming",-1,0.0013690608320757747,2.1281704903231002e-05
00040_11#00040_11_1,00040,00040_11,00040_11_1,Muslim burqa and niqab should be banned.,"If men were religiously required to wear burqa, it would end.",1,0.06385381519794464,0.02929171733558178
00040_11#00040_11_7,00040,00040_11,00040_11_7,Muslim burqa and niqab should be banned.,"Enforce laws on forced-wearing of burqa, don""t ban it",-1,0.9976885318756104,3.335723886266351e-05
00040_7#00040_7_2,00040,00040_7,00040_7_2,Muslim burqa and niqab should be banned.,"Ban all face-covering masks in public places, including burqas.",1,0.9900055527687073,0.00023468727886211127
00040_7#00040_7_7,00040,00040_7,00040_7_7,Muslim burqa and niqab should be banned.,"Suicide bombers don""t care to disguise identity w/ burqas.",-1,0.2948760688304901,0.0037456369027495384
00042_7#00042_7_3,00042,00042_7,00042_7_3,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",The domino theory relies on a highly questionable notion of Iraq turning Islamist.,1,0.0016269765328615904,7.473942241631448e-05
00090_8#00090_8_36,00090,00090_8,00090_8_36,Society should ban or restrict the sale and use of violent video games.,Studies that look for correlations between violent gameplay and aggression and violence:,1,0.9998784065246582,3.8299051084322855e-05
00267_1#00267_1_3,00267,00267_1,00267_1_3,The Obama administration should escalate the War in Afghanistan in 2009 and 2010.,"Obama should ignore public opinion, send more troops to Afg",1,0.0008116313838399947,1.2199312550364994e-05
00838_2#00838_2_4,00838,00838_2,00838_2_4,There should be an outright ban on the smacking or spanking of children.,Children are too young to understand so smacking is pointless.,-1,0.4755987524986267,0.0002334212331334129
00871_3#00871_3_6,00871,00871_3,00871_3_6,The veto powers of the permanent members of the UN Security Council should be abolished.,Abolishing veto would enable more global action in the UN,1,0.08161316066980362,0.0005168932839296758
00280_4#00280_4_3,00280,00280_4,00280_4_3,Men found guilty of sex crimes should be chemically castrated.,Castration subdues libido and psychological factors in predation.,1,0.9964154958724976,0.0007037925533950329
00361_6#00361_6_2,00361,00361_6,00361_6_2,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Kosovo independence set precedent for Republika Rrpska secession,1,0.07303644716739655,0.001367334509268403
00843_5#00843_5_12,00843,00843_5,00843_5_12,"Coca leaf growth, product-development, and chewing should be legal.","Coca chewing is milder than caffeine, nicotine, etc",1,0.790217936038971,0.0018678625347092748
00871_6#00871_6_2,00871,00871_6,00871_6_2,The veto powers of the permanent members of the UN Security Council should be abolished.,Expanding UN SC veto would increase unilateral military actions,1,0.12755505740642548,0.0004093641182407737
00871_6#00871_6_3,00871,00871_6,00871_6_3,The veto powers of the permanent members of the UN Security Council should be abolished.,Voluntary limitations of UN SC veto to only enforcement would not work,-1,0.1983826458454132,6.023111563990824e-05
00871_6#00871_6_6,00871,00871_6,00871_6_6,The veto powers of the permanent members of the UN Security Council should be abolished.,UN reform will not solve problem of states acting in self interest,-1,0.006633874494582415,7.574980554636568e-05
00026_1#00026_1_7,00026,00026_1,00026_1_7,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG bonuses reward those responsible for collapse,-1,0.000261325592873618,8.499090654368047e-06
00026_2#00026_2_3,00026,00026_2,00026_2_3,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,Bonuses help AIG keep employees and survive,1,0.0004490268474910408,9.952979780791793e-06
00075_2#00075_2_3,00075,00075_2,00075_2_3,People do have a right to self-determination.,Self-determination is a fundamental right that must be afforded to a native or national group.,1,0.00021685460524167866,6.373149517457932e-05
00572_4#00572_4_4,00572,00572_4,00572_4_4,The US-Indian nuclear deal was justified. It should move forward.,Safeguards apply only to fissile materials produced after the agreement.,-1,0.008841710165143013,1.0605352144921198e-05
00572_4#00572_4_6,00572,00572_4,00572_4_6,The US-Indian nuclear deal was justified. It should move forward.,Sending nuclear fuel to India frees its own uranium for more bombs.,-1,0.015268499031662941,1.7642321836319752e-05
00572_4#00572_4_7,00572,00572_4,00572_4_7,The US-Indian nuclear deal was justified. It should move forward.,US-India deal does not restrict the number of nuclear weapons produced.,-1,0.0006388392648659647,1.3612430848297663e-05
01028_9#01028_9_4,01028,01028_9,01028_9_4,All cell phone use in cars should be banned.,"If you can""t ban sleep-driving, why ban talking on phone in car.",-1,0.00018776253273244947,3.039117291336879e-05
01273_4#01273_4_2,01273,01273_4,01273_4_2,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,Splitting the delegates would give some voice to Michigan and Florida voters.,1,0.0006672358722425997,3.301720062154345e-05
00118_4#00118_4_3,00118,00118_4,00118_4_3,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,Separated parents disrupt the day-to-day lives of children:,-1,0.49361249804496765,0.0010233462089672685
00125_8#00125_8_2,00125,00125_8,00125_8_2,Tidal energy should be a major part of plans to fight global warming.,"Tidal energy can impair the natural ""flushing"" of water ecosystems.",-1,0.2073744833469391,0.0002757757611107081
00164_3#00164_3_1,00164,00164_3,00164_3_1,Gay couples should be given the same legal rights as heterosexuals in adopting children.,A changing society should not cling to traditional family models.,1,0.0009166122763417661,0.00014441942039411515
00245_8#00245_8_2,00245,00245_8,00245_8_2,The US Guantanamo Bay detention center is justified. It should not be closed.,Poor judicial process can be improved; no cause to close Guantanamo.,1,0.8972148299217224,0.000574896577745676
00273_6#00273_6_1,00273,00273_6,00273_6_1,Governments should choose open source software in order to encourage its use.,Open-source products lack innovativeness and are inferior to centrally produced products:,-1,0.57421875,0.00017083904822357
00549_3#00549_3_9,00549,00549_3,00549_3_9,The United Kingdom should hand over the Falkland Islands to Argentina.,"Britains rights are not justified by only a plaque, that is a ridiculous assertion",-1,0.05139966681599617,7.46394507586956e-05
00042_17#00042_17_10,00042,00042_17,00042_17_10,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","If coalition forces withdraw too early, Iraq will likely fall into civil war",-1,0.0007029834669083357,3.458622086327523e-05
00042_17#00042_17_15,00042,00042_17,00042_17_15,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",A troop withdrawal would lead to a refuge crisis in Iraq and regionally,-1,0.00014004690456204116,6.1919039580971e-05
00042_17#00042_17_4,00042,00042_17,00042_17_4,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Coalition forces are fueling sectarian conflict by playing groups against each other,1,0.8985512256622314,4.4663735025096685e-05
00042_17#00042_17_6,00042,00042_17,00042_17_6,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Iraqs Sunnis and Shiites have a history of tolerance not violence,1,0.010660051368176937,3.822640064754523e-05
00042_17#00042_17_8,00042,00042_17,00042_17_8,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Few Iraqi sectarian leaders want a civil war to disrupt their oil revenues,1,0.00447009177878499,2.1511563318199478e-05
00042_17#00042_17_9,00042,00042_17,00042_17_9,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","Iraqis would unify around an early US withdrawal, avoiding civil war",1,0.0002224435593234375,1.5996090951375663e-05
00089_3#00089_3_3,00089,00089_3,00089_3_3,There should be Concealed carry rather than open carry firearm laws.,"That some ""can"" open carry doesn""t make it a good idea.",1,0.00010456080781295896,1.4375201317307074e-05
00550_5#00550_5_1,00550,00550_5,00550_5_1,Partial-birth abortion should be banned.,"The fetus can feel pain, thus making the processes used in partial birth abortion barbarous.",1,0.9688565731048584,0.0006597188184969127
00588_1#00588_1_6,00588,00588_1,00588_1_6,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Judges can quash irrelevant speeches from terrorists.,1,0.00026368285762146115,1.2637694453587756e-05
00680_16#00680_16_5,00680,00680_16,00680_16_5,Nato should continue to expand into East Europe and possible beyond.,"Stability in new democracies would be best achieved through ""Partnership for Peace""",-1,0.0027189902029931545,1.0079967069032136e-05
01165_5#01165_5_4,01165,01165_5,01165_5_4,Students should be required to live in the dorms their first year of college.,There are stricter dorms available if individuals want it.,1,0.7171489596366882,0.0009210366988554597
00038_14#00038_14_2,00038,00038_14,00038_14_2,The US should create a public insurance option and hybrid public-private health care system.,Public option is needed because regulating insurers is insufficient,1,0.9763110280036926,0.00038976388168521225
00038_3#00038_3_7,00038,00038_3,00038_3_7,The US should create a public insurance option and hybrid public-private health care system.,Public insurance costs will grow as private insurance is pushed out,-1,0.061779268085956573,0.0001411877601640299
00038_3#00038_3_9,00038,00038_3,00038_3_9,The US should create a public insurance option and hybrid public-private health care system.,"Public insurance option will increase taxes, drag-down economy",-1,0.9525501132011414,0.00022337253903970122
00799_11#00799_11_1,00799,00799_11,00799_11_1,The No Child Left Behind education law in America is a good policy and worth continuing.,No Child Left Behind subjects disabled to same test standards.,-1,0.023637253791093826,3.597463728510775e-05
01227_1#01227_1_4,01227,01227_1,01227_1_4,The US government should be required to balance its budget annually.,Reducing spending w/ BBA frees-up money for job-creation.,1,0.9604756236076355,0.00010717945406213403
01227_1#01227_1_7,01227,01227_1,01227_1_7,The US government should be required to balance its budget annually.,"Congress shouldn""t make Amend if it can""t make good fiscal leg.",-1,0.00048358135973103344,1.904167584143579e-05
00164_6#00164_6_4,00164,00164_6,00164_6_4,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Homophobia is wrong so should not be used against gay adoption,1,0.1822383552789688,0.0003684129915200174
00164_9#00164_9_6,00164,00164_9,00164_9_6,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Opponents of gay-adoption must prove heterosexuals make better parents,1,0.00028053339337930083,1.721691842249129e-05
00164_9#00164_9_7,00164,00164_9,00164_9_7,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Children are currently being responsibly reared by gay couples,1,0.9922407865524292,9.591846173861995e-05
00588_11#00588_11_2,00588,00588_11,00588_11_2,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Military tribunals have performed poorly versus civilian courts,1,0.9152496457099915,6.062610191293061e-05
00588_11#00588_11_3,00588,00588_11,00588_11_3,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Tribunals for terrorists is consistent with US Constitution,-1,0.9986372590065002,4.096007251064293e-05
00588_11#00588_11_5,00588,00588_11,00588_11_5,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Civilian courts are faster than military tribunals.,1,0.05003882572054863,0.00011521865235408768
00634_6#00634_6_2,00634,00634_6,00634_6_2,Mandating calorie counts on restaurant menus is good public policy.,"Labeling has not decreased obesity, why would calorie counts?",-1,0.008185538463294506,5.979673005640507e-05
00634_6#00634_6_3,00634,00634_6,00634_6_3,Mandating calorie counts on restaurant menus is good public policy.,Customers will pay more attention to calorie counts over time.,1,0.36247479915618896,0.011585555970668793
00634_6#00634_6_7,00634,00634_6,00634_6_7,Mandating calorie counts on restaurant menus is good public policy.,"Calorie counts will be ignored by some, but help others",1,0.00011193051614100114,1.2903588867629878e-05
00634_6#00634_6_8,00634,00634_6,00634_6_8,Mandating calorie counts on restaurant menus is good public policy.,Calorie counts are worth a try as they do no harm,1,0.00015768295270390809,1.1451877071522176e-05
00164_7#00164_7_1,00164,00164_7,00164_7_1,Gay couples should be given the same legal rights as heterosexuals in adopting children.,A childs primary role models are his or her parents.,1,0.11380520462989807,0.00023409721325151622
00166_8#00166_8_10,00166,00166_8,00166_8_10,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Supporting hydrogen cars is a form of phony ""greenwashing""",-1,0.001055715256370604,1.600565701664891e-05
00853_1#00853_1_6,00853,00853_1,00853_1_6,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Republika Srpska is making serious moves toward independence,1,0.9699704647064209,0.0003290806489530951
01275_4#01275_4_3,01275,01275_4,01275_4_3,Hugo Chavez should focus on the private sector more than social spending.,Many could be motivated to work by a wish to aid their fellow man.,-1,0.0003819029952865094,0.00010874129657167941
00143_3#00143_3_1,00143,00143_3,00143_3_1,Bosnia and Herzegovina should continue under the Dayton Agreement rather than change/abandon it.,Dayton entrenches ethnic divisions and impedes political progress,-1,0.9994833469390869,8.329439879162237e-05
00508_6#00508_6_2,00508,00508_6,00508_6_2,Governments should have the power to intern suspects without trial.,Internet and tough measures within are aimed only at very few suspects with little major impact.,1,0.9857099056243896,6.675397889921442e-05
00942_11#00942_11_1,00942,00942_11,00942_11_1,Geothermal energy should be a major part of plans to combat global warming.,"No energy source is 100% ""available"" in all locations.",1,0.5958351492881775,0.11119964718818665
00082_4#00082_4_3,00082,00082_4,00082_4_3,Corps. do have a right to free speech and to spend w/o limit in elections.,Unlimited spending lets for. govts sway elections,-1,0.0003509822126943618,4.876989623880945e-05
00315_3#00315_3_6,00315,00315_3,00315_3_6,Iron fertilization of algae blooms should be part of plans to combat global warming.,"Ecosystem changes caused by algae are not ""bad"" ones",1,0.004069358576089144,0.0026242139283567667
00634_4#00634_4_3,00634,00634_4,00634_4_3,Mandating calorie counts on restaurant menus is good public policy.,Calorie counting is a critical component of a healthy diet.,1,0.0038957989308983088,4.1454448364675045e-05
01100_11#01100_11_2,01100,01100_11,01100_11_2,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Offering drivers licenses to illegal immigrants will incentivize more illegal immigration,-1,0.020080508664250374,0.0004997886717319489
01179_12#01179_12_2,01179,01179_12,01179_12_2,Abortions of any kind should be permitted.,Rape does not qualify abortion; it is not the childs fault; abortion is still murder.,-1,0.00024334673071280122,4.2109280911972746e-05
00245_4#00245_4_2,00245,00245_4,00245_4_2,The US Guantanamo Bay detention center is justified. It should not be closed.,Guantanamo Bay makes it difficult for US allies to help war on terror,-1,0.7731844782829285,0.002262851456180215
00245_4#00245_4_6,00245,00245_4,00245_4_6,The US Guantanamo Bay detention center is justified. It should not be closed.,US rejections of UN calls to close Guantanamo look very bad.,-1,0.0007992350147105753,1.2073975085513666e-05
00280_2#00280_2_13,00280,00280_2,00280_2_13,Men found guilty of sex crimes should be chemically castrated.,Castration violates due process and equal treatment (of genders).,-1,0.7668272852897644,0.002614866942167282
00289_7#00289_7_4,00289,00289_7,00289_7_4,The US government should bailout US automakers (even with a low-interest loan).,US should make low interest loans to automakers,1,0.9760903120040894,0.00023575822706334293
00471_6#00471_6_3,00471,00471_6,00471_6_3,The filibuster is a valuable tool in government. It should not be abandoned.,Filibuster is justified to block extreme nominations,1,0.0020502072293311357,4.972016904503107e-05
00572_1#00572_1_1,00572,00572_1,00572_1_1,The US-Indian nuclear deal was justified. It should move forward.,US can supply India with high technology that will help it modernize.,1,0.0002541887224651873,3.013872446899768e-05
00764_1#00764_1_20,00764,00764_1,00764_1_20,Public schools should teach creationism alongside evolution in science classes.,"If creationism should be taught, it should not be taught in science classes.",-1,0.05583498254418373,0.007350546307861805
01179_11#01179_11_11,01179,01179_11,01179_11_11,Abortions of any kind should be permitted.,"Under a ""veil of ignorance"", the unborn would adopt a pro-life social contract",-1,0.00023638352286070585,0.0007522468222305179
00042_15#00042_15_14,00042,00042_15,00042_15_14,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",The UN continually concluded that Iraq was breaching its disarmament obligations,-1,0.03345489129424095,0.00012194187002023682
00042_15#00042_15_7,00042,00042_15,00042_15_7,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Post-invasion UN resolutions authorized the presence of coalition forces in Iraq.,-1,0.9725739359855652,8.772489672992378e-05
00889_2#00889_2_9,00889,00889_2,00889_2_9,Tibet should seek and gain independence.,"Tibet has violated human rights, so may abuses by China shouldn""t be held to a double standard.",-1,0.03257206082344055,0.00011241673928452656
00899_11#00899_11_2,00899,00899_11,00899_11_2,"Govts should mandate that people buy private health insurance, or face penalties.","Mandate deters uninsured from going to hospital, receiving penalty",-1,0.9763169288635254,0.00011595862451940775
00942_8#00942_8_3,00942,00942_8,00942_8_3,Geothermal energy should be a major part of plans to combat global warming.,The output of geothermal power plants degrades over time.,-1,0.9749963283538818,0.0017026052810251713
00942_8#00942_8_4,00942,00942_8,00942_8_4,Geothermal energy should be a major part of plans to combat global warming.,Geothermal is unaffected by fuel price and transport instabilities.,1,0.871331512928009,0.0010914091253653169
01174_5#01174_5_2,01174,01174_5,01174_5_2,You should belong to the Democratic rather than Republican party.,"Reps by govt, but forget it is of, by, for the people.",1,0.000270145945250988,8.466833605780266e-06
00040_2#00040_2_7,00040,00040_2,00040_2_7,Muslim burqa and niqab should be banned.,"If burqa ban was about racism, hijab would be banned too",1,0.0030631227418780327,0.0022075686138123274
00197_4#00197_4_9,00197,00197_4,00197_4_9,Australia should become a republic rather than continue as a constitutional monarchy.,A referendum on an Australian republic could cause a constitutional crisis if rejected by states,-1,0.10660278797149658,0.0003426444891374558
00584_5#00584_5_5,00584,00584_5,00584_5_5,Mandating calorie counts on restaurant menus is good public policy.,Calorie counts on menus will turn-off customers.,-1,0.1927914321422577,0.003339384449645877
00584_5#00584_5_8,00584,00584_5,00584_5_8,Mandating calorie counts on restaurant menus is good public policy.,It is difficult for restaurants to keep calorie counts consistent.,-1,0.00039627542719244957,0.00031808787025511265
00584_5#00584_5_9,00584,00584_5,00584_5_9,Mandating calorie counts on restaurant menus is good public policy.,Enforcing calorie counts laws will be expensive for the state.,-1,9.368724568048492e-05,1.261985016753897e-05
00889_20#00889_20_6,00889,00889_20,00889_20_6,Tibet should seek and gain independence.,Tibets history as part of China for just the last 50 years is sufficient for Chinas continued sovereignty.,-1,0.8724957704544067,0.0002618292055558413
00055_11#00055_11_1,00055,00055_11,00055_11_1,Iraq should be partitioned into three autonomous sectarian regions.,"A ""soft"" partitioning of Iraq would reduce sectarian violence in Iraq:",1,0.33798038959503174,0.00023713016707915813
00328_5#00328_5_12,00328,00328_5,00328_5_12,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,The Alaskan all-republican delegates in Congress favor drilling.,1,0.9920837879180908,8.524153963662684e-05
00328_5#00328_5_22,00328,00328_5,00328_5_22,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,"Alaskas Republican senators, Ted Stevens and Lisa Murkowski",1,0.9998241066932678,3.328542516101152e-05
00584_4#00584_4_4,00584,00584_4,00584_4_4,Mandating calorie counts on restaurant menus is good public policy.,Calorie counting is a critical component of a healthy diet.,1,0.0038957989308983088,4.1454448364675045e-05
00799_3#00799_3_14,00799,00799_3,00799_3_14,The No Child Left Behind education law in America is a good policy and worth continuing.,No Child Left Behind over-emphasizes math and reading:,-1,0.0007804673514328897,1.4081885638006497e-05
00799_3#00799_3_2,00799,00799_3,00799_3_2,The No Child Left Behind education law in America is a good policy and worth continuing.,Standardized test info is more essential than music and arts.,1,0.000100950819614809,1.2440412319847383e-05
00799_3#00799_3_4,00799,00799_3,00799_3_4,The No Child Left Behind education law in America is a good policy and worth continuing.,Schools should teach test-information as well as arts etc,1,0.00013559844228439033,1.819008139136713e-05
00216_2#00216_2_5,00216,00216_2,00216_2_5,The Roma should be officially recognised as a non-territorial nation.,The IRU should not be considered representative of the worlds Romany people:,-1,0.0005893556517548859,0.00012011583748972043
00388_13#00388_13_4,00388,00388_13,00388_13_4,The United States should lower its drinking age from 21 to 18.,18-year-olds are trusted with many things; why not drinking?,1,0.0014458337100222707,5.546812099055387e-05
00549_16#00549_16_5,00549,00549_16,00549_16_5,The United Kingdom should hand over the Falkland Islands to Argentina.,There is no evidence of any agreement to hand the islands over to the Spanish.,-1,0.980674147605896,0.00044014176819473505
00550_8#00550_8_8,00550,00550_8,00550_8_8,Partial-birth abortion should be banned.,Female rape victims may be physically prevented by the rapist from seeking an abortion in the first term.,-1,0.007955053821206093,8.032377081690356e-05
00867_4#00867_4_11,00867,00867_4,00867_4_11,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,Violating AIG contracts undermines contracts generally,1,0.00188350398093462,8.063305358518846e-06
00867_4#00867_4_14,00867,00867_4,00867_4_14,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG employees fulfilled terms of bonus contracts,1,0.9989655017852783,1.5898722267593257e-05
01088_3#01088_3_2,01088,01088_3,01088_3_2,"Junk food advertising should be banned, especially during childrens television programs.","Not only does advertising cause obesity, but so too does TV watching.",1,0.009909351356327534,0.0001274748210562393
00038_6#00038_6_1,00038,00038_6,00038_6_1,The US should create a public insurance option and hybrid public-private health care system.,Costs of Medicare/Medicaid show public insurance waste,-1,0.669136106967926,0.001421843538992107
00042_24#00042_24_2,00042,00042_24,00042_24_2,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Withdrawing from Iraq despite risks of genocide would further desensitize world,-1,0.0002445355639792979,3.306438520667143e-05
00166_5#00166_5_4,00166,00166_5,00166_5_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Uneconomical hydrogen cars can""t lower foreign dependencies.",-1,0.3962276577949524,0.00011174783139722422
00480_5#00480_5_2,00480,00480_5,00480_5_2,The Israeli security wall/barrier should be taken down.,"In time, entry systems will become more routine across the Israeli-Palestinian security border:",-1,0.00024970603408291936,0.00033773755421862006
